ID	Description	Protein Length	TMHMM Topology	Loop Length Info	List of Sequons and Locations
F58H1.1	alpha-mannosidase	1145	i7-26o	i(1-7=6)	NIT(322)/m 
F59A3.1	carboxypeptidase	1014	o952-969i	o(1-952=951)	NST(72)/o NIT(97)/o NMT(511)/o NDT(777)/o 
F59F3.1	"locus:ver-3 IG (immunoglobulin) superfamily (3 domains), tyrosine- protein kinase (KIN15 /KI"	1227	o765-787i	o(1-765=764)	NQT(211)/o NSS(381)/o NVT(528)/o 
F59F4.3	no description	494	i21-40o418-435i448-470o	i(1-21=20), o(40-418=378), i(435-448=13)	NTT(484)/m 
H03A11.1	no description	512	i7-26o	i(1-7=6)	NMT(242)/m 
H14N18.4a	transpeptidase	641	i44-66o	i(1-44=43)	NAT(280)/m NQT(561)/m NFT(603)/m 
H14N18.4b	no description	611	i13-35o	i(1-13=12)	NAT(250)/m NQT(531)/m NFT(573)/m 
H19M22.2a	locus:let-805	4280	i7-29o3909-3931i	i(1-7=6), o(29-3909=3880)	NET(372)/o NLT(1252)/o NVT(1687)/o NTS(2070)/o NAT(2185)/o NIS(2295)/o NGT(2467)/o NTT(2976)/o NWT(2982)/o NVT(3635)/o NVT(3803)/o NWT(3821)/o 
H19M22.2b	locus:let-805	4450	i7-29o3906-3928i	i(1-7=6), o(29-3906=3877)	NET(372)/o NLT(1252)/o NVT(1687)/o NTS(2070)/o NAT(2185)/o NIS(2295)/o NGT(2467)/o NTT(2976)/o NWT(2982)/o NVT(3635)/o NVT(3803)/o NWT(3821)/o 
H19M22.2d	locus:let-805	908	i7-29o	i(1-7=6)	NET(372)/m 
K02B2.4	locus:inx-7	556	i21-43o121-143i211-233o314-336i	i(1-21=20), o(43-121=78), i(143-211=68), o(233-314=81)	NET(267)/o 
K02G10.5	zinc-finger DNA-binding protein	655	i44-66o89-111i118-140o179-201i214-236o262-284i329-351o366-386i399-421o511-533i554-573o599-621i	i(1-44=43), o(66-89=23), i(111-118=7), o(140-179=39), i(201-214=13), o(236-262=26), i(284-329=45), o(351-366=15), i(386-399=13), o(421-511=90), i(533-554=21), o(573-599=26)	NWT(487)/o 
K03B8.9	locus:deg-3 nicotinic acetylcholine receptor	564	o267-289i302-319o334-356i528-550o	o(1-267=266), i(289-302=13), o(319-334=15), i(356-528=172)	NST(37)/o 
K03H1.5	Transmembrane and sushi domain	1385	i7-29o1247-1269i	i(1-7=6), o(29-1247=1218)	NIT(313)/o NWT(386)/o NKT(562)/o NGT(1225)/o 
K06A9.1a	no description	1032	i7-29o	i(1-7=6)	NNT(1010)/m 
K06A9.1b	no description	2232	i7-29o	i(1-7=6)	NNT(2210)/m 
K07A12.2	Rat insulin-like growth factor binding protien complex acid labile chain like	961	o856-878i	o(1-856=855)	NGT(67)/o NIS(210)/o 
K07C10.1	locus:ptr-13	851	o36-58i266-288o293-315i403-425o470-492i671-693o698-717i773-795o805-827i	o(1-36=35), i(58-266=208), o(288-293=5), i(315-403=88), o(425-470=45), i(492-671=179), o(693-698=5), i(717-773=56), o(795-805=10)	NYS(576)/i NIT(579)/i 
K07D8.1	locus:mup-4	2104	o1862-1884i	o(1-1862=1861)	NVT(556)/o NCS(879)/o NCS(1132)/o NVS(1403)/o NFT(1576)/o NCS(1782)/o 
K08B4.3	glucuronosyltransferase	532	i7-29o485-507i	i(1-7=6), o(29-485=456)	NVT(50)/o 
K08B4.4	glucuronosyltransferase	529	o487-509i	o(1-487=486)	NVT(47)/o 
K08F4.3	translocon-associated protein	182	o149-171i	o(1-149=148)	NYT(109)/o 
K08F4.4	locus:glt-3 excitatory amino acid transporter 2 like	532	i7-29o44-66i78-100o186-205i226-248o263-285i334-356o	i(1-7=6), o(29-44=15), i(66-78=12), o(100-186=86), i(205-226=21), o(248-263=15), i(285-334=49)	NAT(164)/o NMT(169)/o 
K09A9.3	no description	450	i34-56o91-113i120-142o147-169i182-204o219-238i278-300o320-342i355-372o387-409i422-444o	i(1-34=33), o(56-91=35), i(113-120=7), o(142-147=5), i(169-182=13), o(204-219=15), i(238-278=40), o(300-320=20), i(342-355=13), o(372-387=15), i(409-422=13)	NST(69)/o 
K09C8.1	locus:pbo-4 Na(+) /H(+) exchanger	783	i5-27o108-130i137-159o169-186i199-221o236-258i265-287o297-328i335-352o356-378i390-412o427-449i469-486o496-517i	i(1-5=4), o(27-108=81), i(130-137=7), o(159-169=10), i(186-199=13), o(221-236=15), i(258-265=7), o(287-297=10), i(328-335=7), o(352-356=4), i(378-390=12), o(412-427=15), i(449-469=20), o(486-496=10)	NMT(58)/o 
K09E2.4a	locus:rig-1	1147	o868-890i	o(1-868=867)	NDT(189)/o NDT(294)/o NVT(299)/o NNT(345)/o 
K10C3.3	locus:zig-1 IG superfamily repeats (I-type)	265	o232-254i	o(1-232=231)	NAT(83)/o 
K10G9.1	sodium /phosphate transporter protein	573	i50-69o128-150i155-177o192-214i221-240o281-303i323-345o385-407i419-438o448-470i	i(1-50=49), o(69-128=59), i(150-155=5), o(177-192=15), i(214-221=7), o(240-281=41), i(303-323=20), o(345-385=40), i(407-419=12), o(438-448=10)	NFT(78)/o 
K11D9.3	Sugar (and other) transporter	480	i7-29o87-106i113-135o139-161i174-191o195-217i270-292o307-324i345-367o425-447i	i(1-7=6), o(29-87=58), i(106-113=7), o(135-139=4), i(161-174=13), o(191-195=4), i(217-270=53), o(292-307=15), i(324-345=21), o(367-425=58)	NLT(58)/o 
K11E4.3	no description	349	i7-29o	i(1-7=6)	NRT(88)/m 
M01F1.5	glucose transport protein	604	i26-48o100-119i124-146o161-183i190-212o292-314i321-340o350-372i469-491o506-528i535-557o	i(1-26=25), o(48-100=52), i(119-124=5), o(146-161=15), i(183-190=7), o(212-292=80), i(314-321=7), o(340-350=10), i(372-469=97), o(491-506=15), i(528-535=7)	NYT(384)/i 
M03A1.1a	locus:vab-1 tyrosine-protein kinase receptor	1117	o558-580i776-798o	o(1-558=557), i(580-776=196)	NGS(238)/o 
M03A1.1b	locus:vab-1	1122	o558-580i776-798o	o(1-558=557), i(580-776=196)	NGS(238)/o 
M176.8	chitinase	439	i31-53o	i(1-31=30)	NLT(364)/m 
M88.6b	locus:pan-1	594	o516-538i	o(1-516=515)	NNT(277)/o NLS(330)/o 
R03E9.2	no description	619	i39-61o	i(1-39=38)	NLT(190)/m NGT(221)/m 
R04B5.9	UDP-glucuronosyltransferase	536	i7-29o503-525i	i(1-7=6), o(29-503=474)	NVT(52)/o 
R06B9.6	no description	549	i16-38o237-259i272-294o309-331i344-363o383-405i438-460o480-502i	i(1-16=15), o(38-237=199), i(259-272=13), o(294-309=15), i(331-344=13), o(363-383=20), i(405-438=33), o(460-480=20)	NVT(158)/o NKS(213)/o 
R08C7.2a	no description	348	o51-73i307-329o	o(1-51=50), i(73-307=234)	NDT(166)/i NNT(215)/i 
R08C7.2b	no description	219	o51-73i	o(1-51=50)	NDT(166)/m 
R09E10.5	no description	1437	o1326-1348i	o(1-1326=1325)	NHT(315)/o NKT(364)/o NTS(676)/o 
R09F10.5	no description	145	o4-23i125-144o	o(1-4=3), i(23-125=102)	NNS(91)/i 
R09G11.1	locus:sup-10	332	o4-21i302-324o	o(1-4=3), i(21-302=281)	NKT(61)/i 
R09H10.2	no description	293	i7-24o	i(1-7=6)	NYT(44)/m NIS(55)/m 
R09H10.5	EGF domains	1621	i7-25o	i(1-7=6)	NAT(150)/m 
R12E2.2	no description	802	o646-668i	o(1-646=645)	NFT(616)/o 
R13A5.1a	locus:cup-5	607	i70-92o324-346i380-399o414-436i456-478o523-545i	i(1-70=69), o(92-324=232), i(346-380=34), o(399-414=15), i(436-456=20), o(478-523=45)	NVT(196)/o NNT(201)/o NLT(218)/o 
R13A5.1b	locus:cup-5	644	i70-92o324-346i382-404o424-446i466-488o533-555i	i(1-70=69), o(92-324=232), i(346-382=36), o(404-424=20), i(446-466=20), o(488-533=45)	NVT(196)/o NNT(201)/o NLT(218)/o 
R13A5.1c	locus:cup-5	629	o346-368i402-421o436-458i478-500o545-567i	o(1-346=345), i(368-402=34), o(421-436=15), i(458-478=20), o(500-545=45)	NVT(218)/o NNT(223)/o NLT(240)/o 
R13A5.1d	locus:cup-5	664	i70-92o324-346i380-399o414-436i456-478o523-545i	i(1-70=69), o(92-324=232), i(346-380=34), o(399-414=15), i(436-456=20), o(478-523=45)	NVT(196)/o NNT(201)/o NLT(218)/o 
R13F6.4a	no description	2502	i35-57o	i(1-35=34)	NTT(2049)/m 
R151.1	no description	442	o341-363i	o(1-341=340)	NST(111)/o 
R173.3	esterase	607	o574-596i	o(1-574=573)	NFS(354)/o NLT(369)/o 
R193.2	no description	1897	i20-42o	i(1-20=19)	NTT(572)/m 
R57.1a	trans-membrane protein	770	i21-43o	i(1-21=20)	NGS(175)/m NLT(337)/m NET(417)/m NTT(606)/m NVS(630)/m 
R57.1b	no description	576	i5-24o	i(1-5=4)	NGS(156)/m NLT(318)/m 
T01A4.1a	natriuretic peptides receptor	1217	i469-491o	i(1-469=468)	NKT(99)/i NYT(337)/i NIT(340)/i 
T01A4.1c	no description	1276	i514-536o	i(1-514=513)	NYT(384)/i NIT(387)/i 
T02B5.3	carboxylesterase	676	o640-662i	o(1-640=639)	NGS(397)/o 
T03F7.1	locus:snf-11 Na(+) /Cl(-)-dependent GABA transporter	610	i12-34o44-66i87-109o217-239i248-270o297-319i332-354o381-403i434-456o466-488i509-528o548-570i	i(1-12=11), o(34-44=10), i(66-87=21), o(109-217=108), i(239-248=9), o(270-297=27), i(319-332=13), o(354-381=27), i(403-434=31), o(456-466=10), i(488-509=21), o(528-548=20)	NRT(152)/o 
T03G11.4	man(9)-alpha-mannosidase	584	i43-65o	i(1-43=42)	NST(302)/m 
T04A11.3	fibronectin	1029	o918-940i	o(1-918=917)	NHT(36)/o NGT(165)/o NSS(374)/o NAT(409)/o NVT(442)/o NQT(482)/o NCS(552)/o 
T04F8.2	no description	502	o217-239i259-281o321-343i352-374o394-416i423-445o	o(1-217=216), i(239-259=20), o(281-321=40), i(343-352=9), o(374-394=20), i(416-423=7)	NGT(117)/o 
T05A8.4	protease	736	i20-42o	i(1-20=19)	NSS(70)/m NES(144)/m NIT(272)/m NAT(596)/m 
T05E11.5	Yeast YKK0 like	468	o24-46i175-197o248-265i289-311o348-367i387-409o414-436i	o(1-24=23), i(46-175=129), o(197-248=51), i(265-289=24), o(311-348=37), i(367-387=20), o(409-414=5)	NST(114)/i NTT(123)/i 
T07C5.1c	no description	523	o496-513i	o(1-496=495)	NVT(84)/o NVS(248)/o NVT(283)/o 
T07F12.2	no description	289	o55-77i89-106o	o(1-55=54), i(77-89=12)	NKT(150)/m 
T07H6.1a	esterase	697	o654-676i	o(1-654=653)	NFS(332)/o 
T09A5.3	locus:acr-7 Acetylcholine receptor	538	o5-27i248-270o280-298i311-333o343-362i512-534o	o(1-5=4), i(27-248=221), o(270-280=10), i(298-311=13), o(333-343=10), i(362-512=150)	NIT(101)/i 
T12A2.2	no description	757	i12-34o82-104i117-136o140-159i172-194o209-231i238-260o270-287i300-322o359-381i388-410o478-500i	i(1-12=11), o(34-82=48), i(104-117=13), o(136-140=4), i(159-172=13), o(194-209=15), i(231-238=7), o(260-270=10), i(287-300=13), o(322-359=37), i(381-388=7), o(410-478=68)	NRT(559)/m NNS(570)/m 
T12A7.5	no description	1076	i7-26o	i(1-7=6)	NGS(40)/m NSS(62)/m NKT(74)/m NIS(238)/m NSS(446)/m NGT(469)/m NST(651)/m 
T13B5.1	locus:snf-3 sodium /chloride- dependent GABA transporter	600	o37-59i66-88o98-120i125-147o206-228i237-259o286-308i321-343o377-399i420-437o452-474i495-519o534-556i	o(1-37=36), i(59-66=7), o(88-98=10), i(120-125=5), o(147-206=59), i(228-237=9), o(259-286=27), i(308-321=13), o(343-377=34), i(399-420=21), o(437-452=15), i(474-495=21), o(519-534=15)	NFT(165)/o 
T13C2.6a	no description	909	o819-841i	o(1-819=818)	NVS(544)/o 
T13C2.6b	no description	911	o821-843i	o(1-821=820)	NCT(248)/o NVS(546)/o 
T13H5.8	no description	566	i282-304o324-346i351-373o404-426i433-455o465-487i	i(1-282=281), o(304-324=20), i(346-351=5), o(373-404=31), i(426-433=7), o(455-465=10)	NLT(241)/i 
T14G10.7	no description	550	i52-74o	i(1-52=51)	NQS(87)/m NMT(119)/m 
T16G12.1	Aminopeptidase	1890	i5-24o	i(1-5=4)	NRT(785)/m NGT(803)/m 
T19B10.8	Yeast hyptothetical protein YFC5 like	718	i16-38o449-471i476-495o510-532i553-575o585-607i620-642o652-674i	i(1-16=15), o(38-449=411), i(471-476=5), o(495-510=15), i(532-553=21), o(575-585=10), i(607-620=13), o(642-652=10)	NKT(120)/o NET(358)/o 
T19B4.1	monooxygenase	663	i5-27o	i(1-5=4)	NQT(411)/m 
T19B4.7	locus:unc-40 membrane protein	1415	o1085-1107i	o(1-1085=1084)	NVT(50)/o NSS(489)/o NGT(714)/o NST(898)/o 
T19D12.1	A. faecalis PHB depolymerase ; zinc finger protein 40	1844	i13-35o	i(1-13=12)	NYT(733)/m NGT(1371)/m 
T19D7.1	no description	390	i215-237o281-303i346-368o	i(1-215=214), o(237-281=44), i(303-346=43)	NNT(151)/i 
T20D3.2	no description	234	i7-26o	i(1-7=6)	NVT(88)/m 
T21B10.4	no description	418	o345-367i	o(1-345=344)	NLS(280)/o 
T21B6.1	locus:dgn-1	584	o474-496i	o(1-474=473)	NYT(35)/o NFS(142)/o NNS(396)/o 
T21C9.3a	no description	513	i43-61o467-489i	i(1-43=42), o(61-467=406)	NYS(399)/o 
T21C9.3b	no description	577	i43-61o467-489i	i(1-43=42), o(61-467=406)	NYS(399)/o 
T21E3.3	locus:lrp-2 EGF-like protein	4858	o4749-4771i	o(1-4749=4748)	NCT(2714)/o NGT(3045)/o NLT(3190)/o 
T21F2.1a	ligand-gated ionic channel	497	o293-315i322-344o359-381i469-491o	o(1-293=292), i(315-322=7), o(344-359=15), i(381-469=88)	NET(81)/o 
T22C1.9	no description	195	o35-57i	o(1-35=34)	NTS(6)/o 
T22D1.11	carboxyesterase	583	o536-558i	o(1-536=535)	NCS(260)/o NIT(510)/o 
T22D1.4	glycotransferase	586	o423-442i	o(1-423=422)	NIS(282)/o 
T22E5.2	locus:glt-4 sodium-dependent glutamate /aspartate transporter	499	i7-29o49-71i84-106o200-217i238-260o275-297i378-400o404-426i	i(1-7=6), o(29-49=20), i(71-84=13), o(106-200=94), i(217-238=21), o(260-275=15), i(297-378=81), o(400-404=4)	NGT(165)/o 
T23D8.1	locus:mom-5 Drosophila tissue polarity protein like	568	o229-251i263-282o314-336i349-371o396-418i446-468o514-536i	o(1-229=228), i(251-263=12), o(282-314=32), i(336-349=13), o(371-396=25), i(418-446=28), o(468-514=46)	NQT(51)/o 
T23F1.7a	dipeptidyl peptidase IV	779	i31-53o	i(1-31=30)	NLT(492)/m 
T23F1.7b	no description	799	i31-53o	i(1-31=30)	NLT(512)/m 
T23H2.1	locus:npp-12 integral membrane protein	1847	o1749-1771i	o(1-1749=1748)	NET(1274)/o NNT(1502)/o 
T24H7.2	no description	925	i7-29o	i(1-7=6)	NAS(122)/m NRS(524)/m 
T25B9.7	UDP-glucuronosyltransferase	527	i5-27o479-501i	i(1-5=4), o(27-479=452)	NYT(70)/o NLT(329)/o 
T25D3.4	no description	550	i75-97o112-134i141-163o167-186i198-220o225-247i292-314o324-346i359-381o385-404i417-439o491-513i	i(1-75=74), o(97-112=15), i(134-141=7), o(163-167=4), i(186-198=12), o(220-225=5), i(247-292=45), o(314-324=10), i(346-359=13), o(381-385=4), i(404-417=13), o(439-491=52)	NES(471)/o 
T28D9.7	degenerin	1069	i95-114o829-851i	i(1-95=94), o(114-829=715)	NGT(216)/o NST(374)/o 
W01C8.6a	locus:cat-1 synaptic vesicle aminetransporter	553	i17-39o185-207i214-236o249-271i321-343o358-380i387-409o413-435i442-464o479-498i	i(1-17=16), o(39-185=146), i(207-214=7), o(236-249=13), i(271-321=50), o(343-358=15), i(380-387=7), o(409-413=4), i(435-442=7), o(464-479=15)	NET(51)/o 
W02B12.11	n-acetyllactosamine synthase	387	i12-31o	i(1-12=11)	NYT(307)/m NET(353)/m 
W02B9.1a	"locus:hmr-1 Cadherin, Laminin G domain"	1269	i69-91o1128-1150i	i(1-69=68), o(91-1128=1037)	NIS(127)/o NFS(152)/o 
W03G9.1	locus:snf-1 neurotransmitter transporter	617	o30-47i54-76o86-105i112-134o208-230i235-257o277-299i320-342o372-394i415-437o452-470i491-513o533-555i	o(1-30=29), i(47-54=7), o(76-86=10), i(105-112=7), o(134-208=74), i(230-235=5), o(257-277=20), i(299-320=21), o(342-372=30), i(394-415=21), o(437-452=15), i(470-491=21), o(513-533=20)	NIT(167)/o 
W05F2.3	no description	222	o155-174i	o(1-155=154)	NQT(109)/o 
W05H12.1	no description	467	o426-448i	o(1-426=425)	NAS(157)/o 
W06D12.2	locus:twk-42	444	o15-37i112-131o135-157i225-247o277-299i	o(1-15=14), i(37-112=75), o(131-135=4), i(157-225=68), o(247-277=30)	NGS(76)/i 
Y111B2A.15	protein-tyrosine sulphotransferase	380	i7-24o	i(1-7=6)	NRT(66)/m 
Y32G9A.8	no description	304	o249-271i	o(1-249=248)	NET(140)/o 
Y34B4A.7	no description	369	i30-52o	i(1-30=29)	NIT(201)/m 
Y37D8A.13	locus:unc-71 Disintegrin	1042	o747-769i	o(1-747=746)	NGT(155)/o 
Y37E11AL.5	no description	490	o178-200i207-229o244-266i290-312o338-360i367-389o	o(1-178=177), i(200-207=7), o(229-244=15), i(266-290=24), o(312-338=26), i(360-367=7)	NYT(117)/o 
Y37E11AR.5	no description	527	i3-25o491-513i	i(1-3=2), o(25-491=466)	NGT(62)/o 
Y40H4A.1a	locus:gar-3 muscarinic acetylcholine receptor	585	o68-90i102-124o139-161i182-204o228-250i500-522o532-554i	o(1-68=67), i(90-102=12), o(124-139=15), i(161-182=21), o(204-228=24), i(250-500=250), o(522-532=10)	NTS(28)/o NAT(33)/o 
Y40H4A.1b	locus:gar-3	611	o68-90i102-124o139-161i182-204o228-250i526-548o558-580i	o(1-68=67), i(90-102=12), o(124-139=15), i(161-182=21), o(204-228=24), i(250-526=276), o(548-558=10)	NTS(28)/o NAT(33)/o 
Y41G9A.4a	glutamate receptor	498	o416-438i458-475o	o(1-416=415), i(438-458=20)	NFT(322)/o 
Y41G9A.4b	no description	868	o416-438i458-475o495-517i585-607o644-666i679-701o711-730i	o(1-416=415), i(438-458=20), o(475-495=20), i(517-585=68), o(607-644=37), i(666-679=13), o(701-711=10)	NFT(322)/o 
Y42H9B.2	locus:rig-4	2325	i5-24o2019-2041i	i(1-5=4), o(24-2019=1995)	NLT(932)/o NFT(1016)/o 
Y46G5A.30	locus:snf-5	728	i116-138o164-186i283-305o315-337i397-419o456-478i498-520o530-552i578-600o620-642i	i(1-116=115), o(138-164=26), i(186-283=97), o(305-315=10), i(337-397=60), o(419-456=37), i(478-498=20), o(520-530=10), i(552-578=26), o(600-620=20)	NST(232)/i NSS(237)/i 
Y46H3B.1	no description	557	i2-19o	i(1-2=1)	NET(229)/m 
Y47H9A.1	no description	418	i31-53o	i(1-31=30)	NQT(161)/m NNS(273)/m 
Y47H9C.4a	locus:ced-1 EGF-like domain	1111	o909-931i	o(1-909=908)	NDT(66)/o NCT(333)/o 
Y47H9C.4b	locus:ced-1 EGF-like domain	1070	o909-931i	o(1-909=908)	NDT(66)/o NCT(333)/o 
Y47H9C.4c	locus:ced-1 EGF-like domain	1045	o909-931i	o(1-909=908)	NDT(66)/o NCT(333)/o 
Y4C6B.5	no description	469	i7-29o66-88i93-115o130-152i164-186o190-212i257-279o294-316i325-344o349-371i384-406o411-433i	i(1-7=6), o(29-66=37), i(88-93=5), o(115-130=15), i(152-164=12), o(186-190=4), i(212-257=45), o(279-294=15), i(316-325=9), o(344-349=5), i(371-384=13), o(406-411=5)	NET(44)/o 
Y50D4B.4	no description	430	i30-52o	i(1-30=29)	NES(75)/m NYS(99)/m NQT(166)/m NIS(248)/m NNS(280)/m 
Y50D4C.4	locus:sqv-6	806	i12-31o	i(1-12=11)	NLT(614)/m NDT(655)/m 
Y51A2D.13a	Phospholipase D. Active site motifs.	487	i13-32o	i(1-13=12)	NIS(64)/m 
Y51A2D.18	Sugar (and other) transporter	550	o44-66i127-149o159-181i188-205o215-237i242-261o330-352i394-416o477-499i	o(1-44=43), i(66-127=61), o(149-159=10), i(181-188=7), o(205-215=10), i(237-242=5), o(261-330=69), i(352-394=42), o(416-477=61)	NCS(101)/i NTS(123)/i 
Y51H7C.13	no description	344	i5-27o	i(1-5=4)	NCS(90)/m 
Y54G2A.25a	locus:lad-2	1187	o1125-1147i	o(1-1125=1124)	NCT(147)/o 
Y55B1BM.1a	no description	530	o4-22i193-210o	o(1-4=3), i(22-193=171)	NES(65)/i 
Y55B1BM.1b	no description	510	o4-22i193-210o	o(1-4=3), i(22-193=171)	NES(65)/i 
Y55B1BM.1c	no description	395	o4-22i193-210o	o(1-4=3), i(22-193=171)	NES(65)/i 
Y55H10A.1	no description	451	o406-428i	o(1-406=405)	NGS(330)/o 
Y57E12AL.1a	no description	459	o5-27i40-62o92-114i127-146o156-175i196-218o233-255i262-284o316-338i388-410o430-452i	o(1-5=4), i(27-40=13), o(62-92=30), i(114-127=13), o(146-156=10), i(175-196=21), o(218-233=15), i(255-262=7), o(284-316=32), i(338-388=50), o(410-430=20)	NST(301)/o 
Y57E12AL.1b	no description	389	o5-27i40-62o103-125i137-159o169-191i198-220o252-274i318-340o360-382i	o(1-5=4), i(27-40=13), o(62-103=41), i(125-137=12), o(159-169=10), i(191-198=7), o(220-252=32), i(274-318=44), o(340-360=20)	NST(237)/o 
Y57G11B.7	no description	215	o178-200i	o(1-178=177)	NNT(111)/o 
Y57G11C.31	no description	404	o31-53i380-402o	o(1-31=30), i(53-380=327)	NDT(246)/i NGT(350)/i 
Y64G10A.6	no description	846	o417-439i	o(1-417=416)	NGT(79)/o 
Y65B4A.2	no description	421	i21-43o	i(1-21=20)	NQT(103)/m NSS(134)/m NGT(184)/m NVT(317)/m 
Y65B4BR.3	locus:ptr-21	909	o49-71i291-313o323-345i358-380o395-417i424-446o483-505i697-719o723-745i752-774o811-833i840-862o	o(1-49=48), i(71-291=220), o(313-323=10), i(345-358=13), o(380-395=15), i(417-424=7), o(446-483=37), i(505-697=192), o(719-723=4), i(745-752=7), o(774-811=37), i(833-840=7)	NQS(214)/i NFS(635)/i 
Y70D2A.1	no description	439	o38-60i73-95o115-137i157-176o218-237i269-291o306-328i	o(1-38=37), i(60-73=13), o(95-115=20), i(137-157=20), o(176-218=42), i(237-269=32), o(291-306=15)	NET(14)/o 
Y71F9AM.6	no description	257	o175-197i	o(1-175=174)	NFT(108)/o 
Y71F9AR.1	locus:bam-2	1007	o870-892i	o(1-870=869)	NET(134)/o NQT(217)/o NTS(617)/o 
Y73F8A.5	no description	1019	o922-941i	o(1-922=921)	NGS(336)/o NVT(634)/o NIS(694)/o 
Y76A2B.6	CD36 family	558	i35-57o497-519i	i(1-35=34), o(57-497=440)	NGS(75)/o NDS(363)/o 
Y82E9BR.16a	no description	575	o20-42i163-185o195-213i220-242o246-263i369-386o396-418i425-444o454-476i488-510o516-538i	o(1-20=19), i(42-163=121), o(185-195=10), i(213-220=7), o(242-246=4), i(263-369=106), o(386-396=10), i(418-425=7), o(444-454=10), i(476-488=12), o(510-516=6)	NFT(68)/i 
Y87G2A.13	no description	468	o4-22i106-128o138-160i167-185o232-254i369-391o432-454i	o(1-4=3), i(22-106=84), o(128-138=10), i(160-167=7), o(185-232=47), i(254-369=115), o(391-432=41)	NST(218)/o 
ZC196.7	locus:glr-5 ligand-gated ionic channel protein	932	i7-29o567-589i660-682o844-866i	i(1-7=6), o(29-567=538), i(589-660=71), o(682-844=162)	NMS(416)/o 
ZC262.3a	N-CAM IG domain	773	o496-518i	o(1-496=495)	NGT(114)/o NIS(204)/o NLT(361)/o NDT(379)/o 
ZC262.3b	no description	624	o496-518i	o(1-496=495)	NGT(114)/o NIS(204)/o NLT(361)/o NDT(379)/o 
ZC443.5	UDP-glucuronosyltransferase	533	o499-521i	o(1-499=498)	NVT(48)/o NAT(342)/o 
ZK1058.2	locus:pat-3 beta integrin	809	o738-760i	o(1-738=737)	NVT(141)/o NKT(269)/o NAS(400)/o NES(530)/o NET(672)/o 
ZK180.1	no description	842	o441-463i476-498o513-535i556-578o612-634i647-669o679-701i	o(1-441=440), i(463-476=13), o(498-513=15), i(535-556=21), o(578-612=34), i(634-647=13), o(669-679=10)	NSS(366)/o 
ZK20.6	neprilysin	754	i5-27o	i(1-5=4)	NLS(81)/m NTS(132)/m NVS(217)/m NES(273)/m NTT(441)/m NTT(612)/m 
ZK270.1	locus:ptr-23	983	o50-72i315-337o347-369i376-398o466-488i546-568o782-801i806-828o886-908i915-937o	o(1-50=49), i(72-315=243), o(337-347=10), i(369-376=7), o(398-466=68), i(488-546=58), o(568-782=214), i(801-806=5), o(828-886=58), i(908-915=7)	NIT(139)/i NAT(234)/i NGT(633)/o 
ZK287.9	no description	117	i94-116o	i(1-94=93)	NGS(51)/i 
ZK512.1	no description	240	o216-238i	o(1-216=215)	NST(127)/o 
ZK563.6	no description	426	i5-27o387-409i	i(1-5=4), o(27-387=360)	NVT(37)/o 
ZK675.1	locus:ptc-1 membrane protein patched	1408	o652-671i691-713o717-739i765-787o797-816i905-922o1180-1202i1209-1231o1241-1263i1276-1298o1308-1330i	o(1-652=651), i(671-691=20), o(713-717=4), i(739-765=26), o(787-797=10), i(816-905=89), o(922-1180=258), i(1202-1209=7), o(1231-1241=10), i(1263-1276=13), o(1298-1308=10)	NET(599)/o NLT(1026)/o NVS(1036)/o 
ZK770.3	locus:inx-12	408	i23-45o114-136i197-219o286-308i	i(1-23=22), o(45-114=69), i(136-197=61), o(219-286=67)	NTT(99)/o 
ZK896.8	locus:gcy-18 guanylate cyclase	1113	o498-520i	o(1-498=497)	NKS(456)/o 
ZK970.1a	neprilysin zinc protease	771	o41-63i216-238o	o(1-41=40), i(63-216=153)	NMT(508)/m 
ZK970.1b	no description	807	i74-96o	i(1-74=73)	NMT(544)/m 
