ID	Description	Protein Length	TMHMM Topology	Loop Length Info	List of Sequons and Locations
IPI00153959	Splice Isoform 1 of Stabilin-1	2571	o2476-2498i	o(1-2476=2476) i(2498-2571=74)	NQT(713)/o NHS(1171)/o NNS(1179)/o 
IPI00467600	Stabilin-2	2559	o2467-2489i	o(1-2467=2467) i(2489-2559=71)	NLT(1750)/o 
IPI00124340	Sodium/glucose cotransporter 	670	o24-43i63-85o100-122i142-164o174-196i203-225o272-289i310-332o378-400i421-443o453-475i482-504o524-546i650-669o	o(1-24=24) i(43-63=21) o(85-100=16) i(122-142=21) o(164-174=11) i(196-203=8) o(225-272=48) i(289-310=22) o(332-378=47) i(400-421=22) o(443-453=11) i(475-482=8) o(504-524=21) i(546-650=105) o(669-670=66)	NIS(248)/o 
IPI00471176	Hepatocyte cell adHesion molecul	418	o241-263i	o(1-241=241) i(263-418=156)	NDS(189)/o NIT(35)/o 
IPI00121362	F11r protei	300	o239-261i	o(1-239=239) i(261-300=40)	NSS(185)/o 
IPI00119756	OX-2 membrane glycoprotein	278	o237-259i	o(1-237=237) i(259-278=20)	NST(181)/o NGT(190)/o 
IPI00312498	Mucin-15	331	o235-257i	o(1-235=235) i(257-331=75)	NVT(30)/o 
IPI00321365	CAR-like membrane protei	373	o233-255i	o(1-233=233) i(255-373=119)	NLT(73)/o 
IPI00308245	Extra cellular link domain-containing 	318	o232-254i	o(1-232=232) i(254-318=65)	NFT(52)/o 
IPI00308971	Cation-independent mannose-6-phosphate receptor	2483	o2295-2317i	o(1-2295=2295) i(2317-2483=167)	NAS(1532)/o 
IPI00172242	"H-2 class II histocompatibility antigen, A-Q beta chain 	265	o228-247i	o(1-228=228) i(247-265=19)	NGT(46)/o 
IPI00469221	"Splice Isoform 1 of Inositol 1,4,5-trisphosphate receptor type 1	2749	o2274-2296i2309-2326o2352-2374i2395-2417o2440-2462i2570-2592o	o(1-2274=2274) i(2296-2309=14) o(2326-2352=27) i(2374-2395=22) o(2417-2440=24) i(2462-2570=109) o(2592-2749=48)	NCT(2503)/i 
IPI00172243	"H-2 class II histocompatibility antigen, A-K beta chain 	263	o226-245i	o(1-226=226) i(245-263=19)	NGT(46)/o 
IPI00117424	Intercellular adhesion molecule 2	277	o224-246i	o(1-224=224) i(246-277=32)	NCS(45)/o 
IPI00128915	Splice Isoform 1 of Chondroitin sulfate proteoglycan 4	2327	o2229-2251i	o(1-2229=2229) i(2251-2327=77)	NRT(2080)/o 
IPI00226260	"10 day old male pancreas cDNA, RIKEN full-length enriched library, clone:1810073M23 product:TRANSMEMBRANE 9 SUPERFAMILY PROTEIN MEMBER 3 homolog	384	o221-243i287-309o324-346i	o(1-221=221) i(243-287=45) o(309-324=16) i(346-384=39)	NLT(172)/o 
IPI00117094	Frizzled 4	537	o221-243i255-274o303-325i346-368o394-416i437-459o474-496i	o(1-221=221) i(243-255=13) o(274-303=30) i(325-346=22) o(368-394=27) i(416-437=22) o(459-474=16) i(496-537=42)	NVT(59)/o 
IPI00123831	SDR1 protei	281	o221-243i	o(1-221=221) i(243-281=39)	NAT(112)/o NLT(54)/o 
IPI00406693	AstrotActin 2 isoform 	1300	o219-241i391-413o	o(1-219=219) i(241-391=151) o(413-1300=22)	NGT(981)/o 
IPI00121908	"Class II histocompatibility antigen, M beta 1 chain 	261	o219-238i	o(1-219=219) i(238-261=24)	NFS(75)/o 
IPI00462199	Basigi	275	o213-235i	o(1-213=213) i(235-275=41)	NAT(192)/o NSS(46)/o NST(156)/o 
IPI00136972	Endothelial protein C receptor	242	o212-234i	o(1-212=212) i(234-242=9)	NVT(63)/o NFT(166)/o 
IPI00110852	"Translocon-associated protein alpha, muscle specific isoform	298	o207-229i	o(1-207=207) i(229-298=70)	NFT(136)/o 
IPI00131292	Organic cation/carnitine transporter 	553	o20-42i172-191o195-217i229-251o256-278i340-362o372-394i401-420o426-448i461-483o493-515i	o(1-20=20) i(42-172=131) o(191-195=5) i(217-229=13) o(251-256=6) i(278-340=63) o(362-372=11) i(394-401=8) o(420-426=7) i(448-461=14) o(483-493=11) i(515-553=39)	NHS(64)/i 
IPI00471273	Splice Isoform 1 of Apoptosis-related protein 3	223	o192-214i	o(1-192=192) i(214-223=10)	NLS(39)/o 
IPI00454033	Platelet receptor Gi24	309	o191-213i	o(1-191=191) i(213-309=97)	NAT(49)/o 
IPI00108844	Cation-dependent mannose-6-phosphate receptor	278	o189-211i	o(1-189=189) i(211-278=68)	NET(108)/o NGS(114)/o NHS(84)/o NKS(95)/o 
IPI00468458	PREDICTED: lactase-phlorizin hydrolas	1931	o1885-1907i	o(1-1885=1885) i(1907-1931=25)	NSS(1241)/o NFT(937)/o NDT(1765)/o 
IPI00125829	Splice Isoform 1 of Solute carrier family 12 member 	1150	o186-208i221-243o274-296i317-339o343-362i481-503o518-540i620-637o641-663i683-705o	o(1-186=186) i(208-221=14) o(243-274=32) i(296-317=22) o(339-343=5) i(362-481=120) o(503-518=16) i(540-620=81) o(637-641=5) i(663-683=21) o(705-1150=8)	NMT(398)/i 
IPI00554925	"H-2 class II histocompatibility antigen, A-Q alpha chain	221	o184-206i	o(1-184=184) i(206-221=16)	NFT(70)/o 
IPI00267963	HypotHetical protein LOC32073	319	o178-200i	o(1-178=178) i(200-319=120)	NFS(88)/o 
IPI00460291	"Activated spleen cDNA, RIKEN full-length enriched library, clone:F830013H06 product:Sad1/unc-84-like protein 2 homolog	731	o174-196i226-248o	o(1-174=174) i(196-226=31) o(248-731=117)	NST(650)/o 
IPI00169818	Leucine-rich repeat-containing protein 25	297	o169-191i	o(1-169=169) i(191-297=107)	NCS(133)/o 
IPI00127770	"Mammary gland RCB-0526 Jyg-MC(A) cDNA, RIKEN full-length enriched library, clone:G830049G01 product:CD164 antigen, full insert sequence	197	o164-186i	o(1-164=164) i(186-197=12)	NCS(98)/o NRT(103)/o 
IPI00627008	175 kDa protei	2312	o1637-1659i	o(1-1637=1637) i(1659-2312=654)	NET(1058)/o NST(223)/o NVS(134)/o 
IPI00356063	"Sodium channel, voltage-gated, type II, beta	215	o158-180i	o(1-158=158) i(180-215=36)	NGS(42)/o 
IPI00131062	Sodium channel beta-1 subunit	218	o154-176i	o(1-154=154) i(176-218=43)	NTS(135)/o 
IPI00133448	Seminal vesicle antige	165	o15-37i	o(1-15=15) i(37-165=129)	NYT(46)/i NIT(156)/i 
IPI00466061	FAD12	489	o153-175i184-206o216-233i349-371o391-413i420-442o457-479i	o(1-153=153) i(175-184=10) o(206-216=11) i(233-349=117) o(371-391=21) i(413-420=8) o(442-457=16) i(479-489=11)	NLS(85)/o NLS(100)/o NDS(52)/o 
IPI00314056	Epithelial V-like antigen 	215	o153-175i	o(1-153=153) i(175-215=41)	NGT(118)/o 
IPI00128024	Platelet glycoprotein I	177	o147-169i	o(1-147=147) i(169-177=9)	NNS(60)/o 
IPI00467180	Translocon-associated protein beta subunit	183	o147-169i	o(1-147=147) i(169-183=15)	NVS(88)/o 
IPI00314549	Calcitonin gene-related peptide type 1 receptor	463	o143-165i178-197o224-246i253-275o290-312i333-351o366-388i	o(1-143=143) i(165-178=14) o(197-224=28) i(246-253=8) o(275-290=16) i(312-333=22) o(351-366=16) i(388-463=76)	NRT(65)/o NQT(29)/o 
IPI00113310	"Adult pancreas islet cells cDNA, RIKEN full-length enriched library, clone:C820019D11 product:kidney-specific membrane protein, full insert sequence	222	o142-164i	o(1-142=142) i(164-222=59)	NIT(76)/o 
IPI00120434	23 kDa protei	197	o142-161i168-190o	o(1-142=142) i(161-168=8) o(190-197=22)	NLS(32)/o 
IPI00126186	Macrophage mannose receptor 1	1456	o1388-1410i	o(1-1388=1388) i(1410-1456=47)	NES(1204)/o 
IPI00130573	Carboxypeptidase D	1377	o1297-1319i	o(1-1297=1297) i(1319-1377=59)	NIT(521)/o NAS(1067)/o 
IPI00355482	SLC10A	434	o129-151i172-194o204-226i233-255o265-287i307-326o336-358i365-384o394-416i	o(1-129=129) i(151-172=22) o(194-204=11) i(226-233=8) o(255-265=11) i(287-307=21) o(326-336=11) i(358-365=8) o(384-394=11) i(416-434=19)	NVT(73)/o 
IPI00338983	Contactin-associated protein 1	1385	o1285-1307i	o(1-1285=1285) i(1307-1385=79)	NIT(1148)/o NAS(949)/o NCT(957)/o 
IPI00272690	"Angiotensin-converting enzyme, somatic isoform 	1312	o1264-1286i	o(1-1264=1264) i(1286-1312=27)	NMS(1196)/o NMS(151)/o 
IPI00420554	Splice Isoform 1 of Contactin-associated protein-like 2	1332	o1262-1284i	o(1-1262=1262) i(1284-1332=49)	NNT(436)/o 
IPI00137311	Plexin 	1894	o1243-1265i	o(1-1243=1243) i(1265-1894=630)	NDT(1096)/o 
IPI00115231	"Bone marrow macrophage cDNA, RIKEN full-length enriched library, clone:G530110M10 product:solute carrier family 12, member 4, full insert sequence	1087	o121-143i155-177o187-209i216-238o253-272i279-298o418-440i453-475o495-517i557-574o578-600i620-642o	o(1-121=121) i(143-155=13) o(177-187=11) i(209-216=8) o(238-253=16) i(272-279=8) o(298-418=121) i(440-453=14) o(475-495=21) i(517-557=41) o(574-578=5) i(600-620=21) o(642-1087=8)	NET(333)/o 
IPI00221652	Transmembrane gamma-carboxyglutamic acid protein 4	226	o118-140i	o(1-118=118) i(140-226=87)	NYT(154)/i 
IPI00122399	Golgi apparatus protein 1	1175	o1142-1164i	o(1-1142=1142) i(1164-1175=12)	NLT(161)/o NIT(206)/o 
IPI00129159	Splice Isoform 1 of Neogenin	1493	o1136-1158i	o(1-1136=1136) i(1158-1493=336)	NAT(221)/o 
IPI00115762	Neural cell adhesion molecule L1	1260	o1124-1146i	o(1-1124=1124) i(1146-1260=115)	NQT(670)/o 
IPI00120793	Major prion protein	254	o111-133i234-253o	o(1-111=111) i(133-234=102) o(253-254=14)	NFT(196)/i 
IPI00459329	"Adult male testis cDNA, RIKEN full-length enriched library, clone:4921539A16 product:stromal cell derived factor receptor 1, full insert sequence	171	o111-133i	o(1-111=111) i(133-171=39)	NSS(57)/o 
IPI00379131	"Adult male testis cDNA, RIKEN full-length enriched library, clone:4930513K05 product:integrin alpha X, full insert sequence	1168	o1108-1130i	o(1-1108=1108) i(1130-1168=39)	NLS(741)/o NCT(703)/o 
IPI00132286	Integrin alpha-L	1163	o1086-1108i	o(1-1086=1086) i(1108-1163=56)	NIS(270)/o NLT(776)/o 
IPI00222149	L1-like protei	1209	o1082-1104i	o(1-1082=1082) i(1104-1209=106)	NST(822)/o NVT(1027)/o 
IPI00121337	Renal sodium-dependent phosphate transport protein 	637	o106-128i141-163o183-205i225-247o346-368i391-413o418-435i442-459o469-491i511-533o537-559i	o(1-106=106) i(128-141=14) o(163-183=21) i(205-225=21) o(247-346=100) i(368-391=24) o(413-418=6) i(435-442=8) o(459-469=11) i(491-511=21) o(533-537=5) i(559-637=79)	NTT(328)/o 
IPI00404529	"Adult male aorta and vein cDNA, RIKEN full-length enriched library, clone:A530023M13 product:cell adhesion molecule with homology to L1CAM, full insert sequence	1150	o1044-1066i	o(1-1044=1044) i(1066-1150=85)	NNS(87)/o NGT(578)/o 
IPI00622983	"6 days neonate skin cDNA, RIKEN full-length enriched library, clone:A030009B04 product:prominin 2, full insert sequence	835	o104-126i154-176o435-457i478-500o779-801i	o(1-104=104) i(126-154=29) o(176-435=260) i(457-478=22) o(500-779=280) i(801-835=35)	NTT(270)/o 
IPI00128360	Splice Isoform GP145-TRKB of BDNF/NT-3 growth factors receptor	821	o10-32i431-453o	o(1-10=10) i(32-431=400) o(453-821=43)	NLT(205)/i NFT(121)/i 
IPI00117735	Myelin P0 protein	248	o10-32i155-177o	o(1-10=10) i(32-155=124) o(177-248=16)	NGT(122)/i 
IPI00321717	"Adult male lung cDNA, RIKEN full-length enriched library, clone:1210001G01 product:solute carrier family 34	697	o103-125i138-160o180-202i222-244o366-388i409-431o485-507i527-546o550-572i	o(1-103=103) i(125-138=14) o(160-180=21) i(202-222=21) o(244-366=123) i(388-409=22) o(431-485=55) i(507-527=21) o(546-550=5) i(572-697=126)	NKS(295)/o 
IPI00223178	"6 days neonate spleen cDNA, RIKEN full-length enriched library, clone:F430211A09 product:hypothetical protein, full insert sequence	366	o10-29i36-54o64-83i255-277o287-309i	o(1-10=10) i(29-36=8) o(54-64=11) i(83-255=173) o(277-287=11) i(309-366=58)	NQT(110)/i 
IPI00115976	Integrin alpha-5	1053	o1003-1025i	o(1-1003=1003) i(1025-1053=29)	NCT(872)/o NYT(876)/o 
IPI00466999	"Adult male spinal cord cDNA, RIKEN full-length enriched library, clone:A330029H11 product:hypothetical Quinoprotein alcohol dehydrogenase structure containing protein, full insert sequence	658	i105-127o	i(1-105=105) o(127-658=105)	NSS(398)/o 
IPI00223987	"10 days neonate skin cDNA, RIKEN full-length enriched library, clone:4732490P18 product:INSULIN-REGULATED MEMBRANE AMINOPEPTIDASE IRAP homolog	1025	i110-132o	i(1-110=110) o(132-1025=110)	NIS(215)/o NQS(145)/o NAT(447)/o 
IPI00221456	"Adult male testis cDNA, RIKEN full-length enriched library, clone:4930518G05 product:synaptic vesicle glycoprotein 2 b, full insert sequence	683	i111-133o148-170i177-196o201-223i236-258o273-294i389-411o537-559i566-588o592-614i627-649o654-672i	i(1-111=111) o(133-148=16) i(170-177=8) o(196-201=6) i(223-236=14) o(258-273=16) i(294-389=96) o(411-537=127) i(559-566=8) o(588-592=5) i(614-627=14) o(649-654=6) i(672-683=12)	NST(516)/o 
IPI00313750	Adenylate cyclase type I	1353	i118-137o142-164i177-196o216-235i242-261o281-300i791-813o823-845i858-880o890-912i977-996o	i(1-118=118) o(137-142=6) i(164-177=14) o(196-216=21) i(235-242=8) o(261-281=21) i(300-791=492) o(813-823=11) i(845-858=14) o(880-890=11) i(912-977=66) o(996-1353=66)	NSS(964)/i 
IPI00114256	Splice Isoform 1 of Synaptophysin-like protei	261	i118-140o150-172i213-235o	i(1-118=118) o(140-150=11) i(172-213=42) o(235-261=42)	NVS(95)/i NQT(72)/i 
IPI00230718	Complement Component 	561	i12-31o	i(1-12=12) o(31-561=12)	NIS(276)/o 
IPI00330632	Splice Isoform 1 of Collagen alpha 1(XIV) chain	1797	i12-31o	i(1-12=12) o(31-1797=12)	NGS(138)/o 
IPI00402778	"Adult male corpora quadrigemina cDNA, RIKEN full-length enriched library, clone:B230328N06 product:neurotrimin, full insert sequence	344	i12-31o	i(1-12=12) o(31-344=12)	NVS(284)/o NYT(292)/o 
IPI00119033	Intercellular adhesion molecule 5	917	i12-31o833-855i	i(1-12=12) o(31-833=803) i(855-917=63)	NFT(762)/o NLS(636)/o NAT(645)/o 
IPI00128358	Insulin receptor	1372	i12-31o947-969i	i(1-12=12) o(31-947=917) i(969-1372=404)	NLT(445)/o 
IPI00108849	"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase	337	i12-34o	i(1-12=12) o(34-337=12)	NLS(109)/o 
IPI00135659	Oligodendrocyte-myelin glycoprotein	443	i12-34o	i(1-12=12) o(34-443=12)	NFS(392)/o 
IPI00319509	Aminopeptidase 	966	i12-34o	i(1-12=12) o(34-966=12)	NQS(606)/o NTS(332)/o NST(106)/o NQT(114)/o NAT(817)/o NRT(734)/o NNT(784)/o 
IPI00458077	"4 days neonate male adipose cDNA, RIKEN full-length enriched library, clone:B430217G19 product:N-acylsphingosine amidohydrolase 2, full insert sequence	756	i12-34o	i(1-12=12) o(34-756=12)	NFS(74)/o NMS(600)/o 
IPI00126405	Myelin-oligodendrocyte glycoprotein	246	i12-34o155-177i208-230o	i(1-12=12) o(34-155=122) i(177-208=32) o(230-246=32)	NAT(59)/o 
IPI00221911	Leukocyte surface antigen CD5	219	i12-34o49-71i84-106o182-204i	i(1-12=12) o(34-49=16) i(71-84=14) o(106-182=77) i(204-219=16)	NDS(119)/o NST(129)/o 
IPI00225883	Solute carrier family 40 member 	570	i12-34o58-80i93-115o125-147i302-324o339-361i373-395o449-471i491-513o518-540i	i(1-12=12) o(34-58=25) i(80-93=14) o(115-125=11) i(147-302=156) o(324-339=16) i(361-373=13) o(395-449=55) i(471-491=21) o(513-518=6) i(540-570=31)	NAT(174)/i 
IPI00308691	"Solute carrier family 2, facilitated glucose transporter member 1	492	i12-34o65-87i94-112o122-144i156-175o185-207i272-291o306-328i335-357o367-389i402-424o428-450i	i(1-12=12) o(34-65=32) i(87-94=8) o(112-122=11) i(144-156=13) o(175-185=11) i(207-272=66) o(291-306=16) i(328-335=8) o(357-367=11) i(389-402=14) o(424-428=5) i(450-492=43)	NQT(45)/o 
IPI00121338	CDE1-binding protein CDEB	763	i12-34o694-716i	i(1-12=12) o(34-694=661) i(716-763=48)	NQS(541)/o 
IPI00314042	Meprin 1 alph	760	i12-34o727-749i	i(1-12=12) o(34-727=694) i(749-760=12)	NIS(452)/o NQT(546)/o NGS(553)/o NGS(41)/o NTS(330)/o NCT(270)/o 
IPI00120166	Zinc transporter 	503	i12-34o79-101i114-136o242-264i306-328o	i(1-12=12) o(34-79=46) i(101-114=14) o(136-242=107) i(264-306=43) o(328-503=43)	NST(294)/i 
IPI00337974	Splice Isoform 1 of Sodium channel protein type VIII alpha subuni	1978	i129-151o194-216i223-245o255-277i389-411o747-769i782-804o869-891i952-974o1196-1215i1236-1258o1268-1290i1317-1339o1440-1462i1524-1541o1551-1569i1582-1604o1652-1674i1741-1763o	i(1-129=129) o(151-194=44) i(216-223=8) o(245-255=11) i(277-389=113) o(411-747=337) i(769-782=14) o(804-869=66) i(891-952=62) o(974-1196=223) i(1215-1236=22) o(1258-1268=11) i(1290-1317=28) o(1339-1440=102) i(1462-1524=63) o(1541-1551=11) i(1569-1582=14) o(1604-1652=49) i(1674-1741=68) o(1763-1978=68)	NNT(1381)/o 
IPI00381178	Liver carboxylesterase 31	571	i13-30o	i(1-13=13) o(30-571=13)	NIS(311)/o NDS(317)/o 
IPI00122181	Toll-like receptor 7	1050	i13-30o851-873i	i(1-13=13) o(30-851=822) i(873-1050=178)	NSS(387)/o 
IPI00124428	1-O-acylceramide synthase	412	i13-32o	i(1-13=13) o(32-412=13)	NYT(289)/o 
IPI00130486	FK506-binding protein 9	570	i13-32o	i(1-13=13) o(32-570=13)	NGT(286)/o 
IPI00133079	"18-day embryo whole body cDNA, RIKEN full-length enriched library, clone:1190003M12 product:hypothetical BRICHOS containing protein, full insert sequence	191	i13-32o	i(1-13=13) o(32-191=13)	NTS(33)/o 
IPI00464135	Semaphorin-4B	823	i13-32o701-723i	i(1-13=13) o(32-701=670) i(723-823=101)	NSS(397)/o 
IPI00153924	ADAM 1b	806	i13-32o705-727i	i(1-13=13) o(32-705=674) i(727-806=80)	NGT(476)/o 
IPI00648076	OTTMUSP0000000054	478	i13-32o93-115i128-150o181-203i210-232o277-299i311-333o361-383i411-433o443-462i	i(1-13=13) o(32-93=62) i(115-128=14) o(150-181=32) i(203-210=8) o(232-277=46) i(299-311=13) o(333-361=29) i(383-411=29) o(433-443=11) i(462-478=17)	NST(47)/o NAS(56)/o NQS(69)/o 
IPI00123342	"Activated spleen cDNA, RIKEN full-length enriched library, clone:F830010A06 product:hypoxia up-regulated 1, full insert sequence	999	i13-35o	i(1-13=13) o(35-999=13)	NGT(596)/o NYS(155)/o NHS(830)/o NLT(515)/o NAS(931)/o 
IPI00128905	Golgi phosphoprotein 	393	i13-35o	i(1-13=13) o(35-393=13)	NIT(109)/o 
IPI00230295	Putative polypeptide N-acetylgalactosaminyltransferase-like protein 	622	i13-35o	i(1-13=13) o(35-622=13)	NST(320)/o 
IPI00469466	"Activated spleen cDNA, RIKEN full-length enriched library, clone:F830226M16 product:integrin alpha 7, full insert sequence	1140	i13-35o1041-1063i	i(1-13=13) o(35-1041=1007) i(1063-1140=78)	NVT(948)/o 
IPI00119463	Voltage-dependent calcium channel gamma-1 subuni	223	i13-35o108-130i137-159o179-201i	i(1-13=13) o(35-108=74) i(130-137=8) o(159-179=21) i(201-223=23)	NCS(80)/o 
IPI00226346	"Mus musculus cDNA fis, clone TRACH2000665, moderately similar to Rattus norvegicus putative integral membrane transport protein	552	i13-35o150-167i180-202o233-255i352-374o378-400i407-425o435-457i470-492o496-515i	i(1-13=13) o(35-150=116) i(167-180=14) o(202-233=32) i(255-352=98) o(374-378=5) i(400-407=8) o(425-435=11) i(457-470=14) o(492-496=5) i(515-552=38)	NDT(56)/o NGS(62)/o 
IPI00311405	Poliovirus receptor related protein 1	515	i13-35o355-377i	i(1-13=13) o(35-355=321) i(377-515=139)	NGS(286)/o NGT(202)/o 
IPI00128989	Vacuolar ATP synthase subunit S1	463	i13-35o419-441i	i(1-13=13) o(35-419=385) i(441-463=23)	NDT(255)/o 
IPI00458893	Tetraspanin-1	204	i13-35o45-67i74-93o165-187i	i(1-13=13) o(35-45=11) i(67-74=8) o(93-165=73) i(187-204=18)	NDT(137)/o 
IPI00153756	Tspan8 protei	235	i13-35o50-72i85-107o204-226i	i(1-13=13) o(35-50=16) i(72-85=14) o(107-204=98) i(226-235=10)	NET(118)/o 
IPI00108098	CD82 antige	266	i13-35o55-77i84-106o229-251i	i(1-13=13) o(35-55=21) i(77-84=8) o(106-229=124) i(251-266=16)	NYT(127)/o NAT(131)/o NST(197)/o 
IPI00311443	Tetraspanin-	221	i13-35o55-77i89-111o188-210i	i(1-13=13) o(35-55=21) i(77-89=13) o(111-188=78) i(210-221=12)	NGT(139)/o 
IPI00123183	Aquaporin-	269	i13-35o63-85i98-120o135-157i164-184o210-232i	i(1-13=13) o(35-63=29) i(85-98=14) o(120-135=16) i(157-164=8) o(184-210=27) i(232-269=38)	NQT(42)/o 
IPI00120769	"TIB-55 BB88 cDNA, RIKEN full-length enriched library, clone:I730044C04 product:solute carrier family 29 (nucleoside transporters), member 1, full insert sequence	460	i13-35o76-98i110-132o147-169i176-195o205-227i288-310o358-380i400-422o437-459i	i(1-13=13) o(35-76=42) i(98-110=13) o(132-147=16) i(169-176=8) o(195-205=11) i(227-288=62) o(310-358=49) i(380-400=21) o(422-437=16) i(459-460=2)	NVS(48)/o 
IPI00338094	Bone morphogenetic protein receptor type II	1038	i152-174o	i(1-152=152) o(174-1038=152)	NGT(55)/i 
IPI00465810	Ca2+ regulator SV2	742	i168-190o205-227i234-253o258-280i293-315o330-352i446-468o594-616i628-645o650-669i686-708o713-731i	i(1-168=168) o(190-205=16) i(227-234=8) o(253-258=6) i(280-293=14) o(315-330=16) i(352-446=95) o(468-594=127) i(616-628=13) o(645-650=6) i(669-686=18) o(708-713=6) i(731-742=12)	NFT(498)/o NST(573)/o 
IPI00221426	"Osteoclast-like cell cDNA, RIKEN full-length enriched library, clone:I420023N13 product:glucosamine (N-acetyl)-6-sulfatase, full insert sequence	544	i17-36o	i(1-17=17) o(36-544=17)	NYT(175)/o 
IPI00480532	"NOD-derived CD11c +ve dendritic cells cDNA, RIKEN full-length enriched library, clone:F630047E11 product:hypothetical protein, full insert sequence	474	i17-36o176-198i211-233o244-266i273-295o315-337i357-379o399-421i	i(1-17=17) o(36-176=141) i(198-211=14) o(233-244=12) i(266-273=8) o(295-315=21) i(337-357=21) o(379-399=21) i(421-474=54)	NYS(48)/o NSS(52)/o 
IPI00654122	"7 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:A730073F09 product:phosphatidylinositol glycan, class S, full insert sequence	555	i19-36o519-541i	i(1-19=19) o(36-519=484) i(541-555=15)	NAS(370)/o 
IPI00473680	"17 days embryo kidney cDNA, RIKEN full-length enriched library, clone:I920072N22 product:Glycoprotein 25L2 homolog	269	i203-222o	i(1-203=203) o(222-269=203)	NST(125)/i 
IPI00115116	Plasmalemma vesicle-associated protei	438	i21-43o	i(1-21=21) o(43-438=21)	NLS(82)/o 
IPI00317844	Solute carrier organic anion transporter family member 1A	670	i21-43o58-80i87-109o158-180i193-215o244-266i317-339o354-376i512-534o549-571i600-622o	i(1-21=21) o(43-58=16) i(80-87=8) o(109-158=50) i(180-193=14) o(215-244=30) i(266-317=52) o(339-354=16) i(376-512=137) o(534-549=16) i(571-600=30) o(622-670=30)	NLS(124)/o NRT(135)/o 
IPI00625835	Solute carrier organic anion transporter family member 1A	670	i21-43o58-80i87-109o204-222i243-265o317-339i355-377o387-409i512-534o549-571i600-622o	i(1-21=21) o(43-58=16) i(80-87=8) o(109-204=96) i(222-243=22) o(265-317=53) i(339-355=17) o(377-387=11) i(409-512=104) o(534-549=16) i(571-600=30) o(622-670=30)	NLS(124)/o NRT(135)/o 
IPI00352845	"Bone marrow macrophage cDNA, RIKEN full-length enriched library, clone:I830129A12 product:Similar to liver regeneration p-53 related protein, full insert sequence	519	i21-43o80-102i122-144o181-203i285-307o347-369i389-411o468-490i	i(1-21=21) o(43-80=38) i(102-122=21) o(144-181=38) i(203-285=83) o(307-347=41) i(369-389=21) o(411-468=58) i(490-519=30)	NST(436)/o NIT(427)/o 
IPI00461962	Developmentally regulated G-protein-coupled recepto	1165	i21-43o835-857i870-892o897-919i940-962o996-1018i1039-1061o1065-1087i	i(1-21=21) o(43-835=793) i(857-870=14) o(892-897=6) i(919-940=22) o(962-996=35) i(1018-1039=22) o(1061-1065=5) i(1087-1165=79)	NSS(121)/o 
IPI00153807	ATP-binding cassette sub-family A member 	1704	i22-44o261-283i304-326o346-368i373-392o1099-1121i1142-1164o1184-1206i1213-1235o	i(1-22=22) o(44-261=218) i(283-304=22) o(326-346=21) i(368-373=6) o(392-1099=708) i(1121-1142=22) o(1164-1184=21) i(1206-1213=8) o(1235-1704=8)	NTS(228)/o 
IPI00226932	"0 day neonate cerebellum cDNA, RIKEN full-length enriched library, clone:C230096C10 product:hypothetical Quinoprotein alcohol dehydrogenase structure containing protein, full insert sequence	997	i2-24o	i(1-2=2) o(24-997=2)	NQT(917)/o 
IPI00112326	Epithelial membrane protein 	160	i2-24o66-88i95-117o137-157i	i(1-2=2) o(24-66=43) i(88-95=8) o(117-137=21) i(157-160=4)	NCT(43)/o 
IPI00117950	"Adult male testis cDNA, RIKEN full-length enriched library, clone:1700021A02 product:weakly similar to SPERM ACROSOME MEMBRANE PROTEIN SAMP32	305	i228-250o	i(1-228=228) o(250-305=228)	NDS(175)/i 
IPI00649133	32 kDa protei	290	i228-250o	i(1-228=228) o(250-290=228)	NVT(30)/i 
