CDS ID	Protein
F15G9.4b	locus:him-4 IG (immunoglobulin) superfamily (47 domains)
F15G9.4b	locus:him-4 IG (immunoglobulin) superfamily (47 domains)
F15G9.4b	locus:him-4 IG (immunoglobulin) superfamily (47 domains)
F15G9.4b	locus:him-4 IG (immunoglobulin) superfamily (47 domains)
F15G9.4b	locus:him-4 IG (immunoglobulin) superfamily (47 domains)
F15G9.4b	locus:him-4 IG (immunoglobulin) superfamily (47 domains)
F15G9.4b	locus:him-4 IG (immunoglobulin) superfamily (47 domains)
F15G9.4b	locus:him-4 IG (immunoglobulin) superfamily (47 domains)
F15G9.4b	locus:him-4 IG (immunoglobulin) superfamily (47 domains)
F15G9.4b	locus:him-4 IG (immunoglobulin) superfamily (47 domains)
F15G9.4b	locus:him-4 IG (immunoglobulin) superfamily (47 domains)
F15G9.4b	locus:him-4 IG (immunoglobulin) superfamily (47 domains)
F15G9.4b	locus:him-4 IG (immunoglobulin) superfamily (47 domains)
F15G9.4b	locus:him-4 IG (immunoglobulin) superfamily (47 domains)
F15G9.4b	locus:him-4 IG (immunoglobulin) superfamily (47 domains)
F15G9.4b	locus:him-4 IG (immunoglobulin) superfamily (47 domains)
F15G9.4b	locus:him-4 IG (immunoglobulin) superfamily (47 domains)
F15G9.4b	locus:him-4 IG (immunoglobulin) superfamily (47 domains)
F15G9.4b	locus:him-4 IG (immunoglobulin) superfamily (47 domains)
F15G9.4b	locus:him-4 IG (immunoglobulin) superfamily (47 domains)
F15G9.4b	locus:him-4 IG (immunoglobulin) superfamily (47 domains)
F15G9.4b	locus:him-4 IG (immunoglobulin) superfamily (47 domains)
F15G9.4b	locus:him-4 IG (immunoglobulin) superfamily (47 domains)
F16D3.7	7 transmembrane receptor (rhodopsinfamily) (2 domains)
F17C11.7	
F17E9.4	
F17E9.4	
F18A1.7	
F18A1.7	
F18A12.8a CE23669	peptidase
F18A12.8a CE23669	peptidase
F18A12.8b CE32629	
F18A12.8b CE32629	
F18E2.1	acid phophatase like
F19C6.4	
F19F10.4	
F20C5.4	Yeast YCY4 like protein
F20C5.4	Yeast YCY4 like protein
F20C5.4	Yeast YCY4 like protein
F20D6.4	locus:srp-7 serine protease inhibitor
F20D6.4	locus:srp-7 serine protease inhibitor
F20D6.4	locus:srp-7 serine protease inhibitor
F20D6.4	locus:srp-7 serine protease inhibitor
F20D6.4	locus:srp-7 serine protease inhibitor
F20D6.4	locus:srp-7 serine protease inhibitor
F20D6.4	locus:srp-7 serine protease inhibitor
F20D6.4	locus:srp-7 serine protease inhibitor
F20D6.4	locus:srp-7 serine protease inhibitor
F20D6.4	locus:srp-7 serine protease inhibitor
F20D6.4	locus:srp-7 serine protease inhibitor
F20D6.4	locus:srp-7 serine protease inhibitor
F20D6.4	locus:srp-7 serine protease inhibitor
F20D6.4	locus:srp-7 serine protease inhibitor
F20D6.4	locus:srp-7 serine protease inhibitor
F20D6.4	locus:srp-7 serine protease inhibitor
F20H11.5	D-amino acid oxidase
F20H11.5	D-amino acid oxidase
F20H11.5	D-amino acid oxidase
F21D12.3	
F21D12.3	
F21D12.3	
F21D12.3	
F21D12.3	
F21F3.1	
F21F3.1	
F21F3.1	
F21F3.1	
F21F3.1	
F21F3.1	
F21F3.1	
F21H12.4	locus:ptc-2 membrane protein patched (ptc)
F23B12.3	
F23B2.11	locus:pcp-3 lysosomal carboxypeptidase
F23F1.6	amino acid permease
F23F1.6	amino acid permease
F23F1.6	amino acid permease
F23F1.7	
F23F1.7	
F23F1.7	
F25E2.2	
F25E2.2	
F25E2.2	
F25F2.2	"locus:cdh-4 Approximately 25 cadherin-repeats, 3 EGF domains and one Laminin G domain statu"
F25F2.2	"locus:cdh-4 Approximately 25 cadherin-repeats, 3 EGF domains and one Laminin G domain statu"
F25F8.2	"locus:cdh-4 Approximately 25 cadherin-repeats, 3 EGF domains and one Laminin G domain statu"
F25H8.3	locus:gon-1 thrombospondin like
F25H8.5a	locus:dur-1
F25H8.5a	locus:dur-1
F25H8.5a	locus:dur-1
F25H8.5c	locus:dur-1
F25H8.5c	locus:dur-1
F25H8.5c	locus:dur-1
F25H8.5d	locus:dur-1
F25H8.5d	locus:dur-1
F25H8.5d	locus:dur-1
F26D10.9	locus:atg-1 Sugar (and other) transporters
F26D10.9	locus:atg-1 Sugar (and other) transporters
F26D10.9	locus:atg-1 Sugar (and other) transporters
F26D10.9	locus:atg-1 Sugar (and other) transporters
F26D10.9	locus:atg-1 Sugar (and other) transporters
F26E4.11	"Zinc finger, C3HC4 type (RING finger)"
F26E4.3	cysteine protease
F26E4.3	cysteine protease
F26E4.3	cysteine protease
F26F12.4	
F26F12.4	
F26F4.7	locus:nhl-2
F28B4.3	EGF-like repeat
F28B4.3	EGF-like repeat
F29B9.8	
F29B9.8	
F29B9.8	
F29B9.8	
F29C4.8	locus:col-99
F29C4.8	locus:col-99
F29C4.8	locus:col-99
F29D11.1	locus:lrp-1 low density lipid receptor- rlated protein
F29D11.1	locus:lrp-1 low density lipid receptor- rlated protein
F29D11.1	locus:lrp-1 low density lipid receptor- rlated protein
F29D11.1	locus:lrp-1 low density lipid receptor- rlated protein
F29D11.1	locus:lrp-1 low density lipid receptor- rlated protein
F29D11.1	locus:lrp-1 low density lipid receptor- rlated protein
F29D11.1	locus:lrp-1 low density lipid receptor- rlated protein
F29D11.1	locus:lrp-1 low density lipid receptor- rlated protein
F29D11.1	locus:lrp-1 low density lipid receptor- rlated protein
F29D11.1	locus:lrp-1 low density lipid receptor- rlated protein
F29D11.1	locus:lrp-1 low density lipid receptor- rlated protein
F29D11.1	locus:lrp-1 low density lipid receptor- rlated protein
F29D11.1	locus:lrp-1 low density lipid receptor- rlated protein
F29D11.1	locus:lrp-1 low density lipid receptor- rlated protein
F29D11.1	locus:lrp-1 low density lipid receptor- rlated protein
F29F11.4	locus:twk-12 potassium channel protein like
F29F11.4	locus:twk-12 potassium channel protein like
F29F11.4	locus:twk-12 potassium channel protein like
F31D4.7	locus:twk-35
F31E3.5	locus:eft-3 Elongation factor 1-alpha
F31E3.5	locus:eft-3 Elongation factor 1-alpha
F32A5.2a	Peroxidase
F32A5.2a	Peroxidase
F32A5.2b	
F32A5.2b	
F32A5.3	Serine carboxypeptidase
F32A5.3	Serine carboxypeptidase
F32A5.3	Serine carboxypeptidase
F32A5.4a	Immunodominant antigen
F32A5.4a	Immunodominant antigen
F32A5.4a	Immunodominant antigen
F32A5.4a	Immunodominant antigen
F32A5.4a	Immunodominant antigen
F32A5.4a	Immunodominant antigen
F32A5.4a	Immunodominant antigen
F32B5.8	locus:cpz-1 cysteine proteinase
F33C8.1a	perlecan like glycoprotein
F33C8.1a	perlecan like glycoprotein
F33C8.1a	perlecan like glycoprotein
F33C8.1a	perlecan like glycoprotein
F33C8.1a	perlecan like glycoprotein
F33C8.1a	perlecan like glycoprotein
F33C8.1b	
F33C8.1b	
F33C8.1b	
F33C8.1b	
F33C8.1b	
F35C12.2	"locus:ncx-4 Na /Ca,K exchanger"
F35C12.2	"locus:ncx-4 Na /Ca,K exchanger"
F35C12.2	"locus:ncx-4 Na /Ca,K exchanger"
F35C12.2	"locus:ncx-4 Na /Ca,K exchanger"
F35C8.5	
F35C8.5	
F35C8.5	
F35G2.1a	protein disulphide isomerase-related protein like
F35H10.2	
F35H10.4	locus:vha-5 hydrogen ion transport
F35H10.4	locus:vha-5 hydrogen ion transport
F35H10.4	locus:vha-5 hydrogen ion transport
F35H10.4	locus:vha-5 hydrogen ion transport
F35H10.4	locus:vha-5 hydrogen ion transport
F35H10.4	locus:vha-5 hydrogen ion transport
F35H10.4	locus:vha-5 hydrogen ion transport
F35H8.2	
F35H8.2	
F36H2.3a	Complement factor H precursor like
F36H2.3a	Complement factor H precursor like
F36H2.3b	Complement factor H precursor like
F36H2.3b	Complement factor H precursor like
F36H9.7	
F37C4.1	
F37C4.2a	
F37C4.2b	
F37H8.5	
F37H8.5	
F38B7.2	
F38B7.2	
F38B7.2	
F39H12.4	
F40A3.2	
F40E10.1	locus:hch-1 metalloprotease
F40E10.3	locus:csq-1 calsequestrin like
F40E10.3	locus:csq-1 calsequestrin like
F40E10.3	locus:csq-1 calsequestrin like
F40E10.3	locus:csq-1 calsequestrin like
F40E10.3	locus:csq-1 calsequestrin like
F40E10.3	locus:csq-1 calsequestrin like
F40E10.3	locus:csq-1 calsequestrin like
F40E10.6	
F40E10.6	
F40E10.6	
F40E10.6	
F40F4.6	EGF-like repeats
F40F4.6	EGF-like repeats
F40F4.6	EGF-like repeats
F41C3.11	
F41C3.5	Serine carboxypeptidase
F41C3.5	Serine carboxypeptidase
F41C3.5	Serine carboxypeptidase
F41C3.5	Serine carboxypeptidase
F41C3.5	Serine carboxypeptidase
F41C3.5	Serine carboxypeptidase
F41C3.5	Serine carboxypeptidase
F41C3.5	Serine carboxypeptidase
F41C3.5	Serine carboxypeptidase
F41C3.5	Serine carboxypeptidase
F41D9.3a	locus:wrk-1
F41D9.3a	locus:wrk-1
F41D9.3a	locus:wrk-1
F41D9.3b	locus:wrk-1
F41D9.3b	locus:wrk-1
F41D9.3b	locus:wrk-1
F41D9.3c	locus:wrk-1
F41D9.3c	locus:wrk-1
F41E6.6	cysteine protease and a protease inhibitor
F41E6.6	cysteine protease and a protease inhibitor
F41G3.15	
F41G3.15	
F41G3.15	
F41H10.7	locus:elo-5 integral membrane protein
F41H10.7	locus:elo-5 integral membrane protein
F42A10.8	locus:nas-28
F42A10.8	locus:nas-28
F42A8.3	
F42A8.3	
F42A8.3	
F42A8.3	
F42E11.2a CE03309	
F42E11.2a CE03309	
F42E11.2c	
F42E11.2c	
F42F12.2	locus:zig-2 IG-like C2-type domains
F42G10.1	
F42G10.1	
F42G8.11	locus:sph-1 synaptic vesicle channel protein
F43C9.4a	locus:mig-13 LDL-receptor class repeats ; C1R /C1S-like repeats
F43C9.4b	locus:mig-13
F43D9.1	Band 4.1 domain
F44D12.2	
F44D12.2	
F44D12.2	
F44D12.2	
F44E2.4	
F44F4.4	locus:ptr-8
F45E4.6	
F46B3.5	locus:grd-2
F46B6.8	lipase
F46G10.5	locus:ptr-24
F46H5.6	locus:grd-7
F47B3.8	locus:tag-162 EGF-like protein
F47B3.8	locus:tag-162 EGF-like protein
F47B3.8	locus:tag-162 EGF-like protein
F47C12.1	
F47E1.2	DNA binding protein F /G
F47E1.2	DNA binding protein F /G
F47G3.1	
F48E3.4	
F48E3.4	
F48E3.4	
F48E3.7	locus:acr-22 Acetycholine receptor
F48E3.8a	
F48E3.8b	
F48E3.8c	
F49B2.6	
F49B2.6	
F49B2.6	
F52B5.1	anion exchange protein
F52B5.1	anion exchange protein
F52B5.1	anion exchange protein
F52B5.1	anion exchange protein
F52D1.1	acid alpha-glucosidase
F52D1.1	acid alpha-glucosidase
F52D1.1	acid alpha-glucosidase
F52D1.1	acid alpha-glucosidase
F52D1.1	acid alpha-glucosidase
F52D1.1	acid alpha-glucosidase
F52D1.1	acid alpha-glucosidase
F52D1.1	acid alpha-glucosidase
F52D1.1	acid alpha-glucosidase
F52E4.6	locus:wrt-2
F52F12.1a CE10840	transporter
F52F12.1a CE10840	transporter
F52F12.1a CE10840	transporter
F52F12.1a CE10840	transporter
F52F12.1b CE29329	locus:oct-1 transporter
F52F12.1b CE29329	locus:oct-1 transporter
F52F12.1b CE29329	locus:oct-1 transporter
F52F12.1b CE29329	locus:oct-1 transporter
F52H3.1	"locus:let-268 procollagen-lysine,2- oxoglutarate 5-dioxygenase precusor"
F52H3.1	"locus:let-268 procollagen-lysine,2- oxoglutarate 5-dioxygenase precusor"
F52H3.1	"locus:let-268 procollagen-lysine,2- oxoglutarate 5-dioxygenase precusor"
F52H3.1	"locus:let-268 procollagen-lysine,2- oxoglutarate 5-dioxygenase precusor"
F52H3.1	"locus:let-268 procollagen-lysine,2- oxoglutarate 5-dioxygenase precusor"
F53B6.1	locus:tsp-15 tetraspanin
F53B6.2a	thrombospondin like
F53B6.2b	thrombospondin like
F53C11.1	
F53G12.3	
F54C9.2	locus:stc-1 Heat shock 70Kd protein (HSP70)
F54C9.2	locus:stc-1 Heat shock 70Kd protein (HSP70)
F54D1.6	
F54D1.6	
F54D1.6	
F54D1.6	
F54E2.1	
F54E2.1	
F54F11.2	Zinc-binding metalloprotease
F54F11.2	Zinc-binding metalloprotease
F54F11.2	Zinc-binding metalloprotease
F54F2.1	Vitronectin receptor alpha subunit
F54F2.1	Vitronectin receptor alpha subunit
F54F2.1	Vitronectin receptor alpha subunit
F54F2.1	Vitronectin receptor alpha subunit
F54F2.1	Vitronectin receptor alpha subunit
F54F2.1	Vitronectin receptor alpha subunit
F54F2.1	Vitronectin receptor alpha subunit
F54F2.1	Vitronectin receptor alpha subunit
F54F2.1	Vitronectin receptor alpha subunit
F54F2.1	Vitronectin receptor alpha subunit
F54F2.1	Vitronectin receptor alpha subunit
F54F2.1	Vitronectin receptor alpha subunit
F54F2.1	Vitronectin receptor alpha subunit
F54F3.1	locus:nid-1 nidogen like
F54F7.2	
F54F7.3	
F54F7.3	
F54F7.3	
F54G8.3	locus:ina-1 Integrin alpha chain
F54G8.3	locus:ina-1 Integrin alpha chain
F54G8.3	locus:ina-1 Integrin alpha chain
F54G8.3	locus:ina-1 Integrin alpha chain
F54G8.3	locus:ina-1 Integrin alpha chain
F55B11.2	
F55B12.5	
F55B12.5	
F55D10.1	Alpha-mannosidase
F55D10.1	Alpha-mannosidase
F55D10.1	Alpha-mannosidase
F55D10.1	Alpha-mannosidase
F55D10.1	Alpha-mannosidase
F55D10.1	Alpha-mannosidase
F55D10.1	Alpha-mannosidase
F55D10.1	Alpha-mannosidase
F55G1.12	
F55G11.4	
F55H2.1	locus:sod-4 Superoxide dismutase
F55H2.1	locus:sod-4 Superoxide dismutase
F55H2.1	locus:sod-4 Superoxide dismutase
F55H2.1	locus:sod-4 Superoxide dismutase
F55H2.1	locus:sod-4 Superoxide dismutase
F56B3.7	UDP-glucuronosyltransferase
F56C11.1	locus:bli-3
F56C9.7	
F56D1.4a	locus:clr-1 protein-tyrosine- phosphatase
F56D1.4a	locus:clr-1 protein-tyrosine- phosphatase
F56D1.4a	locus:clr-1 protein-tyrosine- phosphatase
F56D1.4b	locus:clr-1
F56D1.4b	locus:clr-1
F56D1.4b	locus:clr-1
F56D1.4c	locus:clr-1
F56D1.4c	locus:clr-1
F56D1.4c	locus:clr-1
F56D6.1	
F56D6.2	
F56F10.1	peptidase
F56F3.2a	locus:ndg-4
F56F3.2a	locus:ndg-4
F56F3.2b	locus:ndg-4
F56F3.2b	locus:ndg-4
F56F4.5	locus:opt-3 oligopeptide transporter
F56F4.5	locus:opt-3 oligopeptide transporter
F56F4.5	locus:opt-3 oligopeptide transporter
F56F4.5	locus:opt-3 oligopeptide transporter
F56H1.1	locus:che-14
F56H11.1b CE26702	locus:fbl-1 fibrulin-1 (D-isoform)
F56H11.1b CE26702	locus:fbl-1 fibrulin-1 (D-isoform)
F56H11.1b CE26702	locus:fbl-1 fibrulin-1 (D-isoform)
F57B7.4	locus:mig-17 zinc metallopeptidase (M12B family)
F57C12.4	locus:mrp-2 ATP-binding transport family
F57C12.4	locus:mrp-2 ATP-binding transport family
F57C12.5a CE25015	locus:mrp-1 ABC transporter
F57C12.5b CE29412	locus:mrp-1
F57C12.5c CE31189	locus:mrp-1
F57F4.3	locus:gfi-1
F57F4.3	locus:gfi-1
F57F4.3	locus:gfi-1
F57F4.3	locus:gfi-1
F57F4.3	locus:gfi-1
F57F4.3	locus:gfi-1
F57F4.3	locus:gfi-1
F57F4.3	locus:gfi-1
F57F4.3	locus:gfi-1
F57F4.3	locus:gfi-1
F57F4.3	locus:gfi-1
F57F4.3	locus:gfi-1
F57F4.3	locus:gfi-1
F57F4.3	locus:gfi-1
F57F4.3	locus:gfi-1
F57F4.3	locus:gfi-1
F57F4.4	
F57F4.4	
F57F4.4	
F57F4.4	
F57F4.4	
F57F4.4	
F57F4.4	
F57F4.4	
F57F4.4	
F57F4.4	
F57F4.4	
F57F4.4	
F57F4.4	
F57F4.4	
F57F4.4	
F58E6.1a	SH2 domain
F58H1.1	alpha-mannosidase
F58H1.1	alpha-mannosidase
F59A3.1	carboxypeptidase
F59A3.1	carboxypeptidase
F59A3.1	carboxypeptidase
F59A3.1	carboxypeptidase
F59A3.1	carboxypeptidase
F59A3.1	carboxypeptidase
F59A3.1	carboxypeptidase
F59D8.1	locus:vit-3
F59D8.1	locus:vit-3
F59D8.1	locus:vit-3
F59D8.1	locus:vit-3
F59D8.1	locus:vit-3
F59D8.1	locus:vit-3
F59D8.2	locus:vit-4
F59D8.2	locus:vit-4
F59D8.2	locus:vit-4
F59D8.2	locus:vit-4
F59D8.2	locus:vit-4
F59D8.2	locus:vit-4
F59E12.13 CE29413	locus:tag-8
F59E12.13 CE29413	locus:tag-8
F59E12.13 CE29413	locus:tag-8
F59E12.13 CE29413	locus:tag-8
F59E12.13 CE29413	locus:tag-8
F59F3.1	"locus:ver-3 IG (immunoglobulin) superfamily (3 domains), tyrosine- protein kinase (KIN15 /KI"
F59F3.1	"locus:ver-3 IG (immunoglobulin) superfamily (3 domains), tyrosine- protein kinase (KIN15 /KI"
F59F3.1	"locus:ver-3 IG (immunoglobulin) superfamily (3 domains), tyrosine- protein kinase (KIN15 /KI"
F59F3.1	"locus:ver-3 IG (immunoglobulin) superfamily (3 domains), tyrosine- protein kinase (KIN15 /KI"
F59F3.1	"locus:ver-3 IG (immunoglobulin) superfamily (3 domains), tyrosine- protein kinase (KIN15 /KI"
F59F3.1	"locus:ver-3 IG (immunoglobulin) superfamily (3 domains), tyrosine- protein kinase (KIN15 /KI"
F59F4.3	
F59F4.3	
H03A11.1	
H03E18.1	
H13N06.6	"locus:tbh-1 Copper type II, ascorbate- dependent monooxygenase"
H14N18.4a	transpeptidase
H14N18.4a	transpeptidase
H14N18.4a	transpeptidase
H14N18.4a	transpeptidase
H14N18.4b	
H14N18.4b	
H14N18.4b	
H14N18.4b	
H17B01.4a CE27186	
H19M22.2a	locus:let-805
H19M22.2a	locus:let-805
H19M22.2a	locus:let-805
H19M22.2a	locus:let-805
H19M22.2a	locus:let-805
H19M22.2a	locus:let-805
H19M22.2a	locus:let-805
H19M22.2a	locus:let-805
H19M22.2a	locus:let-805
H19M22.2a	locus:let-805
H19M22.2a	locus:let-805
H19M22.2a	locus:let-805
H19M22.2a	locus:let-805
H19M22.2a	locus:let-805
H19M22.2a	locus:let-805
H19M22.2a	locus:let-805
H19M22.2a	locus:let-805
H19M22.2a	locus:let-805
H19M22.2a	locus:let-805
H19M22.2a	locus:let-805
H19M22.2a	locus:let-805
H19M22.2a	locus:let-805
H19M22.2a	locus:let-805
H19M22.2a	locus:let-805
H19M22.2a	locus:let-805
H19M22.2a	locus:let-805
H19M22.2a	locus:let-805
H19M22.2a	locus:let-805
H19M22.2a	locus:let-805
H19M22.2a	locus:let-805
H19M22.2a	locus:let-805
H19M22.2b	locus:let-805
H19M22.2b	locus:let-805
H19M22.2b	locus:let-805
H19M22.2b	locus:let-805
H19M22.2b	locus:let-805
H19M22.2b	locus:let-805
H19M22.2b	locus:let-805
H19M22.2b	locus:let-805
H19M22.2b	locus:let-805
H19M22.2b	locus:let-805
H19M22.2b	locus:let-805
H19M22.2b	locus:let-805
H19M22.2b	locus:let-805
H19M22.2b	locus:let-805
H19M22.2b	locus:let-805
H19M22.2b	locus:let-805
H19M22.2b	locus:let-805
H19M22.2b	locus:let-805
H19M22.2b	locus:let-805
H19M22.2b	locus:let-805
H19M22.2b	locus:let-805
H19M22.2b	locus:let-805
H19M22.2b	locus:let-805
H19M22.2b	locus:let-805
H19M22.2b	locus:let-805
H19M22.2b	locus:let-805
H19M22.2b	locus:let-805
H19M22.2b	locus:let-805
H19M22.2b	locus:let-805
H19M22.2b	locus:let-805
H19M22.2b	locus:let-805
H19M22.2d	locus:let-805
H19M22.2d	locus:let-805
H22K11.1	locus:asp-3 aspartyl protease
H22K11.1	locus:asp-3 aspartyl protease
H22K11.4	
H27A22.1	guanylate cyclase
K02A11.3	placental protein 11
K02A11.3	placental protein 11
K02B2.4	locus:inx-7
K02D7.4	locus:dsc-4
K02D7.4	locus:dsc-4
K02D7.4	locus:dsc-4
K02D7.4	locus:dsc-4
K02D7.4	locus:dsc-4
K02D7.4	locus:dsc-4
K02D7.4	locus:dsc-4
K02E10.4	
K02E10.8	locus:syg-1
K02E10.8	locus:syg-1
K02G10.5	zinc-finger DNA-binding protein
K02G10.5	zinc-finger DNA-binding protein
K02G10.6a	locus:hyl-2
K02G10.6b	locus:hyl-2
K02G10.6b	locus:hyl-2
K02G10.6b	locus:hyl-2
K03A1.2	LRR (leucine-rich repeats) ; FSHR (follicle stimulating hormone receptor)
K03B8.7	locus:grl-3
K03B8.9	locus:deg-3 nicotinic acetylcholine receptor
K03H1.4	Transthyretin-like family
K03H1.4	Transthyretin-like family
K03H1.5	Transmembrane and sushi domain
K03H1.5	Transmembrane and sushi domain
K03H1.5	Transmembrane and sushi domain
K03H1.5	Transmembrane and sushi domain
K03H1.5	Transmembrane and sushi domain
K03H1.5	Transmembrane and sushi domain
K03H1.6	Transthyretin-like family
K03H1.6	Transthyretin-like family
K05F1.5	
K05F1.5	
K05F1.5	
K06A9.1a	
K06A9.1b	
K06A9.1c	
K06G5.1	
K06G5.1	
K06G5.1	
K06G5.1	
K07A12.2	Rat insulin-like growth factor binding protien complex acid labile chain like
K07A12.2	Rat insulin-like growth factor binding protien complex acid labile chain like
K07C10.1	locus:ptr-13
K07C11.3	
K07C11.3	
K07C11.3	
K07C11.3	
K07C11.3	
K07C11.5	metalloproteinase inhibitor
K07C11.5	metalloproteinase inhibitor
K07C11.5	metalloproteinase inhibitor
K07C11.5	metalloproteinase inhibitor
K07C11.5	metalloproteinase inhibitor
K07C11.5	metalloproteinase inhibitor
K07C11.5	metalloproteinase inhibitor
K07C11.5	metalloproteinase inhibitor
K07C11.5	metalloproteinase inhibitor
K07C11.7a CE28592	
K07C11.7b CE33142	
K07C5.7	
K07D8.1	locus:mup-4
K07D8.1	locus:mup-4
K07D8.1	locus:mup-4
K07D8.1	locus:mup-4
K07D8.1	locus:mup-4
K07D8.1	locus:mup-4
K07D8.1	locus:mup-4
K07D8.1	locus:mup-4
K07D8.1	locus:mup-4
K07D8.1	locus:mup-4
K07D8.1	locus:mup-4
K07D8.1	locus:mup-4
K07D8.1	locus:mup-4
K07D8.1	locus:mup-4
K07D8.1	locus:mup-4
K07D8.1	locus:mup-4
K07D8.1	locus:mup-4
K07D8.1	locus:mup-4
K07D8.1	locus:mup-4
K07E12.1a CE32905	CAM
K07E12.1a CE32905	CAM
K07E12.1a CE32905	CAM
K07E12.1a CE32905	CAM
K07E12.1a CE32905	CAM
K07E12.1a CE32905	CAM
K07E12.1a CE32905	CAM
K07E12.1a CE32905	CAM
K07E12.1a CE32905	CAM
K07E12.1a CE32905	CAM
K07E12.1a CE32905	CAM
K07E12.1a CE32905	CAM
K07E12.1a CE32905	CAM
K07E12.1a CE32905	CAM
K07E12.1a CE32905	CAM
K07E12.1a CE32905	CAM
K07E12.1a CE32905	CAM
K07E12.1a CE32905	CAM
K07E12.1a CE32905	CAM
K07E12.1a CE32905	CAM
K07E12.1a CE32905	CAM
K07E12.1a CE32905	CAM
K07E12.1a CE32905	CAM
K07E12.1a CE32905	CAM
K07E12.1a CE32905	CAM
K07E12.1b CE31032	
K07E12.1b CE31032	
K07E12.1b CE31032	
K07E12.1b CE31032	
K07E12.1b CE31032	
K07E12.1b CE31032	
K07E12.1b CE31032	
K07E12.1b CE31032	
K07E12.1b CE31032	
K07E12.1b CE31032	
K07E12.1b CE31032	
K07E12.1b CE31032	
K07E12.1b CE31032	
K07E12.1b CE31032	
K07E12.1b CE31032	
K07E12.1b CE31032	
K07E12.1b CE31032	
K07E12.1b CE31032	
K07E12.1b CE31032	
K07E12.1b CE31032	
K07E12.1b CE31032	
K07H8.6a	locus:vit-6 vitellogenin
K07H8.6a	locus:vit-6 vitellogenin
K07H8.6a	locus:vit-6 vitellogenin
K07H8.6a	locus:vit-6 vitellogenin
K07H8.6a	locus:vit-6 vitellogenin
K07H8.6c	locus:vit-6
K07H8.6c	locus:vit-6
K07H8.6c	locus:vit-6
K07H8.6c	locus:vit-6
K07H8.6c	locus:vit-6
K08B12.1	
K08B4.3	glucuronosyltransferase
K08B4.4	glucuronosyltransferase
K08C7.3a	locus:epi-1 laminin
K08C7.3a	locus:epi-1 laminin
K08C7.3a	locus:epi-1 laminin
K08C7.3a	locus:epi-1 laminin
K08C7.3a	locus:epi-1 laminin
K08C7.3a	locus:epi-1 laminin
K08C7.3a	locus:epi-1 laminin
K08C7.3a	locus:epi-1 laminin
K08C7.3a	locus:epi-1 laminin
K08C7.3a	locus:epi-1 laminin
K08C7.3a	locus:epi-1 laminin
K08C7.3a	locus:epi-1 laminin
K08C7.3a	locus:epi-1 laminin
K08C7.3a	locus:epi-1 laminin
K08C7.3a	locus:epi-1 laminin
K08C7.3a	locus:epi-1 laminin
K08C7.3a	locus:epi-1 laminin
K08C7.3a	locus:epi-1 laminin
K08C7.3a	locus:epi-1 laminin
K08C7.3a	locus:epi-1 laminin
K08C7.3a	locus:epi-1 laminin
K08C7.3a	locus:epi-1 laminin
K08C7.3a	locus:epi-1 laminin
K08C7.3a	locus:epi-1 laminin
K08C7.3a	locus:epi-1 laminin
K08C7.3a	locus:epi-1 laminin
K08C7.3a	locus:epi-1 laminin
K08C7.3a	locus:epi-1 laminin
K08C7.3a	locus:epi-1 laminin
K08C7.3a	locus:epi-1 laminin
K08C7.3a	locus:epi-1 laminin
K08C7.3a	locus:epi-1 laminin
K08C7.3a	locus:epi-1 laminin
K08C7.3b	locus:epi-1 laminin
K08C7.3b	locus:epi-1 laminin
K08C7.3b	locus:epi-1 laminin
K08C7.3b	locus:epi-1 laminin
K08C7.3b	locus:epi-1 laminin
K08C7.3b	locus:epi-1 laminin
K08C7.3b	locus:epi-1 laminin
K08C7.3b	locus:epi-1 laminin
K08C7.3b	locus:epi-1 laminin
K08C7.3b	locus:epi-1 laminin
K08C7.3b	locus:epi-1 laminin
K08C7.3b	locus:epi-1 laminin
K08C7.3b	locus:epi-1 laminin
K08C7.3b	locus:epi-1 laminin
K08C7.3b	locus:epi-1 laminin
K08C7.3b	locus:epi-1 laminin
K08C7.3b	locus:epi-1 laminin
K08C7.3b	locus:epi-1 laminin
K08C7.3b	locus:epi-1 laminin
K08C7.3b	locus:epi-1 laminin
K08C7.3b	locus:epi-1 laminin
K08C7.3b	locus:epi-1 laminin
K08C7.3b	locus:epi-1 laminin
K08C7.3b	locus:epi-1 laminin
K08C7.3b	locus:epi-1 laminin
K08C7.3b	locus:epi-1 laminin
K08C7.3b	locus:epi-1 laminin
K08C7.3b	locus:epi-1 laminin
K08C7.3b	locus:epi-1 laminin
K08C7.3b	locus:epi-1 laminin
K08C7.3b	locus:epi-1 laminin
K08C7.3b	locus:epi-1 laminin
K08C7.3b	locus:epi-1 laminin
K08E4.3	
K08E5.3	"locus:mua-3 LDL receptor related protein, EGF and CMP repeats"
K08E5.3	"locus:mua-3 LDL receptor related protein, EGF and CMP repeats"
K08E5.3	"locus:mua-3 LDL receptor related protein, EGF and CMP repeats"
K08E5.3	"locus:mua-3 LDL receptor related protein, EGF and CMP repeats"
K08E5.3	"locus:mua-3 LDL receptor related protein, EGF and CMP repeats"
K08E5.3	"locus:mua-3 LDL receptor related protein, EGF and CMP repeats"
K08E5.3	"locus:mua-3 LDL receptor related protein, EGF and CMP repeats"
K08F4.3	translocon-associated protein
K08F4.3	translocon-associated protein
K08F4.3	translocon-associated protein
K08F4.4	locus:glt-3 excitatory amino acid transporter 2 like
