IPI Accession	Length	TMHMM Topography	Length of the Transmembrane Loop(s)	FirstDomain	LastDomain	FirstDomain.Length	LastDomain.Length	Avg Domain.Out	Avg Domain.In
sp|P32564|SCM4|YEAST	187	o10-32i45-67o77-99i163-185o	o(1-10=10) i(32-45=14) o(67-77=11) i(99-163=65) o(185-187=3)	o(1-10=10)	o(185-187=3)	10	3	8	39
sp|Q6Q595|SCS22|YEAST	175	i155-174o	i(1-155=155) o(174-175=2)	i(1-155=155)	o(174-175=2)	155	2	2	155
sp|P22214|SEC22|YEAST	214	i189-211o	i(1-189=189) o(211-214=4)	i(1-189=189)	o(211-214=4)	189	4	4	189
sp|P56508|SNA2|YEAST	79	o5-22i31-53o	o(1-5=5) i(22-31=10) o(53-79=27)	o(1-5=5)	o(53-79=27)	5	27	16	10
sp|P14359|SNA3|YEAST	133	i21-37o47-69i	i(1-21=21) o(37-47=11) i(69-133=65)	i(1-21=21)	i(69-133=65)	21	65	11	43
sp|Q07549|SNA4|YEAST	140	i7-29o39-61i	i(1-7=7) o(29-39=11) i(61-140=80)	i(1-7=7)	i(61-140=80)	7	80	11	43
sp|P31109|SNC1|YEAST	117	i94-116o	i(1-94=94) o(116-117=2)	i(1-94=94)	o(116-117=2)	94	2	2	94
sp|P46965|SPC1|YEAST	94	i30-47o52-74i	i(1-30=30) o(47-52=6) i(74-94=21)	i(1-30=30)	i(74-94=21)	30	21	6	25
sp|B3LI04|SPG1|YEAS1	95	i20-38o	i(1-20=20) o(38-95=58)	i(1-20=20)	o(38-95=58)	20	58	58	20
sp|A6ZUP4|SPG1|YEAS7	95	i20-38o	i(1-20=20) o(38-95=58)	i(1-20=20)	o(38-95=58)	20	58	58	20
sp|P50088|SPG1|YEAST	95	i20-38o	i(1-20=20) o(38-95=58)	i(1-20=20)	o(38-95=58)	20	58	58	20
sp|P32867|SSO1|YEAST	290	i264-286o	i(1-264=264) o(286-290=5)	i(1-264=264)	o(286-290=5)	264	5	5	264
sp|P32584|STE14|YEAST	239	o20-42i49-68o88-105i112-134o180-202i	o(1-20=20) i(42-49=8) o(68-88=21) i(105-112=8) o(134-180=47) i(202-239=38)	o(1-20=20)	i(202-239=38)	20	38	29	18
sp|Q12328|TIM22|YEAST	207	i46-68o170-189i	i(1-46=46) o(68-170=103) i(189-207=19)	i(1-46=46)	i(189-207=19)	46	19	103	32
sp|P40071|TMN3|YEAST	706	i7-26o291-313i371-393o406-428i457-479o494-516i553-575o595-617i638-660o675-697i	i(1-7=7) o(26-291=266) i(313-371=59) o(393-406=14) i(428-457=30) o(479-494=16) i(516-553=38) o(575-595=21) i(617-638=22) o(660-675=16) i(697-706=10)	i(1-7=7)	i(697-706=10)	7	10	66	27
sp|P35180|TOM20|YEAST	183	i7-29o	i(1-7=7) o(29-183=155)	i(1-7=7)	o(29-183=155)	7	155	155	7
sp|P80967|TOM5|YEAST	50	o28-45i	o(1-28=28) i(45-50=6)	o(1-28=28)	i(45-50=6)	28	6	28	6
sp|P33448|TOM6|YEAST	61	i32-54o	i(1-32=32) o(54-61=8)	i(1-32=32)	o(54-61=8)	32	8	8	32
sp|Q06451|TPO3|YEAST	622	i184-206o216-238i245-267o271-293i305-327o342-364i411-433o448-467i488-510o514-536i549-571o581-603i	i(1-184=184) o(206-216=11) i(238-245=8) o(267-271=5) i(293-305=13) o(327-342=16) i(364-411=48) o(433-448=16) i(467-488=22) o(510-514=5) i(536-549=14) o(571-581=11) i(603-622=20)	i(1-184=184)	i(603-622=20)	184	20	10	44
sp|P38342|TSC10|YEAST	320	o285-307i	o(1-285=285) i(307-320=14)	o(1-285=285)	i(307-320=14)	285	14	285	14
sp|Q3E790|TSC3|YEAST	80	o57-79i	o(1-57=57) i(79-80=2)	o(1-57=57)	i(79-80=2)	57	2	57	2
sp|P39547|UIP3|YEAST	235	o51-68i75-97o	o(1-51=51) i(68-75=8) o(97-235=139)	o(1-51=51)	o(97-235=139)	51	139	95	8
sp|P36137|UIP5|YEAST	443	i12-31o397-419i	i(1-12=12) o(31-397=367) i(419-443=25)	i(1-12=12)	i(419-443=25)	12	25	367	18
sp|P53146|USE1|YEAST	245	i217-239o	i(1-217=217) o(239-245=7)	i(1-217=217)	o(239-245=7)	217	7	7	217
sp|Q3E7B6|VA0E|YEAST	73	o5-24i37-59o	o(1-5=5) i(24-37=14) o(59-73=15)	o(1-5=5)	o(59-73=15)	5	15	10	14
sp|P25515|VATL1|YEAST	160	i7-29o54-76i89-111o126-148i	i(1-7=7) o(29-54=26) i(76-89=14) o(111-126=16) i(148-160=13)	i(1-7=7)	i(148-160=13)	7	13	21	11
sp|P23968|VATO|YEAST	213	o20-38i59-81o101-123i143-165o185-207i	o(1-20=20) i(38-59=22) o(81-101=21) i(123-143=21) o(165-185=21) i(207-213=7)	o(1-20=20)	i(207-213=7)	20	7	20	16
sp|B3LIC1|VMA21|YEAS1	77	i13-35o39-61i	i(1-13=13) o(35-39=5) i(61-77=17)	i(1-13=13)	i(61-77=17)	13	17	5	15
sp|A6ZV87|VMA21|YEAS7	77	i13-35o39-61i	i(1-13=13) o(35-39=5) i(61-77=17)	i(1-13=13)	i(61-77=17)	13	17	5	15
sp|P41806|VMA21|YEAST	77	i13-35o39-61i	i(1-13=13) o(35-39=5) i(61-77=17)	i(1-13=13)	i(61-77=17)	13	17	5	15
sp|P32341|VPH2|YEAST	215	i136-158o168-190i	i(1-136=136) o(158-168=11) i(190-215=26)	i(1-136=136)	i(190-215=26)	136	26	11	81
sp|P47111|VPS55|YEAST	140	i12-34o39-56i77-96o101-123i	i(1-12=12) o(34-39=6) i(56-77=22) o(96-101=6) i(123-140=18)	i(1-12=12)	i(123-140=18)	12	18	6	17
sp|O13584|VPS69|YEAST	106	i7-29o	i(1-7=7) o(29-106=78)	i(1-7=7)	o(29-106=78)	7	78	78	7
sp|O13511|YA065|YEAST	128	i105-127o	i(1-105=105) o(127-128=2)	i(1-105=105)	o(127-128=2)	105	2	2	105
sp|O13512|YA64B|YEAST	126	i35-54o69-91i96-118o	i(1-35=35) o(54-69=16) i(91-96=6) o(118-126=9)	i(1-35=35)	o(118-126=9)	35	9	12	20
sp|P39710|YAG6|YEAST	102	i39-61o66-83i	i(1-39=39) o(61-66=6) i(83-102=20)	i(1-39=39)	i(83-102=20)	39	20	6	29
sp|P39548|YAJ8|YEAST	234	o50-69i76-98o	o(1-50=50) i(69-76=8) o(98-234=137)	o(1-50=50)	o(98-234=137)	50	137	93	8
sp|Q8TGU7|YB126|YEAST	68	i21-43o	i(1-21=21) o(43-68=26)	i(1-21=21)	o(43-68=26)	21	26	26	21
sp|Q8TGK5|YB13A|YEAST	160	i136-158o	i(1-136=136) o(158-160=3)	i(1-136=136)	o(158-160=3)	136	3	3	136
sp|Q2V2Q3|YB201|YEAST	67	o23-45i	o(1-23=23) i(45-67=23)	o(1-23=23)	i(45-67=23)	23	23	23	23
sp|P0C5K9|YB39A|YEAST	27	o5-24i	o(1-5=5) i(24-27=4)	o(1-5=5)	i(24-27=4)	5	4	5	4
sp|P0C268|YB39B|YEAST	59	i20-42o	i(1-20=20) o(42-59=18)	i(1-20=20)	o(42-59=18)	20	18	18	20
sp|P38311|YB59|YEAST	105	i30-49o	i(1-30=30) o(49-105=57)	i(1-30=30)	o(49-105=57)	30	57	57	30
sp|P38357|YB8F|YEAST	123	i21-43o76-98i	i(1-21=21) o(43-76=34) i(98-123=26)	i(1-21=21)	i(98-123=26)	21	26	34	23
sp|P38362|YB8J|YEAST	165	o5-27i	o(1-5=5) i(27-165=139)	o(1-5=5)	i(27-165=139)	5	139	5	139
sp|Q3E820|YB96A|YEAST	49	o6-28i	o(1-6=6) i(28-49=22)	o(1-6=6)	i(28-49=22)	6	22	6	22
sp|P38209|YBB2|YEAST	133	i99-121o	i(1-99=99) o(121-133=13)	i(1-99=99)	o(121-133=13)	99	13	13	99
sp|P38190|YBF3|YEAST	124	i21-43o	i(1-21=21) o(43-124=82)	i(1-21=21)	o(43-124=82)	21	82	82	21
sp|P38188|YBG5|YEAST	114	o10-32i	o(1-10=10) i(32-114=83)	o(1-10=10)	i(32-114=83)	10	83	10	83
sp|P38168|YBK0|YEAST	104	i77-96o	i(1-77=77) o(96-104=9)	i(1-77=77)	o(96-104=9)	77	9	9	77
sp|P38233|YBQ1|YEAST	116	i17-39o70-89i	i(1-17=17) o(39-70=32) i(89-116=28)	i(1-17=17)	i(89-116=28)	17	28	32	22
sp|P38253|YBU0|YEAST	122	o10-27i	o(1-10=10) i(27-122=96)	o(1-10=10)	i(27-122=96)	10	96	10	96
sp|P38267|YBW3|YEAST	160	i37-59o118-140i	i(1-37=37) o(59-118=60) i(140-160=21)	i(1-37=37)	i(140-160=21)	37	21	60	29
sp|Q8TGQ0|YC081|YEAST	78	i20-39o54-73i	i(1-20=20) o(39-54=16) i(73-78=6)	i(1-20=20)	i(73-78=6)	20	6	16	13
sp|Q96VG6|YC097|YEAST	88	i27-46o61-83i	i(1-27=27) o(46-61=16) i(83-88=6)	i(1-27=27)	i(83-88=6)	27	6	16	16
sp|Q3E7Z8|YC204|YEAST	88	o5-27i36-58o	o(1-5=5) i(27-36=10) o(58-88=31)	o(1-5=5)	o(58-88=31)	5	31	18	10
sp|P25563|YCC3|YEAST	115	i38-57o67-89i	i(1-38=38) o(57-67=11) i(89-115=27)	i(1-38=38)	i(89-115=27)	38	27	11	32
sp|P37265|YCR41|YEAST	110	i21-40o55-77i90-109o	i(1-21=21) o(40-55=16) i(77-90=14) o(109-110=2)	i(1-21=21)	o(109-110=2)	21	2	9	17
sp|P25361|YCT3|YEAST	127	o75-97i	o(1-75=75) i(97-127=31)	o(1-75=75)	i(97-127=31)	75	31	75	31
sp|Q12352|YD041|YEAST	117	o82-104i	o(1-82=82) i(104-117=14)	o(1-82=82)	i(104-117=14)	82	14	82	14
sp|Q07790|YD053|YEAST	131	i7-29o33-55i108-130o	i(1-7=7) o(29-33=5) i(55-108=54) o(130-131=2)	i(1-7=7)	o(130-131=2)	7	2	3	30
sp|Q07541|YD121|YEAST	149	i7-29o	i(1-7=7) o(29-149=121)	i(1-7=7)	o(29-149=121)	7	121	121	7
sp|Q3E796|YD182|YEAST	67	i12-34o	i(1-12=12) o(34-67=34)	i(1-12=12)	o(34-67=34)	12	34	34	12
sp|Q2V2P9|YD19A|YEAST	66	o39-61i	o(1-39=39) i(61-66=6)	o(1-39=39)	i(61-66=6)	39	6	39	6
sp|Q8TGR6|YD24A|YEAST	39	i7-38o	i(1-7=7) o(38-39=2)	i(1-7=7)	o(38-39=2)	7	2	2	7
sp|P87281|YD269|YEAST	107	i83-105o	i(1-83=83) o(105-107=3)	i(1-83=83)	o(105-107=3)	83	3	3	83
sp|P0C5M0|YD320|YEAST	45	o4-26i	o(1-4=4) i(26-45=20)	o(1-4=4)	i(26-45=20)	4	20	4	20
sp|Q05503|YD340|YEAST	100	o28-45i	o(1-28=28) i(45-100=56)	o(1-28=28)	i(45-100=56)	28	56	28	56
sp|P87287|YD366|YEAST	132	o4-26i80-99o114-131i	o(1-4=4) i(26-80=55) o(99-114=16) i(131-132=2)	o(1-4=4)	i(131-132=2)	4	2	10	28
sp|Q3E6R5|YD381|YEAST	114	o13-30i	o(1-13=13) i(30-114=85)	o(1-13=13)	i(30-114=85)	13	85	13	85
sp|Q04162|YD387|YEAST	555	i43-65o85-104i111-133o137-159i166-188o198-220i348-370o385-407i414-436o441-463i475-497o507-526i	i(1-43=43) o(65-85=21) i(104-111=8) o(133-137=5) i(159-166=8) o(188-198=11) i(220-348=129) o(370-385=16) i(407-414=8) o(436-441=6) i(463-475=13) o(497-507=11) i(526-555=30)	i(1-43=43)	i(526-555=30)	43	30	11	34
sp|P0C5M2|YD406|YEAST	81	i2-21o25-47i	i(1-2=2) o(21-25=5) i(47-81=35)	i(1-2=2)	i(47-81=35)	2	35	5	18
sp|Q04100|YD445|YEAST	135	o51-73i	o(1-51=51) i(73-135=63)	o(1-51=51)	i(73-135=63)	51	63	51	63
sp|P87264|YD467|YEAST	108	i30-52o	i(1-30=30) o(52-108=57)	i(1-30=30)	o(52-108=57)	30	57	57	30
sp|Q03418|YD491|YEAST	163	o10-32i	o(1-10=10) i(32-163=132)	o(1-10=10)	i(32-163=132)	10	132	10	132
sp|P87272|YD509|YEAST	115	o5-27i34-56o	o(1-5=5) i(27-34=8) o(56-115=60)	o(1-5=5)	o(56-115=60)	5	60	32	8
sp|Q8TGR7|YD510|YEAST	38	o10-32i	o(1-10=10) i(32-38=7)	o(1-10=10)	i(32-38=7)	10	7	10	7
sp|P87273|YD521|YEAST	111	i21-43o	i(1-21=21) o(43-111=69)	i(1-21=21)	o(43-111=69)	21	69	69	21
sp|P87274|YD526|YEAST	156	o20-42i55-74o78-100i	o(1-20=20) i(42-55=14) o(74-78=5) i(100-156=57)	o(1-20=20)	i(100-156=57)	20	57	12	35
sp|Q8TGP9|YD59B|YEAST	58	o15-37i	o(1-15=15) i(37-58=22)	o(1-15=15)	i(37-58=22)	15	22	15	22
sp|P0C5M3|YD83A|YEAST	85	i20-42o52-69i	i(1-20=20) o(42-52=11) i(69-85=17)	i(1-20=20)	i(69-85=17)	20	17	11	18
sp|Q02896|YDC1|YEAST	317	o43-60i67-89o99-121i134-156o160-182i203-225o240-262i	o(1-43=43) i(60-67=8) o(89-99=11) i(121-134=14) o(156-160=5) i(182-203=22) o(225-240=16) i(262-317=56)	o(1-43=43)	i(262-317=56)	43	56	18	25
sp|Q12187|YDL96|YEAST	109	i21-43o53-75i	i(1-21=21) o(43-53=11) i(75-109=35)	i(1-21=21)	i(75-109=35)	21	35	11	28
sp|Q04597|YDR14|YEAST	100	o69-88i	o(1-69=69) i(88-100=13)	o(1-69=69)	i(88-100=13)	69	13	69	13
sp|Q03904|YDR33|YEAST	111	o64-86i	o(1-64=64) i(86-111=26)	o(1-64=64)	i(86-111=26)	64	26	64	26
sp|P40097|YE11|YEAST	107	i13-35o55-77i	i(1-13=13) o(35-55=21) i(77-107=31)	i(1-13=13)	i(77-107=31)	13	31	21	22
sp|Q8TGR3|YE158|YEAST	71	i44-66o	i(1-44=44) o(66-71=6)	i(1-44=44)	o(66-71=6)	44	6	6	44
sp|P40000|YEB0|YEAST	116	i95-114o	i(1-95=95) o(114-116=3)	i(1-95=95)	o(114-116=3)	95	3	3	95
sp|P0CL27|YER90|YEAST	191	o4-26i168-187o	o(1-4=4) i(26-168=143) o(187-191=5)	o(1-4=4)	o(187-191=5)	4	5	4	143
sp|P35723|YET1|YEAST	206	o4-26i47-66o106-125i	o(1-4=4) i(26-47=22) o(66-106=41) i(125-206=82)	o(1-4=4)	i(125-206=82)	4	82	22	52
sp|Q04210|YET2|YEAST	160	o4-26i47-66o105-124i	o(1-4=4) i(26-47=22) o(66-105=40) i(124-160=37)	o(1-4=4)	i(124-160=37)	4	37	22	29
sp|P0C5N0|YF010|YEAST	62	o15-29i36-58o	o(1-15=15) i(29-36=8) o(58-62=5)	o(1-15=15)	o(58-62=5)	15	5	10	8
sp|P43578|YFB5|YEAST	164	i12-34o54-71i	i(1-12=12) o(34-54=21) i(71-164=94)	i(1-12=12)	i(71-164=94)	12	94	21	53
sp|P43537|YFG7|YEAST	175	o4-26i152-171o	o(1-4=4) i(26-152=127) o(171-175=5)	o(1-4=4)	o(171-175=5)	4	5	4	127
sp|P0CX99|YFG8|YEAST	160	i136-158o	i(1-136=136) o(158-160=3)	i(1-136=136)	o(158-160=3)	136	3	3	136
sp|P43608|YFK5|YEAST	114	o60-82i89-111o	o(1-60=60) i(82-89=8) o(111-114=4)	o(1-60=60)	o(111-114=4)	60	4	32	8
sp|P43624|YFM6|YEAST	122	i40-57o72-89i	i(1-40=40) o(57-72=16) i(89-122=34)	i(1-40=40)	i(89-122=34)	40	34	16	37
sp|Q06676|YFT2|YEAST	274	i13-35o50-72i125-147o175-197i217-236o246-268i	i(1-13=13) o(35-50=16) i(72-125=54) o(147-175=29) i(197-217=21) o(236-246=11) i(268-274=7)	i(1-13=13)	i(268-274=7)	13	7	18	23
sp|P0C5N2|YG122|YEAST	42	i5-27o	i(1-5=5) o(27-42=16)	i(1-5=5)	o(27-42=16)	5	16	16	5
sp|Q8TGN7|YG270|YEAST	72	i47-69o	i(1-47=47) o(69-72=4)	i(1-47=47)	o(69-72=4)	47	4	4	47
sp|P53245|YG2C|YEAST	111	o28-47i	o(1-28=28) i(47-111=65)	o(1-28=28)	i(47-111=65)	28	65	28	65
sp|P53268|YG2Z|YEAST	129	i2-20o24-41i48-70o105-127i	i(1-2=2) o(20-24=5) i(41-48=8) o(70-105=36) i(127-129=3)	i(1-2=2)	i(127-129=3)	2	3	20	4
sp|Q3E750|YG41B|YEAST	60	i13-35o	i(1-13=13) o(35-60=26)	i(1-13=13)	o(35-60=26)	13	26	26	13
sp|P50083|YG4T|YEAST	69	i13-35o	i(1-13=13) o(35-69=35)	i(1-13=13)	o(35-69=35)	13	35	35	13
sp|P53310|YG55|YEAST	102	o29-51i	o(1-29=29) i(51-102=52)	o(1-29=29)	i(51-102=52)	29	52	29	52
sp|P53325|YG5K|YEAST	136	i102-124o	i(1-102=102) o(124-136=13)	i(1-102=102)	o(124-136=13)	102	13	13	102
sp|P53339|YG61|YEAST	147	i17-39o102-124i	i(1-17=17) o(39-102=64) i(124-147=24)	i(1-17=17)	i(124-147=24)	17	24	64	20
sp|P53342|YG64|YEAST	153	o5-27i	o(1-5=5) i(27-153=127)	o(1-5=5)	i(27-153=127)	5	127	5	127
sp|P25338|YGB0|YEAST	174	i24-46o66-88i101-118o128-150i	i(1-24=24) o(46-66=21) i(88-101=14) o(118-128=11) i(150-174=25)	i(1-24=24)	i(150-174=25)	24	25	16	21
sp|P53181|YGE2|YEAST	101	i2-24o39-61i	i(1-2=2) o(24-39=16) i(61-101=41)	i(1-2=2)	i(61-101=41)	2	41	16	21
sp|P53161|YGH2|YEAST	119	o34-56i77-99o	o(1-34=34) i(56-77=22) o(99-119=21)	o(1-34=34)	o(99-119=21)	34	21	27	22
sp|P53160|YGH4|YEAST	108	o51-73i	o(1-51=51) i(73-108=36)	o(1-51=51)	i(73-108=36)	51	36	51	36
sp|P53116|YGO9|YEAST	101	o15-37i	o(1-15=15) i(37-101=65)	o(1-15=15)	i(37-101=65)	15	65	15	65
sp|P0CL28|YGR96|YEAST	191	o4-26i168-187o	o(1-4=4) i(26-168=143) o(187-191=5)	o(1-4=4)	o(187-191=5)	4	5	4	143
sp|P53105|YGS7|YEAST	115	i62-81o96-113i	i(1-62=62) o(81-96=16) i(113-115=3)	i(1-62=62)	i(113-115=3)	62	3	16	32
sp|O13533|YH049|YEAST	103	i7-29o	i(1-7=7) o(29-103=75)	i(1-7=7)	o(29-103=75)	7	75	75	7
sp|P0C5B8|YH050|YEAST	160	i39-61o132-154i	i(1-39=39) o(61-132=72) i(154-160=7)	i(1-39=39)	i(154-160=7)	39	7	72	23
sp|P0CL32|YH052|YEAST	64	i33-55o	i(1-33=33) o(55-64=10)	i(1-33=33)	o(55-64=10)	33	10	10	33
sp|P0CL33|YH054|YEAST	64	i33-55o	i(1-33=33) o(55-64=10)	i(1-33=33)	o(55-64=10)	33	10	10	33
sp|O13537|YH145|YEAST	118	i69-91o	i(1-69=69) o(91-118=28)	i(1-69=69)	o(91-118=28)	69	28	28	69
sp|Q8TGK0|YH1E|YEAST	99	i7-29o	i(1-7=7) o(29-99=71)	i(1-7=7)	o(29-99=71)	7	71	71	7
sp|P0CL34|YH219|YEAST	160	i136-158o	i(1-136=136) o(158-160=3)	i(1-136=136)	o(158-160=3)	136	3	3	136
sp|P0C5N8|YH80A|YEAST	60	i35-57o	i(1-35=35) o(57-60=4)	i(1-35=35)	o(57-60=4)	35	4	4	35
sp|P38730|YHE1|YEAST	149	i20-42o	i(1-20=20) o(42-149=108)	i(1-20=20)	o(42-149=108)	20	108	108	20
sp|P38726|YHE5|YEAST	115	o20-42i	o(1-20=20) i(42-115=74)	o(1-20=20)	i(42-115=74)	20	74	20	74
sp|P38776|YHK8|YEAST	514	i74-96o111-133i140-162o166-188i201-223o228-250i306-328o343-365i385-407o412-434i454-471o475-497i	i(1-74=74) o(96-111=16) i(133-140=8) o(162-166=5) i(188-201=14) o(223-228=6) i(250-306=57) o(328-343=16) i(365-385=21) o(407-412=6) i(434-454=21) o(471-475=5) i(497-514=18)	i(1-74=74)	i(497-514=18)	74	18	9	30
sp|P38841|YHT8|YEAST	114	o5-27i	o(1-5=5) i(27-114=88)	o(1-5=5)	i(27-114=88)	5	88	5	88
sp|Q3E739|YI021|YEAST	70	o15-37i	o(1-15=15) i(37-70=34)	o(1-15=15)	i(37-70=34)	15	34	15	34
sp|Q3E7Z4|YI046|YEAST	54	i21-43o	i(1-21=21) o(43-54=12)	i(1-21=21)	o(43-54=12)	21	12	12	21
sp|Q2V2P5|YI102|YEAST	75	i5-23o43-65i	i(1-5=5) o(23-43=21) i(65-75=11)	i(1-5=5)	i(65-75=11)	5	11	21	8
sp|P40538|YIC9|YEAST	142	o28-50i88-110o	o(1-28=28) i(50-88=39) o(110-142=33)	o(1-28=28)	o(110-142=33)	28	33	30	39
sp|P40524|YIF4|YEAST	105	o51-73i80-97o	o(1-51=51) i(73-80=8) o(97-105=9)	o(1-51=51)	o(97-105=9)	51	9	30	8
sp|P40490|YIK0|YEAST	117	i28-50o	i(1-28=28) o(50-117=68)	i(1-28=28)	o(50-117=68)	28	68	68	28
sp|P28626|YIM2|YEAST	145	o15-34i117-139o	o(1-15=15) i(34-117=84) o(139-145=7)	o(1-15=15)	o(139-145=7)	15	7	11	84
sp|P53093|YIP4|YEAST	235	i114-133o148-170i183-205o215-234i	i(1-114=114) o(133-148=16) i(170-183=14) o(205-215=11) i(234-235=2)	i(1-114=114)	i(234-235=2)	114	2	13	43
sp|P40587|YIW3|YEAST	230	i93-115o	i(1-93=93) o(115-230=116)	i(1-93=93)	o(115-230=116)	93	116	116	93
sp|P47106|YJ08|YEAST	120	o20-42i55-77o	o(1-20=20) i(42-55=14) o(77-120=44)	o(1-20=20)	o(77-120=44)	20	44	32	14
sp|Q3E743|YJ112|YEAST	109	i90-107o	i(1-90=90) o(107-109=3)	i(1-90=90)	o(107-109=3)	90	3	3	90
sp|P47131|YJ55|YEAST	105	o24-46i53-70o80-97i	o(1-24=24) i(46-53=8) o(70-80=11) i(97-105=9)	o(1-24=24)	i(97-105=9)	24	9	17	8
sp|P47080|YJA7|YEAST	104	i72-94o	i(1-72=72) o(94-104=11)	i(1-72=72)	o(94-104=11)	72	11	11	72
sp|P47062|YJC8|YEAST	111	i27-46o50-72i	i(1-27=27) o(46-50=5) i(72-111=40)	i(1-27=27)	i(72-111=40)	27	40	5	33
sp|P47028|YJI6|YEAST	122	o98-117i	o(1-98=98) i(117-122=6)	o(1-98=98)	i(117-122=6)	98	6	98	6
sp|P47020|YJM0|YEAST	107	o20-39i46-63o	o(1-20=20) i(39-46=8) o(63-107=45)	o(1-20=20)	o(63-107=45)	20	45	32	8
sp|P47004|YJP0|YEAST	100	o20-42i	o(1-20=20) i(42-100=59)	o(1-20=20)	i(42-100=59)	20	59	20	59
sp|P47003|YJP2|YEAST	119	o76-98i	o(1-76=76) i(98-119=22)	o(1-76=76)	i(98-119=22)	76	22	76	22
sp|P46991|YJR5|YEAST	170	i12-34o75-97i118-140o	i(1-12=12) o(34-75=42) i(97-118=22) o(140-170=31)	i(1-12=12)	o(140-170=31)	12	31	36	17
sp|P39532|YJU2|YEAST	115	i36-58o73-95i	i(1-36=36) o(58-73=16) i(95-115=21)	i(1-36=36)	i(95-115=21)	36	21	16	28
sp|P47094|YJZ3|YEAST	133	i5-27o47-69i	i(1-5=5) o(27-47=21) i(69-133=65)	i(1-5=5)	i(69-133=65)	5	65	21	35
sp|Q8TGT2|YK096|YEAST	49	i31-48o	i(1-31=31) o(48-49=2)	i(1-31=31)	o(48-49=2)	31	2	2	31
sp|P0C5P3|YK145|YEAST	30	i7-29o	i(1-7=7) o(29-30=2)	i(1-7=7)	o(29-30=2)	7	2	2	7
sp|Q3E765|YK183|YEAST	70	i13-35o	i(1-13=13) o(35-70=36)	i(1-13=13)	o(35-70=36)	13	36	36	13
sp|P36133|YK20|YEAST	167	i7-24o29-47i59-81o105-127i	i(1-7=7) o(24-29=6) i(47-59=13) o(81-105=25) i(127-167=41)	i(1-7=7)	i(127-167=41)	7	41	15	20
sp|P36140|YK27|YEAST	101	o5-27i	o(1-5=5) i(27-101=75)	o(1-5=5)	i(27-101=75)	5	75	5	75
sp|P36099|YKD0|YEAST	201	i11-33o48-65i72-94o	i(1-11=11) o(33-48=16) i(65-72=8) o(94-201=108)	i(1-11=11)	o(94-201=108)	11	108	62	9
sp|P35733|YKF3|YEAST	124	o11-33i46-64o79-101i	o(1-11=11) i(33-46=14) o(64-79=16) i(101-124=24)	o(1-11=11)	i(101-124=24)	11	24	13	19
sp|P35725|YKG3|YEAST	167	i37-56o	i(1-37=37) o(56-167=112)	i(1-37=37)	o(56-167=112)	37	112	112	37
sp|P36081|YKH7|YEAST	392	o316-338i	o(1-316=316) i(338-392=55)	o(1-316=316)	i(338-392=55)	316	55	316	55
sp|P36079|YKI3|YEAST	204	i5-27o53-75i80-102o117-139i144-166o	i(1-5=5) o(27-53=27) i(75-80=6) o(102-117=16) i(139-144=6) o(166-204=39)	i(1-5=5)	o(166-204=39)	5	39	27	5
sp|P36073|YKL5|YEAST	130	o75-97i	o(1-75=75) i(97-130=34)	o(1-75=75)	i(97-130=34)	75	34	75	34
sp|P36072|YKL8|YEAST	103	o47-69i	o(1-47=47) i(69-103=35)	o(1-47=47)	i(69-103=35)	47	35	47	35
sp|Q3E814|YL006|YEAST	58	i12-34o	i(1-12=12) o(34-58=25)	i(1-12=12)	o(34-58=25)	12	25	25	12
sp|Q07881|YL047|YEAST	127	i12-34o	i(1-12=12) o(34-127=94)	i(1-12=12)	o(34-127=94)	12	94	94	12
sp|Q08027|YL101|YEAST	131	o7-29i42-61o98-120i	o(1-7=7) i(29-42=14) o(61-98=38) i(120-131=12)	o(1-7=7)	i(120-131=12)	7	12	22	13
sp|Q12528|YL111|YEAST	110	o31-53i	o(1-31=31) i(53-110=58)	o(1-31=31)	i(53-110=58)	31	58	31	58
sp|O13561|YL169|YEAST	117	o15-32i56-78o	o(1-15=15) i(32-56=25) o(78-117=40)	o(1-15=15)	o(78-117=40)	15	40	27	25
sp|O13562|YL171|YEAST	129	i46-68o72-94i101-118o	i(1-46=46) o(68-72=5) i(94-101=8) o(118-129=12)	i(1-46=46)	o(118-129=12)	46	12	8	27
sp|O13550|YL269|YEAST	116	o5-23i	o(1-5=5) i(23-116=94)	o(1-5=5)	i(23-116=94)	5	94	5	94
sp|O13543|YL294|YEAST	109	i82-104o	i(1-82=82) o(104-109=6)	i(1-82=82)	o(104-109=6)	82	6	6	82
sp|Q05898|YL296|YEAST	108	i72-94o	i(1-72=72) o(94-108=15)	i(1-72=72)	o(94-108=15)	72	15	15	72
sp|Q05899|YL297|YEAST	129	o77-99i	o(1-77=77) i(99-129=31)	o(1-77=77)	i(99-129=31)	77	31	77	31
sp|Q06158|YL311|YEAST	115	i12-34o59-81i	i(1-12=12) o(34-59=26) i(81-115=35)	i(1-12=12)	i(81-115=35)	12	35	26	23
sp|Q06127|YL334|YEAST	126	i5-27o37-59i	i(1-5=5) o(27-37=11) i(59-126=68)	i(1-5=5)	i(59-126=68)	5	68	11	36
sp|Q3E810|YL342|YEAST	57	o4-26i	o(1-4=4) i(26-57=32)	o(1-4=4)	i(26-57=32)	4	32	4	32
sp|O13545|YL374|YEAST	129	o33-50i	o(1-33=33) i(50-129=80)	o(1-33=33)	i(50-129=80)	33	80	33	80
