IPI Accession	Length	TMHMM Topography	Length of the Transmembrane Loop(s)	FirstDomain	LastDomain	FirstDomain.Length	LastDomain.Length	Avg Domain.Out	Avg Domain.In
B0334.2a	288	o20-42i54-71o81-103i136-158o192-214i	o(1-20=20) i(42-54=13) o(71-81=11) i(103-136=34) o(158-192=35) i(214-288=75)	o(1-20=20)	i(214-288=75)	20	75	22	40
B0334.2b	281	i13-35o50-67i74-96o127-149i185-207o	i(1-13=13) o(35-50=16) i(67-74=8) o(96-127=32) i(149-185=37) o(207-281=37)	i(1-13=13)	o(207-281=75)	13	75	41	19
B0334.6	394	o40-62i81-103o123-145i166-188o222-239i283-305o315-337i	o(1-40=40) i(62-81=20) o(103-123=21) i(145-166=22) o(188-222=35) i(239-283=45) o(305-315=11) i(337-394=58)	o(1-40=40)	i(337-394=58)	40	58	26	36
B0334.7	338	o20-39i60-82o97-119i140-162o204-226i247-269o279-301i	o(1-20=20) i(39-60=22) o(82-97=16) i(119-140=22) o(162-204=43) i(226-247=22) o(269-279=11) i(301-338=38)	o(1-20=20)	i(301-338=38)	20	38	22	26
B0336.11a	567	o506-528i	o(1-506=506) i(528-567=40)	o(1-506=506)	i(528-567=40)	506	40	506	40
B0348.1	87	i39-61o	i(1-39=39) o(61-87=39)	i(1-39=39)	o(61-87=27)	39	27	27	39
B0348.2	86	o40-62i	o(1-40=40) i(62-86=25)	o(1-40=40)	i(62-86=25)	40	25	40	25
B0348.4c	592	i569-591o	i(1-569=569) o(591-592=569)	i(1-569=569)	o(591-592=2)	569	2	2	569
B0361.11	578	i52-74o143-165i185-207o232-254i261-280o338-360i373-395o399-419i426-448o484-506i	i(1-52=52) o(74-143=70) i(165-185=21) o(207-232=26) i(254-261=8) o(280-338=59) i(360-373=14) o(395-399=5) i(419-426=8) o(448-484=37) i(506-578=73)	i(1-52=52)	i(506-578=73)	52	73	39	29
B0361.7	422	o371-393i	o(1-371=371) i(393-422=30)	o(1-371=371)	i(393-422=30)	371	30	371	30
B0361.8	470	o15-37i130-152o	o(1-15=15) i(37-130=94) o(152-470=21)	o(1-15=15)	o(152-470=319)	15	319	167	94
B0365.3	996	i73-95o108-127i269-291o301-323i823-845o886-905i925-947o957-974i	i(1-73=73) o(95-108=14) i(127-269=143) o(291-301=11) i(323-823=501) o(845-886=42) i(905-925=21) o(947-957=11) i(974-996=23)	i(1-73=73)	i(974-996=23)	73	23	19	152
B0365.5a	155	i7-29o	i(1-7=7) o(29-155=7)	i(1-7=7)	o(29-155=127)	7	127	127	7
B0365.5b	142	i7-29o	i(1-7=7) o(29-142=7)	i(1-7=7)	o(29-142=114)	7	114	114	7
B0379.2	226	o4-26i	o(1-4=4) i(26-226=201)	o(1-4=4)	i(26-226=201)	4	201	4	201
B0379.7	409	i2-18o	i(1-2=2) o(18-409=2)	i(1-2=2)	o(18-409=392)	2	392	392	2
B0391.12	330	o5-27i39-58o85-107i128-150o198-220i244-266o	o(1-5=5) i(27-39=13) o(58-85=28) i(107-128=22) o(150-198=49) i(220-244=25) o(266-330=21)	o(1-5=5)	o(266-330=65)	5	65	36	20
B0391.3	320	o10-29i42-61o66-88i109-131o178-200i227-249o269-291i	o(1-10=10) i(29-42=14) o(61-66=6) i(88-109=22) o(131-178=48) i(200-227=28) o(249-269=21) i(291-320=30)	o(1-10=10)	i(291-320=30)	10	30	21	23
B0391.4	346	o15-37i44-66o96-118i138-160o204-226i254-276o286-308i	o(1-15=15) i(37-44=8) o(66-96=31) i(118-138=21) o(160-204=45) i(226-254=29) o(276-286=11) i(308-346=39)	o(1-15=15)	i(308-346=39)	15	39	25	24
B0393.5	1183	i7-26o1105-1127i	i(1-7=7) o(26-1105=1080) i(1127-1183=57)	i(1-7=7)	i(1127-1183=57)	7	57	1080	32
B0393.8	133	i86-105o	i(1-86=86) o(105-133=86)	i(1-86=86)	o(105-133=29)	86	29	29	86
B0395.1	514	o15-32i41-63o73-90i102-124o134-156i210-232o259-281i293-315o325-347i367-386o396-418i	o(1-15=15) i(32-41=10) o(63-73=11) i(90-102=13) o(124-134=11) i(156-210=55) o(232-259=28) i(281-293=13) o(315-325=11) i(347-367=21) o(386-396=11) i(418-514=97)	o(1-15=15)	i(418-514=97)	15	97	14	34
B0395.2	467	i58-76o98-120i133-155o165-187i238-260o280-302i365-382o386-408i417-439o	i(1-58=58) o(76-98=23) i(120-133=14) o(155-165=11) i(187-238=52) o(260-280=21) i(302-365=64) o(382-386=5) i(408-417=10) o(439-467=10)	i(1-58=58)	o(439-467=29)	58	29	17	39
B0399.1a	792	i276-293o313-335i458-480o495-514i521-543o	i(1-276=276) o(293-313=21) i(335-458=124) o(480-495=16) i(514-521=8) o(543-792=8)	i(1-276=276)	o(543-792=250)	276	250	95	136
B0399.1b	745	i229-246o266-288i411-433o448-467i474-496o	i(1-229=229) o(246-266=21) i(288-411=124) o(433-448=16) i(467-474=8) o(496-745=8)	i(1-229=229)	o(496-745=250)	229	250	95	120
B0399.1c	555	i39-56o76-98i221-243o258-277i284-306o	i(1-39=39) o(56-76=21) i(98-221=124) o(243-258=16) i(277-284=8) o(306-555=8)	i(1-39=39)	o(306-555=250)	39	250	95	57
B0399.1d	680	i164-181o201-223i346-368o383-402i409-431o	i(1-164=164) o(181-201=21) i(223-346=124) o(368-383=16) i(402-409=8) o(431-680=8)	i(1-164=164)	o(431-680=250)	164	250	95	98
B0399.1e	611	i95-112o132-154i277-299o314-333i340-362o	i(1-95=95) o(112-132=21) i(154-277=124) o(299-314=16) i(333-340=8) o(362-611=8)	i(1-95=95)	o(362-611=250)	95	250	95	75
B0399.1f	695	i179-196o216-238i361-383o398-417i424-446o	i(1-179=179) o(196-216=21) i(238-361=124) o(383-398=16) i(417-424=8) o(446-695=8)	i(1-179=179)	o(446-695=250)	179	250	95	103
B0399.2	651	i7-26o30-49i70-89o134-156i169-191o254-271i283-305o309-331i344-361o	i(1-7=7) o(26-30=5) i(49-70=22) o(89-134=46) i(156-169=14) o(191-254=64) i(271-283=13) o(305-309=5) i(331-344=14) o(361-651=14)	i(1-7=7)	o(361-651=291)	7	291	82	14
B0403.6	221	i21-43o58-80i127-149o179-201i	i(1-21=21) o(43-58=16) i(80-127=48) o(149-179=31) i(201-221=21)	i(1-21=21)	i(201-221=21)	21	21	23	30
B0410.2a	532	i105-127o147-166i178-200o	i(1-105=105) o(127-147=21) i(166-178=13) o(200-532=13)	i(1-105=105)	o(200-532=333)	105	333	177	59
B0410.2b	529	i102-124o144-163i175-197o	i(1-102=102) o(124-144=21) i(163-175=13) o(197-529=13)	i(1-102=102)	o(197-529=333)	102	333	177	57
B0410.3	116	o5-27i	o(1-5=5) i(27-116=90)	o(1-5=5)	i(27-116=90)	5	90	5	90
B0414.1	352	o20-42i62-84o89-108i115-134o177-199i219-241o251-273i	o(1-20=20) i(42-62=21) o(84-89=6) i(108-115=8) o(134-177=44) i(199-219=21) o(241-251=11) i(273-352=80)	o(1-20=20)	i(273-352=80)	20	80	20	32
B0416.1	1203	i191-213o276-298i369-391o406-428i441-463o665-687i714-736o780-802i	i(1-191=191) o(213-276=64) i(298-369=72) o(391-406=16) i(428-441=14) o(463-665=203) i(687-714=28) o(736-780=45) i(802-1203=402)	i(1-191=191)	i(802-1203=402)	191	402	82	141
B0416.3	210	i56-78o83-105i117-139o169-191i	i(1-56=56) o(78-83=6) i(105-117=13) o(139-169=31) i(191-210=20)	i(1-56=56)	i(191-210=20)	56	20	18	29
B0416.5a	507	i46-65o80-102i107-129o139-161i182-201o207-229i262-284o299-318i331-348o353-375i387-409o444-466i	i(1-46=46) o(65-80=16) i(102-107=6) o(129-139=11) i(161-182=22) o(201-207=7) i(229-262=34) o(284-299=16) i(318-331=14) o(348-353=6) i(375-387=13) o(409-444=36) i(466-507=42)	i(1-46=46)	i(466-507=42)	46	42	15	25
B0416.5b	464	i46-68o96-118i139-158o164-186i219-241o256-275i288-305o310-332i344-366o401-423i	i(1-46=46) o(68-96=29) i(118-139=22) o(158-164=7) i(186-219=34) o(241-256=16) i(275-288=14) o(305-310=6) i(332-344=13) o(366-401=36) i(423-464=42)	i(1-46=46)	i(423-464=42)	46	42	18	28
B0416.6	449	i7-22o	i(1-7=7) o(22-449=7)	i(1-7=7)	o(22-449=428)	7	428	428	7
B0432.1	264	o22-44i64-83o98-120i141-160o182-204i225-243o	o(1-22=22) i(44-64=21) o(83-98=16) i(120-141=22) o(160-182=23) i(204-225=22) o(243-264=14)	o(1-22=22)	o(243-264=22)	22	22	20	21
B0432.11	190	o10-32i	o(1-10=10) i(32-190=159)	o(1-10=10)	i(32-190=159)	10	159	10	159
B0432.14	91	i7-29o	i(1-7=7) o(29-91=7)	i(1-7=7)	o(29-91=63)	7	63	63	7
B0454.10	323	o15-37i61-83o93-115i135-157o192-214i239-261o	o(1-15=15) i(37-61=25) o(83-93=11) i(115-135=21) o(157-192=36) i(214-239=26) o(261-323=14)	o(1-15=15)	o(261-323=63)	15	63	31	24
B0454.2	324	o15-37i61-83o93-115i135-157o192-214i241-263o278-300i	o(1-15=15) i(37-61=25) o(83-93=11) i(115-135=21) o(157-192=36) i(214-241=28) o(263-278=16) i(300-324=25)	o(1-15=15)	i(300-324=25)	15	25	19	24
B0454.3	335	o20-42i63-85o95-117i137-159o198-220i247-269o279-301i	o(1-20=20) i(42-63=22) o(85-95=11) i(117-137=21) o(159-198=40) i(220-247=28) o(269-279=11) i(301-335=35)	o(1-20=20)	i(301-335=35)	20	35	20	26
B0454.4	336	o15-37i50-72o92-114i135-157o197-219i250-272o287-306i	o(1-15=15) i(37-50=14) o(72-92=21) i(114-135=22) o(157-197=41) i(219-250=32) o(272-287=16) i(306-336=31)	o(1-15=15)	i(306-336=31)	15	31	23	24
B0454.5	198	i51-70o80-99i135-157o172-194i	i(1-51=51) o(70-80=11) i(99-135=37) o(157-172=16) i(194-198=5)	i(1-51=51)	i(194-198=5)	51	5	13	31
B0454.6	585	i36-55o59-81i94-116o158-180i192-211o226-248i268-290o316-338i364-383o388-410i443-465o475-497i509-531o535-554i	i(1-36=36) o(55-59=5) i(81-94=14) o(116-158=43) i(180-192=13) o(211-226=16) i(248-268=21) o(290-316=27) i(338-364=27) o(383-388=6) i(410-443=34) o(465-475=11) i(497-509=13) o(531-535=5) i(554-585=32)	i(1-36=36)	i(554-585=32)	36	32	16	23
B0457.1a	1014	o554-576i583-605o615-634i654-676o691-713i742-764o774-796i	o(1-554=554) i(576-583=8) o(605-615=11) i(634-654=21) o(676-691=16) i(713-742=30) o(764-774=11) i(796-1014=219)	o(1-554=554)	i(796-1014=219)	554	219	148	69
B0457.1b	1012	o552-574i581-603o613-632i652-674o689-711i740-762o772-794i	o(1-552=552) i(574-581=8) o(603-613=11) i(632-652=21) o(674-689=16) i(711-740=30) o(762-772=11) i(794-1012=219)	o(1-552=552)	i(794-1012=219)	552	219	147	69
B0464.3	82	o15-37i	o(1-15=15) i(37-82=46)	o(1-15=15)	i(37-82=46)	15	46	15	46
B0464.4	455	i7-29o44-66i346-365o380-402i415-437o	i(1-7=7) o(29-44=16) i(66-346=281) o(365-380=16) i(402-415=14) o(437-455=14)	i(1-7=7)	o(437-455=19)	7	19	17	100
B0464.6	643	i96-118o	i(1-96=96) o(118-643=96)	i(1-96=96)	o(118-643=526)	96	526	526	96
B0478.3	151	i12-34o	i(1-12=12) o(34-151=12)	i(1-12=12)	o(34-151=118)	12	118	118	12
B0491.1	417	i13-35o85-107i145-167o182-204i224-246o282-304i353-375o379-401i	i(1-13=13) o(35-85=51) i(107-145=39) o(167-182=16) i(204-224=21) o(246-282=37) i(304-353=50) o(375-379=5) i(401-417=17)	i(1-13=13)	i(401-417=17)	13	17	27	28
B0491.2	324	i7-29o	i(1-7=7) o(29-324=7)	i(1-7=7)	o(29-324=296)	7	296	296	7
B0491.4	454	o270-292i299-321o331-353i429-451o	o(1-270=270) i(292-299=8) o(321-331=11) i(353-429=77) o(451-454=21)	o(1-270=270)	o(451-454=4)	270	4	95	42
B0491.8a	880	i85-107o127-149i178-197o235-257i270-292o319-338i359-381o433-455i462-484o499-521i533-555o	i(1-85=85) o(107-127=21) i(149-178=30) o(197-235=39) i(257-270=14) o(292-319=28) i(338-359=22) o(381-433=53) i(455-462=8) o(484-499=16) i(521-533=13) o(555-880=13)	i(1-85=85)	o(555-880=326)	85	326	80	28
B0491.8b	875	i85-107o127-149i178-197o235-257i270-292o319-338i359-381o428-450i457-479o494-516i528-550o	i(1-85=85) o(107-127=21) i(149-178=30) o(197-235=39) i(257-270=14) o(292-319=28) i(338-359=22) o(381-428=48) i(450-457=8) o(479-494=16) i(516-528=13) o(550-875=13)	i(1-85=85)	o(550-875=326)	85	326	79	28
B0491.8c	844	i54-76o96-118i147-166o204-226i239-261o288-307i328-350o397-419i426-448o463-485i497-519o	i(1-54=54) o(76-96=21) i(118-147=30) o(166-204=39) i(226-239=14) o(261-288=28) i(307-328=22) o(350-397=48) i(419-426=8) o(448-463=16) i(485-497=13) o(519-844=13)	i(1-54=54)	o(519-844=326)	54	326	79	23
B0495.1	355	o23-45i58-80o100-122i143-165o170-192i228-250o265-287i	o(1-23=23) i(45-58=14) o(80-100=21) i(122-143=22) o(165-170=6) i(192-228=37) o(250-265=16) i(287-355=69)	o(1-23=23)	i(287-355=69)	23	69	16	35
B0495.4	627	i31-53o63-80i92-111o121-143i155-177o187-209i230-252o267-296i317-339o349-371i414-433o	i(1-31=31) o(53-63=11) i(80-92=13) o(111-121=11) i(143-155=13) o(177-187=11) i(209-230=22) o(252-267=16) i(296-317=22) o(339-349=11) i(371-414=44) o(433-627=44)	i(1-31=31)	o(433-627=195)	31	195	42	24
B0495.7	895	i35-57o381-403i424-446o456-473i493-515o519-538i545-567o587-609i616-635o	i(1-35=35) o(57-381=325) i(403-424=22) o(446-456=11) i(473-493=21) o(515-519=5) i(538-545=8) o(567-587=21) i(609-616=8) o(635-895=8)	i(1-35=35)	o(635-895=261)	35	261	124	18
B0495.9	267	i101-123o224-246i	i(1-101=101) o(123-224=102) i(246-267=22)	i(1-101=101)	i(246-267=22)	101	22	102	61
B0496.5	355	o5-27i40-62o82-104i124-146o178-200i221-243o258-280i	o(1-5=5) i(27-40=14) o(62-82=21) i(104-124=21) o(146-178=33) i(200-221=22) o(243-258=16) i(280-355=76)	o(1-5=5)	i(280-355=76)	5	76	18	33
B0496.6	238	o29-51i56-75o113-135i	o(1-29=29) i(51-56=6) o(75-113=39) i(135-238=104)	o(1-29=29)	i(135-238=104)	29	104	34	55
B0507.1	615	i7-24o	i(1-7=7) o(24-615=7)	i(1-7=7)	o(24-615=592)	7	592	592	7
B0507.11	312	o5-27i40-62o77-99i119-141o168-190i239-261o	o(1-5=5) i(27-40=14) o(62-77=16) i(99-119=21) o(141-168=28) i(190-239=50) o(261-312=76)	o(1-5=5)	o(261-312=52)	5	52	25	28
B0511.12a	2245	o38-55i62-84o807-829i834-853o868-890i924-946o972-994i1088-1110o	o(1-38=38) i(55-62=8) o(84-807=724) i(829-834=6) o(853-868=16) i(890-924=35) o(946-972=27) i(994-1088=95) o(1110-2245=8)	o(1-38=38)	o(1110-2245=1136)	38	1136	388	36
B0511.12b	2219	o38-55i62-84o781-803i808-827o842-864i898-920o946-968i1062-1084o	o(1-38=38) i(55-62=8) o(84-781=698) i(803-808=6) o(827-842=16) i(864-898=35) o(920-946=27) i(968-1062=95) o(1084-2219=8)	o(1-38=38)	o(1084-2219=1136)	38	1136	383	36
B0511.13a	464	o10-32i345-367o	o(1-10=10) i(32-345=314) o(367-464=6)	o(1-10=10)	o(367-464=98)	10	98	54	314
B0511.13b	365	i7-29o319-341i	i(1-7=7) o(29-319=291) i(341-365=25)	i(1-7=7)	i(341-365=25)	7	25	291	16
B0511.2	468	i106-128o	i(1-106=106) o(128-468=106)	i(1-106=106)	o(128-468=341)	106	341	341	106
B0513.9a	116	i84-106o	i(1-84=84) o(106-116=84)	i(1-84=84)	o(106-116=11)	84	11	11	84
B0513.9b	113	i81-103o	i(1-81=81) o(103-113=81)	i(1-81=81)	o(103-113=11)	81	11	11	81
B0546.5	243	o44-66i79-101o155-177i198-220o	o(1-44=44) i(66-79=14) o(101-155=55) i(177-198=22) o(220-243=35)	o(1-44=44)	o(220-243=24)	44	24	41	18
B0547.4	335	o5-27i40-62o92-114i127-149o180-202i236-258o268-290i	o(1-5=5) i(27-40=14) o(62-92=31) i(114-127=14) o(149-180=32) i(202-236=35) o(258-268=11) i(290-335=46)	o(1-5=5)	i(290-335=46)	5	46	19	27
B0554.1	67	i7-26o	i(1-7=7) o(26-67=7)	i(1-7=7)	o(26-67=42)	7	42	42	7
B0554.5	468	i7-25o54-76i83-100o105-127i140-162o192-214i253-275o285-307i320-342o362-384i396-415o420-442i	i(1-7=7) o(25-54=30) i(76-83=8) o(100-105=6) i(127-140=14) o(162-192=31) i(214-253=40) o(275-285=11) i(307-320=14) o(342-362=21) i(384-396=13) o(415-420=6) i(442-468=27)	i(1-7=7)	i(442-468=27)	7	27	17	17
B0554.7	491	o54-76i83-105o109-131i144-166o195-217i250-272o282-304i339-358o373-395i415-434o438-460i	o(1-54=54) i(76-83=8) o(105-109=5) i(131-144=14) o(166-195=30) i(217-250=34) o(272-282=11) i(304-339=36) o(358-373=16) i(395-415=21) o(434-438=5) i(460-491=32)	o(1-54=54)	i(460-491=32)	54	32	20	24
B0563.2	287	i21-43o82-104i111-133o255-277i	i(1-21=21) o(43-82=40) i(104-111=8) o(133-255=123) i(277-287=11)	i(1-21=21)	i(277-287=11)	21	11	81	13
B0563.4	276	i77-99o109-129i136-158o163-182i189-211o216-235i	i(1-77=77) o(99-109=11) i(129-136=8) o(158-163=6) i(182-189=8) o(211-216=6) i(235-276=42)	i(1-77=77)	i(235-276=42)	77	42	7	33
B0563.6a	434	i27-49o64-86i107-126o146-168i207-229o256-278i	i(1-27=27) o(49-64=16) i(86-107=22) o(126-146=21) i(168-207=40) o(229-256=28) i(278-434=157)	i(1-27=27)	i(278-434=157)	27	157	21	61
B0563.6b	417	i13-35o50-72i95-117o137-159i198-220o247-269i	i(1-13=13) o(35-50=16) i(72-95=24) o(117-137=21) i(159-198=40) o(220-247=28) i(269-417=149)	i(1-13=13)	i(269-417=149)	13	149	21	56
B0563.6c	421	i27-49o64-86i107-126o146-168i207-229o256-278i	i(1-27=27) o(49-64=16) i(86-107=22) o(126-146=21) i(168-207=40) o(229-256=28) i(278-421=144)	i(1-27=27)	i(278-421=144)	27	144	21	58
B0564.3	450	o31-53i73-90o241-263i275-292o	o(1-31=31) i(53-73=21) o(90-241=152) i(263-275=13) o(292-450=40)	o(1-31=31)	o(292-450=159)	31	159	114	17
B0564.4	421	o31-53i73-90o241-263i275-292o	o(1-31=31) i(53-73=21) o(90-241=152) i(263-275=13) o(292-421=40)	o(1-31=31)	o(292-421=130)	31	130	104	17
BE0003N10.3	1157	i7-29o	i(1-7=7) o(29-1157=7)	i(1-7=7)	o(29-1157=1129)	7	1129	1129	7
BE10.2	505	o56-75i366-388o393-415i420-442o452-471i	o(1-56=56) i(75-366=292) o(388-393=6) i(415-420=6) o(442-452=11) i(471-505=35)	o(1-56=56)	i(471-505=35)	56	35	24	111
C01A2.1a	199	o58-80i	o(1-58=58) i(80-199=120)	o(1-58=58)	i(80-199=120)	58	120	58	120
C01A2.1c	107	i47-69o73-95i	i(1-47=47) o(69-73=5) i(95-107=13)	i(1-47=47)	i(95-107=13)	47	13	5	30
C01A2.2a	220	i62-84o99-121i133-155o170-192i	i(1-62=62) o(84-99=16) i(121-133=13) o(155-170=16) i(192-220=29)	i(1-62=62)	i(192-220=29)	62	29	16	34
C01A2.2b	83	i5-22o32-54i	i(1-5=5) o(22-32=11) i(54-83=30)	i(1-5=5)	i(54-83=30)	5	30	11	17
C01A2.3	366	o104-126i183-200o228-247i267-289o	o(1-104=104) i(126-183=58) o(200-228=29) i(247-267=21) o(289-366=29)	o(1-104=104)	o(289-366=78)	104	78	70	39
C01A2.9	56	i7-29o	i(1-7=7) o(29-56=7)	i(1-7=7)	o(29-56=28)	7	28	28	7
C01B10.10	620	o541-563i597-619o	o(1-541=541) i(563-597=35) o(619-620=21)	o(1-541=541)	o(619-620=2)	541	2	271	35
C01B10.4	580	o538-560i	o(1-538=538) i(560-580=21)	o(1-538=538)	i(560-580=21)	538	21	538	21
C01B10.9	555	o446-468i	o(1-446=446) i(468-555=88)	o(1-446=446)	i(468-555=88)	446	88	446	88
C01B12.1	298	i13-35o	i(1-13=13) o(35-298=13)	i(1-13=13)	o(35-298=264)	13	264	264	13
C01B12.3	612	o32-54i74-96o232-254i274-291o	o(1-32=32) i(54-74=21) o(96-232=137) i(254-274=21) o(291-612=29)	o(1-32=32)	o(291-612=322)	32	322	163	21
C01B12.4	384	o37-59i72-91o96-118i196-218o275-297i	o(1-37=37) i(59-72=14) o(91-96=6) i(118-196=79) o(218-275=58) i(297-384=88)	o(1-37=37)	i(297-384=88)	37	88	33	60
C01B12.5	557	i31-53o68-90i221-243o	i(1-31=31) o(53-68=16) i(90-221=132) o(243-557=132)	i(1-31=31)	o(243-557=315)	31	315	165	81
C01B4.1	352	o6-28i35-57o86-108i129-151o208-230i251-273o286-308i	o(1-6=6) i(28-35=8) o(57-86=30) i(108-129=22) o(151-208=58) i(230-251=22) o(273-286=14) i(308-352=45)	o(1-6=6)	i(308-352=45)	6	45	27	24
C01B4.10	317	i7-29o44-66i90-112o132-154i167-184o197-219i246-268o283-305i	i(1-7=7) o(29-44=16) i(66-90=25) o(112-132=21) i(154-167=14) o(184-197=14) i(219-246=28) o(268-283=16) i(305-317=13)	i(1-7=7)	i(305-317=13)	7	13	16	17
C01B4.3	352	o6-28i35-57o86-108i129-151o208-230i251-273o	o(1-6=6) i(28-35=8) o(57-86=30) i(108-129=22) o(151-208=58) i(230-251=22) o(273-352=28)	o(1-6=6)	o(273-352=80)	6	80	43	17
C01B4.5	327	o10-32i45-67o87-109i130-152o186-208i235-257o272-294i	o(1-10=10) i(32-45=14) o(67-87=21) i(109-130=22) o(152-186=35) i(208-235=28) o(257-272=16) i(294-327=34)	o(1-10=10)	i(294-327=34)	10	34	20	24
C01B4.7	475	i39-61o92-114i119-141o151-173i180-202o212-231i272-294o309-328i341-363o367-389i402-424o434-456i	i(1-39=39) o(61-92=32) i(114-119=6) o(141-151=11) i(173-180=8) o(202-212=11) i(231-272=42) o(294-309=16) i(328-341=14) o(363-367=5) i(389-402=14) o(424-434=11) i(456-475=20)	i(1-39=39)	i(456-475=20)	39	20	14	20
C01B4.8	478	i27-49o89-108i115-137o147-169i176-198o208-227i269-291o301-323i336-358o362-384i397-419o429-451i	i(1-27=27) o(49-89=41) i(108-115=8) o(137-147=11) i(169-176=8) o(198-208=11) i(227-269=43) o(291-301=11) i(323-336=14) o(358-362=5) i(384-397=14) o(419-429=11) i(451-478=28)	i(1-27=27)	i(451-478=28)	27	28	15	20
C01B4.9	544	o42-64i77-99o109-131i138-160o173-195i202-224o343-365i378-400o432-454i467-489o499-521i	o(1-42=42) i(64-77=14) o(99-109=11) i(131-138=8) o(160-173=14) i(195-202=8) o(224-343=120) i(365-378=14) o(400-432=33) i(454-467=14) o(489-499=11) i(521-544=24)	o(1-42=42)	i(521-544=24)	42	24	38	13
C01C10.1	252	i7-29o91-113i126-148o172-194i	i(1-7=7) o(29-91=63) i(113-126=14) o(148-172=25) i(194-252=59)	i(1-7=7)	i(194-252=59)	7	59	44	26
C01C10.3	391	i45-67o	i(1-45=45) o(67-391=45)	i(1-45=45)	o(67-391=325)	45	325	325	45
C01C10.4	281	i13-35o102-124i137-159o182-204i	i(1-13=13) o(35-102=68) i(124-137=14) o(159-182=24) i(204-281=78)	i(1-13=13)	i(204-281=78)	13	78	46	35
C01C4.1	176	i5-22o	i(1-5=5) o(22-176=5)	i(1-5=5)	o(22-176=155)	5	155	155	5
C01F1.2	312	i93-115o	i(1-93=93) o(115-312=93)	i(1-93=93)	o(115-312=198)	93	198	198	93
C01F1.4	333	o10-32i45-67o87-109i129-151o171-193i224-246o261-283i	o(1-10=10) i(32-45=14) o(67-87=21) i(109-129=21) o(151-171=21) i(193-224=32) o(246-261=16) i(283-333=51)	o(1-10=10)	i(283-333=51)	10	51	17	29
C01F6.14	74	i49-71o	i(1-49=49) o(71-74=49)	i(1-49=49)	o(71-74=4)	49	4	4	49
C01F6.2	487	i63-85o	i(1-63=63) o(85-487=63)	i(1-63=63)	o(85-487=403)	63	403	403	63
C01G10.1	1213	o816-838i	o(1-816=816) i(838-1213=376)	o(1-816=816)	i(838-1213=376)	816	376	816	376
C01G10.12	191	i160-179o	i(1-160=160) o(179-191=160)	i(1-160=160)	o(179-191=13)	160	13	13	160
C01G10.15	100	o4-26i	o(1-4=4) i(26-100=75)	o(1-4=4)	i(26-100=75)	4	75	4	75
C01G10.16	78	o5-27i	o(1-5=5) i(27-78=52)	o(1-5=5)	i(27-78=52)	5	52	5	52
C01G10.17	75	o4-26i	o(1-4=4) i(26-75=50)	o(1-4=4)	i(26-75=50)	4	50	4	50
C01G10.18	66	i2-24o	i(1-2=2) o(24-66=2)	i(1-2=2)	o(24-66=43)	2	43	43	2
C01G10.3	324	o25-47i68-90o95-117i129-151o189-211i260-282o	o(1-25=25) i(47-68=22) o(90-95=6) i(117-129=13) o(151-189=39) i(211-260=50) o(282-324=51)	o(1-25=25)	o(282-324=43)	25	43	28	28
C01G10.4	72	o4-26i	o(1-4=4) i(26-72=47)	o(1-4=4)	i(26-72=47)	4	47	4	47
C01G10.5	75	o4-26i	o(1-4=4) i(26-75=50)	o(1-4=4)	i(26-75=50)	4	50	4	50
C01G10.6	89	o4-26i	o(1-4=4) i(26-89=64)	o(1-4=4)	i(26-89=64)	4	64	4	64
C01G12.7	584	o112-134i147-169o189-211i231-253o286-308i329-351o361-383i	o(1-112=112) i(134-147=14) o(169-189=21) i(211-231=21) o(253-286=34) i(308-329=22) o(351-361=11) i(383-584=202)	o(1-112=112)	i(383-584=202)	112	202	44	64
C01G12.8	1049	i111-133o148-167i308-330o340-362i816-838o876-898i977-999o1009-1027i	i(1-111=111) o(133-148=16) i(167-308=142) o(330-340=11) i(362-816=455) o(838-876=39) i(898-977=80) o(999-1009=11) i(1027-1049=23)	i(1-111=111)	i(1027-1049=23)	111	23	19	162
C01G12.9	256	o4-23i	o(1-4=4) i(23-256=234)	o(1-4=4)	i(23-256=234)	4	234	4	234
C01G5.4	1079	o927-949i	o(1-927=927) i(949-1079=131)	o(1-927=927)	i(949-1079=131)	927	131	927	131
C01G5.9	426	i7-29o	i(1-7=7) o(29-426=7)	i(1-7=7)	o(29-426=398)	7	398	398	7
C01G6.1a	290	i16-38o53-75i96-118o152-174i187-209o232-254i	i(1-16=16) o(38-53=16) i(75-96=22) o(118-152=35) i(174-187=14) o(209-232=24) i(254-290=37)	i(1-16=16)	i(254-290=37)	16	37	25	22
C01G6.1b	285	i16-38o53-75i96-118o152-174i187-209o232-254i	i(1-16=16) o(38-53=16) i(75-96=22) o(118-152=35) i(174-187=14) o(209-232=24) i(254-285=32)	i(1-16=16)	i(254-285=32)	16	32	25	21
C01G6.2	215	o10-29i111-129o	o(1-10=10) i(29-111=83) o(129-215=22)	o(1-10=10)	o(129-215=87)	10	87	48	83
C01G6.8a	928	o467-489i	o(1-467=467) i(489-928=440)	o(1-467=467)	i(489-928=440)	467	440	467	440
C01G6.8b	902	o441-463i	o(1-441=441) i(463-902=440)	o(1-441=441)	i(463-902=440)	441	440	441	440
C01G6.8c	769	o308-330i	o(1-308=308) i(330-769=440)	o(1-308=308)	i(330-769=440)	308	440	308	440
