IPI Accession	Length	TMHMM Topography	Length of the Transmembrane Loop(s)	FirstDomain	LastDomain	FirstDomain.Length	LastDomain.Length	Avg Domain.Out	Avg Domain.In
IPI00987402	644	o373-395i	o(1-373=373) i(395-644=250)	o(1-373=373)	i(395-644=250)	373	250	373	250
IPI00126209	529	o372-394i	o(1-372=372) i(394-529=136)	o(1-372=372)	i(394-529=136)	372	136	372	136
IPI00753669	464	o372-394i	o(1-372=372) i(394-464=71)	o(1-372=372)	i(394-464=71)	372	71	372	71
IPI00133062	414	o370-392i	o(1-370=370) i(392-414=23)	o(1-370=370)	i(392-414=23)	370	23	370	23
IPI00459432	404	o370-392i	o(1-370=370) i(392-404=13)	o(1-370=370)	i(392-404=13)	370	13	370	13
IPI00626029	397	o370-392i	o(1-370=370) i(392-397=6)	o(1-370=370)	i(392-397=6)	370	6	370	6
IPI00466738	412	o370-389i	o(1-370=370) i(389-412=24)	o(1-370=370)	i(389-412=24)	370	24	370	24
IPI00223033	803	o369-391i533-555o	o(1-369=369) i(391-533=143) o(555-803=14)	o(1-369=369)	o(555-803=249)	369	249	309	143
IPI01008502	802	o369-391i533-555o	o(1-369=369) i(391-533=143) o(555-802=14)	o(1-369=369)	o(555-802=248)	369	248	308	143
IPI00133486	700	o369-391i400-422o444-466i487-509o529-551i576-598o613-630i	o(1-369=369) i(391-400=10) o(422-444=23) i(466-487=22) o(509-529=21) i(551-576=26) o(598-613=16) i(630-700=71)	o(1-369=369)	i(630-700=71)	369	71	107	32
IPI00133475	432	o369-391i	o(1-369=369) i(391-432=42)	o(1-369=369)	i(391-432=42)	369	42	369	42
IPI00223770	461	o369-391i	o(1-369=369) i(391-461=71)	o(1-369=369)	i(391-461=71)	369	71	369	71
IPI00323928	432	o369-391i	o(1-369=369) i(391-432=42)	o(1-369=369)	i(391-432=42)	369	42	369	42
IPI00828868	900	o368-390i403-422o426-448i468-487o507-529i550-569o579-601i	o(1-368=368) i(390-403=14) o(422-426=5) i(448-468=21) o(487-507=21) i(529-550=22) o(569-579=11) i(601-900=300)	o(1-368=368)	i(601-900=300)	368	300	101	89
IPI00750694	689	o368-390i397-419o447-469i535-557o601-623i630-649o664-683i	o(1-368=368) i(390-397=8) o(419-447=29) i(469-535=67) o(557-601=45) i(623-630=8) o(649-664=16) i(683-689=7)	o(1-368=368)	i(683-689=7)	368	7	114	22
IPI00177145	506	o368-390i397-419o434-456i	o(1-368=368) i(390-397=8) o(419-434=16) i(456-506=51)	o(1-368=368)	i(456-506=51)	368	51	192	29
IPI00130525	438	o368-390i	o(1-368=368) i(390-438=49)	o(1-368=368)	i(390-438=49)	368	49	368	49
IPI00227826	510	o368-390i	o(1-368=368) i(390-510=121)	o(1-368=368)	i(390-510=121)	368	121	368	121
IPI00762691	801	o367-389i532-554o	o(1-367=367) i(389-532=144) o(554-801=51)	o(1-367=367)	o(554-801=248)	367	248	307	144
IPI00126264	801	o367-389i531-553o	o(1-367=367) i(389-531=143) o(553-801=51)	o(1-367=367)	o(553-801=249)	367	249	308	143
IPI01016233	800	o367-389i531-553o	o(1-367=367) i(389-531=143) o(553-800=51)	o(1-367=367)	o(553-800=248)	367	248	307	143
IPI00463589	1172	o367-389i410-432o844-866i920-942o957-979i991-1013o1028-1050i	o(1-367=367) i(389-410=22) o(432-844=413) i(866-920=55) o(942-957=16) i(979-991=13) o(1013-1028=16) i(1050-1172=123)	o(1-367=367)	i(1050-1172=123)	367	123	203	53
IPI00750917	1107	o367-389i410-432o844-866i920-942o957-979i991-1013o1028-1050i	o(1-367=367) i(389-410=22) o(432-844=413) i(866-920=55) o(942-957=16) i(979-991=13) o(1013-1028=16) i(1050-1107=58)	o(1-367=367)	i(1050-1107=58)	367	58	203	37
IPI00751474	1205	o367-389i410-432o844-866i920-942o957-979i991-1013o1028-1050i	o(1-367=367) i(389-410=22) o(432-844=413) i(866-920=55) o(942-957=16) i(979-991=13) o(1013-1028=16) i(1050-1205=156)	o(1-367=367)	i(1050-1205=156)	367	156	203	61
IPI00808236	902	o367-389i396-418o433-455i467-489o504-521i	o(1-367=367) i(389-396=8) o(418-433=16) i(455-467=13) o(489-504=16) i(521-902=382)	o(1-367=367)	i(521-902=382)	367	382	133	134
IPI00108565	394	o367-389i	o(1-367=367) i(389-394=6)	o(1-367=367)	i(389-394=6)	367	6	367	6
IPI00322234	390	o367-389i	o(1-367=367) i(389-390=2)	o(1-367=367)	i(389-390=2)	367	2	367	2
IPI00850457	435	o367-389i	o(1-367=367) i(389-435=47)	o(1-367=367)	i(389-435=47)	367	47	367	47
IPI00894985	390	o367-389i	o(1-367=367) i(389-390=2)	o(1-367=367)	i(389-390=2)	367	2	367	2
IPI01027791	435	o367-389i	o(1-367=367) i(389-435=47)	o(1-367=367)	i(389-435=47)	367	47	367	47
IPI00117040	809	o367-386i407-424o434-453i474-493o508-530i553-575o602-624i636-658o	o(1-367=367) i(386-407=22) o(424-434=11) i(453-474=22) o(493-508=16) i(530-553=24) o(575-602=28) i(624-636=13) o(658-809=14)	o(1-367=367)	o(658-809=152)	367	152	114	20
IPI00117530	692	o367-386i398-420o443-465i489-511o531-553i574-596o606-628i	o(1-367=367) i(386-398=13) o(420-443=24) i(465-489=25) o(511-531=21) i(553-574=22) o(596-606=11) i(628-692=65)	o(1-367=367)	i(628-692=65)	367	65	105	31
IPI00126144	405	o366-388i	o(1-366=366) i(388-405=18)	o(1-366=366)	i(388-405=18)	366	18	366	18
IPI00279077	106	o36-58i83-105o	o(1-36=36) i(58-83=26) o(105-106=25)	o(1-36=36)	o(105-106=2)	36	2	19	26
IPI00473587	106	o36-58i83-105o	o(1-36=36) i(58-83=26) o(105-106=25)	o(1-36=36)	o(105-106=2)	36	2	19	26
IPI00988878	165	o36-58i79-101o	o(1-36=36) i(58-79=22) o(101-165=25)	o(1-36=36)	o(101-165=65)	36	65	50	22
IPI00226537	364	o36-58i78-100o126-148i161-183o212-234i262-284o304-323i	o(1-36=36) i(58-78=21) o(100-126=27) i(148-161=14) o(183-212=30) i(234-262=29) o(284-304=21) i(323-364=42)	o(1-36=36)	i(323-364=42)	36	42	28	26
IPI00880749	194	o36-58i78-100o115-137i144-166o	o(1-36=36) i(58-78=21) o(100-115=16) i(137-144=8) o(166-194=29)	o(1-36=36)	o(166-194=29)	36	29	27	14
IPI00114853	400	o36-58i71-93o108-130i151-170o208-227i291-313o323-345i	o(1-36=36) i(58-71=14) o(93-108=16) i(130-151=22) o(170-208=39) i(227-291=65) o(313-323=11) i(345-400=56)	o(1-36=36)	i(345-400=56)	36	56	25	39
IPI00228756	404	o36-58i71-93o108-130i151-170o208-227i291-313o323-345i	o(1-36=36) i(58-71=14) o(93-108=16) i(130-151=22) o(170-208=39) i(227-291=65) o(313-323=11) i(345-404=60)	o(1-36=36)	i(345-404=60)	36	60	25	40
IPI00340310	337	o36-58i71-93o108-130i150-172o203-225i253-270o285-307i	o(1-36=36) i(58-71=14) o(93-108=16) i(130-150=21) o(172-203=32) i(225-253=29) o(270-285=16) i(307-337=31)	o(1-36=36)	i(307-337=31)	36	31	25	23
IPI00122200	361	o36-58i71-93o108-127i147-169o194-216i237-259o	o(1-36=36) i(58-71=14) o(93-108=16) i(127-147=21) o(169-194=26) i(216-237=22) o(259-361=31)	o(1-36=36)	o(259-361=103)	36	103	45	19
IPI00515273	347	o36-58i70-92o112-129i149-171o201-223i261-283o298-320i	o(1-36=36) i(58-70=13) o(92-112=21) i(129-149=21) o(171-201=31) i(223-261=39) o(283-298=16) i(320-347=28)	o(1-36=36)	i(320-347=28)	36	28	26	25
IPI00162989	319	o36-58i70-92o107-129i150-172o213-235i248-270o280-302i	o(1-36=36) i(58-70=13) o(92-107=16) i(129-150=22) o(172-213=42) i(235-248=14) o(270-280=11) i(302-319=18)	o(1-36=36)	i(302-319=18)	36	18	26	16
IPI01008578	319	o36-58i70-92o107-129i150-172o213-235i248-270o280-302i	o(1-36=36) i(58-70=13) o(92-107=16) i(129-150=22) o(172-213=42) i(235-248=14) o(270-280=11) i(302-319=18)	o(1-36=36)	i(302-319=18)	36	18	26	16
IPI00127945	318	o36-58i70-92o107-129i150-172o212-234i247-269o279-301i	o(1-36=36) i(58-70=13) o(92-107=16) i(129-150=22) o(172-212=41) i(234-247=14) o(269-279=11) i(301-318=18)	o(1-36=36)	i(301-318=18)	36	18	26	16
IPI00380661	326	o36-58i70-92o107-129i150-172o210-232i245-267o282-304i	o(1-36=36) i(58-70=13) o(92-107=16) i(129-150=22) o(172-210=39) i(232-245=14) o(267-282=16) i(304-326=23)	o(1-36=36)	i(304-326=23)	36	23	26	18
IPI00125844	317	o36-58i70-92o107-129i150-172o209-231i252-269o279-301i	o(1-36=36) i(58-70=13) o(92-107=16) i(129-150=22) o(172-209=38) i(231-252=22) o(269-279=11) i(301-317=17)	o(1-36=36)	i(301-317=17)	36	17	25	18
IPI00331278	384	o36-58i70-92o107-129i150-172o199-221i251-273o288-310i	o(1-36=36) i(58-70=13) o(92-107=16) i(129-150=22) o(172-199=28) i(221-251=31) o(273-288=16) i(310-384=75)	o(1-36=36)	i(310-384=75)	36	75	24	35
IPI00127762	319	o36-58i70-92o107-129i149-171o208-230i250-272o282-304i	o(1-36=36) i(58-70=13) o(92-107=16) i(129-149=21) o(171-208=38) i(230-250=21) o(272-282=11) i(304-319=16)	o(1-36=36)	i(304-319=16)	36	16	25	17
IPI00226768	366	o36-58i70-92o107-128i148-170o201-223i244-266o288-310i	o(1-36=36) i(58-70=13) o(92-107=16) i(128-148=21) o(170-201=32) i(223-244=22) o(266-288=23) i(310-366=57)	o(1-36=36)	i(310-366=57)	36	57	26	28
IPI00312494	354	o36-58i70-92o107-126i146-168o201-223i236-258o	o(1-36=36) i(58-70=13) o(92-107=16) i(126-146=21) o(168-201=34) i(223-236=14) o(258-354=57)	o(1-36=36)	o(258-354=97)	36	97	45	16
IPI00986430	123	o36-58i70-92o105-122i	o(1-36=36) i(58-70=13) o(92-105=14) i(122-123=2)	o(1-36=36)	i(122-123=2)	36	2	25	7
IPI00110755	188	o36-58i70-92o	o(1-36=36) i(58-70=13) o(92-188=2)	o(1-36=36)	o(92-188=97)	36	97	66	13
IPI00113807	353	o36-58i70-89o109-131i152-174o194-216i237-259o279-301i	o(1-36=36) i(58-70=13) o(89-109=21) i(131-152=22) o(174-194=21) i(216-237=22) o(259-279=21) i(301-353=53)	o(1-36=36)	i(301-353=53)	36	53	24	27
IPI00848563	320	o36-58i70-87o107-129i150-172o208-230i250-272o277-299i	o(1-36=36) i(58-70=13) o(87-107=21) i(129-150=22) o(172-208=37) i(230-250=21) o(272-277=6) i(299-320=22)	o(1-36=36)	i(299-320=22)	36	22	25	19
IPI00312996	319	o36-58i65-87o107-129i149-171o211-233i246-268o283-300i	o(1-36=36) i(58-65=8) o(87-107=21) i(129-149=21) o(171-211=41) i(233-246=14) o(268-283=16) i(300-319=20)	o(1-36=36)	i(300-319=20)	36	20	28	15
IPI00131264	324	o36-58i65-87o102-124i149-171o186-205i226-248o263-285i	o(1-36=36) i(58-65=8) o(87-102=16) i(124-149=26) o(171-186=16) i(205-226=22) o(248-263=16) i(285-324=40)	o(1-36=36)	i(285-324=40)	36	40	21	24
IPI00970070	110	o36-58i65-87o	o(1-36=36) i(58-65=8) o(87-110=26)	o(1-36=36)	o(87-110=24)	36	24	30	8
IPI00649568	319	o36-58i264-286o296-318i	o(1-36=36) i(58-264=207) o(286-296=11) i(318-319=2)	o(1-36=36)	i(318-319=2)	36	2	23	104
IPI00467976	868	o36-58i100-122o166-188i209-231o241-260i272-291o311-330i343-365o380-402i415-432o442-464i477-499o519-538i657-679o689-711i	o(1-36=36) i(58-100=43) o(122-166=45) i(188-209=22) o(231-241=11) i(260-272=13) o(291-311=21) i(330-343=14) o(365-380=16) i(402-415=14) o(432-442=11) i(464-477=14) o(499-519=21) i(538-657=120) o(679-689=11) i(711-868=158)	o(1-36=36)	i(711-868=158)	36	158	21	49
IPI00662454	706	o36-58i100-122o166-188i209-231o241-260i272-291o311-330i343-365o380-402i415-432o442-464i477-499o519-538i657-679o	o(1-36=36) i(58-100=43) o(122-166=45) i(188-209=22) o(231-241=11) i(260-272=13) o(291-311=21) i(330-343=14) o(365-380=16) i(402-415=14) o(432-442=11) i(464-477=14) o(499-519=21) i(538-657=120) o(679-706=158)	o(1-36=36)	o(679-706=28)	36	28	23	34
IPI00622285	840	o36-58i100-122o164-186i207-229o272-291i311-330o340-362i382-404o414-436i449-471o491-510i629-651o661-683i	o(1-36=36) i(58-100=43) o(122-164=43) i(186-207=22) o(229-272=44) i(291-311=21) o(330-340=11) i(362-382=21) o(404-414=11) i(436-449=14) o(471-491=21) i(510-629=120) o(651-661=11) i(683-840=158)	o(1-36=36)	i(683-840=158)	36	158	25	57
IPI00123969	170	o36-58i	o(1-36=36) i(58-170=113)	o(1-36=36)	i(58-170=113)	36	113	36	113
IPI00130854	68	o36-58i	o(1-36=36) i(58-68=11)	o(1-36=36)	i(58-68=11)	36	11	36	11
IPI00406892	152	o36-58i	o(1-36=36) i(58-152=95)	o(1-36=36)	i(58-152=95)	36	95	36	95
IPI00457953	132	o36-58i	o(1-36=36) i(58-132=75)	o(1-36=36)	i(58-132=75)	36	75	36	75
IPI00474130	71	o36-58i	o(1-36=36) i(58-71=14)	o(1-36=36)	i(58-71=14)	36	14	36	14
IPI00651783	86	o36-58i	o(1-36=36) i(58-86=29)	o(1-36=36)	i(58-86=29)	36	29	36	29
IPI00652461	79	o36-58i	o(1-36=36) i(58-79=22)	o(1-36=36)	i(58-79=22)	36	22	36	22
IPI00848572	68	o36-58i	o(1-36=36) i(58-68=11)	o(1-36=36)	i(58-68=11)	36	11	36	11
IPI00849629	68	o36-58i	o(1-36=36) i(58-68=11)	o(1-36=36)	i(58-68=11)	36	11	36	11
IPI00970620	72	o36-58i	o(1-36=36) i(58-72=15)	o(1-36=36)	i(58-72=15)	36	15	36	15
IPI00970681	76	o36-58i	o(1-36=36) i(58-76=19)	o(1-36=36)	i(58-76=19)	36	19	36	19
IPI00985899	68	o36-58i	o(1-36=36) i(58-68=11)	o(1-36=36)	i(58-68=11)	36	11	36	11
IPI00221504	360	o36-55i62-81o91-113i118-140o145-167i180-202o217-236i	o(1-36=36) i(55-62=8) o(81-91=11) i(113-118=6) o(140-145=6) i(167-180=14) o(202-217=16) i(236-360=125)	o(1-36=36)	i(236-360=125)	36	125	17	38
IPI00109622	68	o36-54i	o(1-36=36) i(54-68=15)	o(1-36=36)	i(54-68=15)	36	15	36	15
IPI00309888	1121	o36-53i60-82o823-842i849-866o934-956i968-990o1010-1029i	o(1-36=36) i(53-60=8) o(82-823=742) i(842-849=8) o(866-934=69) i(956-968=13) o(990-1010=21) i(1029-1121=93)	o(1-36=36)	i(1029-1121=93)	36	93	217	30
IPI00224827	2122	o36-53i60-82o823-842i849-866o881-902i934-956o976-998i1011-1030o1080-1102i1104-1126o	o(1-36=36) i(53-60=8) o(82-823=742) i(842-849=8) o(866-881=16) i(902-934=33) o(956-976=21) i(998-1011=14) o(1030-1080=51) i(1102-1104=3) o(1126-2122=120)	o(1-36=36)	o(1126-2122=997)	36	997	310	13
IPI00169975	440	o364-386i	o(1-364=364) i(386-440=55)	o(1-364=364)	i(386-440=55)	364	55	364	55
IPI00321951	461	o364-386i	o(1-364=364) i(386-461=76)	o(1-364=364)	i(386-461=76)	364	76	364	76
IPI00762914	391	o364-386i	o(1-364=364) i(386-391=6)	o(1-364=364)	i(386-391=6)	364	6	364	6
IPI00828856	391	o364-386i	o(1-364=364) i(386-391=6)	o(1-364=364)	i(386-391=6)	364	6	364	6
IPI00955063	391	o364-386i	o(1-364=364) i(386-391=6)	o(1-364=364)	i(386-391=6)	364	6	364	6
IPI00111073	395	o364-383i	o(1-364=364) i(383-395=13)	o(1-364=364)	i(383-395=13)	364	13	364	13
IPI00126188	460	o363-385i	o(1-363=363) i(385-460=76)	o(1-363=363)	i(385-460=76)	363	76	363	76
IPI00130995	614	o363-385i	o(1-363=363) i(385-614=230)	o(1-363=363)	i(385-614=230)	363	230	363	230
IPI00129015	420	o363-382i387-406o	o(1-363=363) i(382-387=6) o(406-420=8)	o(1-363=363)	o(406-420=15)	363	15	189	6
IPI00229960	827	o362-384i	o(1-362=362) i(384-827=444)	o(1-362=362)	i(384-827=444)	362	444	362	444
IPI00399458	382	o362-381i	o(1-362=362) i(381-382=2)	o(1-362=362)	i(381-382=2)	362	2	362	2
IPI00115125	458	o361-383i	o(1-361=361) i(383-458=76)	o(1-361=361)	i(383-458=76)	361	76	361	76
IPI00857780	430	o361-383i	o(1-361=361) i(383-430=48)	o(1-361=361)	i(383-430=48)	361	48	361	48
IPI00169811	898	o360-382i499-521o	o(1-360=360) i(382-499=118) o(521-898=8)	o(1-360=360)	o(521-898=378)	360	378	369	118
IPI00124823	570	o360-382i	o(1-360=360) i(382-570=189)	o(1-360=360)	i(382-570=189)	360	189	360	189
IPI00330021	621	o360-382i	o(1-360=360) i(382-621=240)	o(1-360=360)	i(382-621=240)	360	240	360	240
IPI00461967	428	o360-382i	o(1-360=360) i(382-428=47)	o(1-360=360)	i(382-428=47)	360	47	360	47
IPI00468202	426	o360-382i	o(1-360=360) i(382-426=45)	o(1-360=360)	i(382-426=45)	360	45	360	45
IPI00653610	640	o360-382i	o(1-360=360) i(382-640=259)	o(1-360=360)	i(382-640=259)	360	259	360	259
IPI00855192	400	o360-382i	o(1-360=360) i(382-400=19)	o(1-360=360)	i(382-400=19)	360	19	360	19
IPI00895506	400	o360-382i	o(1-360=360) i(382-400=19)	o(1-360=360)	i(382-400=19)	360	19	360	19
IPI00122155	410	o359-381i	o(1-359=359) i(381-410=30)	o(1-359=359)	i(381-410=30)	359	30	359	30
IPI00112683	686	o357-379i	o(1-357=357) i(379-686=308)	o(1-357=357)	i(379-686=308)	357	308	357	308
IPI00938483	732	o356-378i399-421o	o(1-356=356) i(378-399=22) o(421-732=8)	o(1-356=356)	o(421-732=312)	356	312	334	22
IPI00463026	696	o356-378i	o(1-356=356) i(378-696=319)	o(1-356=356)	i(378-696=319)	356	319	356	319
IPI00221617	299	o35-57i78-100o115-137i	o(1-35=35) i(57-78=22) o(100-115=16) i(137-299=163)	o(1-35=35)	i(137-299=163)	35	163	25	92
IPI00346705	732	o35-57i70-92o155-177i189-211o	o(1-35=35) i(57-70=14) o(92-155=64) i(177-189=13) o(211-732=33)	o(1-35=35)	o(211-732=522)	35	522	207	13
IPI00875304	416	o35-57i70-92o112-134i155-174o214-236i298-315o335-357i	o(1-35=35) i(57-70=14) o(92-112=21) i(134-155=22) o(174-214=41) i(236-298=63) o(315-335=21) i(357-416=60)	o(1-35=35)	i(357-416=60)	35	60	29	39
IPI00828702	416	o35-57i70-92o112-134i155-174o206-228i298-315o335-357i	o(1-35=35) i(57-70=14) o(92-112=21) i(134-155=22) o(174-206=33) i(228-298=71) o(315-335=21) i(357-416=60)	o(1-35=35)	i(357-416=60)	35	60	27	41
IPI00346625	417	o35-57i70-92o112-131i152-174o	o(1-35=35) i(57-70=14) o(92-112=21) i(131-152=22) o(174-417=71)	o(1-35=35)	o(174-417=244)	35	244	100	18
IPI00114738	364	o35-57i70-92o107-129i153-175o213-235i255-277o292-314i	o(1-35=35) i(57-70=14) o(92-107=16) i(129-153=25) o(175-213=39) i(235-255=21) o(277-292=16) i(314-364=51)	o(1-35=35)	i(314-364=51)	35	51	26	27
IPI00125107	321	o35-57i70-92o107-129i150-172o212-234i247-269o279-298i	o(1-35=35) i(57-70=14) o(92-107=16) i(129-150=22) o(172-212=41) i(234-247=14) o(269-279=11) i(298-321=24)	o(1-35=35)	i(298-321=24)	35	24	25	18
IPI00347045	317	o35-57i70-92o107-129i149-171o213-235i247-269o284-301i	o(1-35=35) i(57-70=14) o(92-107=16) i(129-149=21) o(171-213=43) i(235-247=13) o(269-284=16) i(301-317=17)	o(1-35=35)	i(301-317=17)	35	17	27	16
IPI00127306	319	o35-57i70-92o107-129i149-171o213-235i	o(1-35=35) i(57-70=14) o(92-107=16) i(129-149=21) o(171-213=43) i(235-319=85)	o(1-35=35)	i(235-319=85)	35	85	31	40
IPI00605624	353	o35-57i70-92o107-129i149-171o198-220i256-278o283-305i	o(1-35=35) i(57-70=14) o(92-107=16) i(129-149=21) o(171-198=28) i(220-256=37) o(278-283=6) i(305-353=49)	o(1-35=35)	i(305-353=49)	35	49	21	30
IPI00620182	377	o35-57i70-92o107-129i149-171o198-220i256-278o283-305i	o(1-35=35) i(57-70=14) o(92-107=16) i(129-149=21) o(171-198=28) i(220-256=37) o(278-283=6) i(305-377=73)	o(1-35=35)	i(305-377=73)	35	73	21	36
IPI00991012	130	o35-57i70-92o107-129i	o(1-35=35) i(57-70=14) o(92-107=16) i(129-130=2)	o(1-35=35)	i(129-130=2)	35	2	25	8
IPI00131251	407	o35-57i70-92o107-128i149-168o203-225i246-268o283-305i	o(1-35=35) i(57-70=14) o(92-107=16) i(128-149=22) o(168-203=36) i(225-246=22) o(268-283=16) i(305-407=103)	o(1-35=35)	i(305-407=103)	35	103	25	40
IPI00420197	321	o35-57i70-92o107-126i206-228o248-270i277-299o	o(1-35=35) i(57-70=14) o(92-107=16) i(126-206=81) o(228-248=21) i(270-277=8) o(299-321=103)	o(1-35=35)	o(299-321=23)	35	23	23	34
IPI00754009	327	o35-57i70-92o107-126i147-169o206-228i241-263o278-300i	o(1-35=35) i(57-70=14) o(92-107=16) i(126-147=22) o(169-206=38) i(228-241=14) o(263-278=16) i(300-327=28)	o(1-35=35)	i(300-327=28)	35	28	26	19
IPI00128996	354	o35-57i70-92o107-126i147-169o198-220i233-255o275-297i	o(1-35=35) i(57-70=14) o(92-107=16) i(126-147=22) o(169-198=30) i(220-233=14) o(255-275=21) i(297-354=58)	o(1-35=35)	i(297-354=58)	35	58	25	27
IPI00131195	382	o35-57i70-92o107-126i146-168o211-230i243-265o285-307i	o(1-35=35) i(57-70=14) o(92-107=16) i(126-146=21) o(168-211=44) i(230-243=14) o(265-285=21) i(307-382=76)	o(1-35=35)	i(307-382=76)	35	76	29	31
IPI00127910	317	o35-57i70-89o109-128i149-171o208-230i250-269o279-301i	o(1-35=35) i(57-70=14) o(89-109=21) i(128-149=22) o(171-208=38) i(230-250=21) o(269-279=11) i(301-317=17)	o(1-35=35)	i(301-317=17)	35	17	26	18
IPI00127579	318	o35-57i69-91o111-133i153-172o208-230i243-265o280-302i	o(1-35=35) i(57-69=13) o(91-111=21) i(133-153=21) o(172-208=37) i(230-243=14) o(265-280=16) i(302-318=17)	o(1-35=35)	i(302-318=17)	35	17	27	16
IPI00127585	321	o35-57i69-91o106-128i148-170o208-230i243-265o280-302i	o(1-35=35) i(57-69=13) o(91-106=16) i(128-148=21) o(170-208=39) i(230-243=14) o(265-280=16) i(302-321=20)	o(1-35=35)	i(302-321=20)	35	20	26	17
IPI00127605	321	o35-57i69-91o106-128i148-170o208-230i243-265o280-302i	o(1-35=35) i(57-69=13) o(91-106=16) i(128-148=21) o(170-208=39) i(230-243=14) o(265-280=16) i(302-321=20)	o(1-35=35)	i(302-321=20)	35	20	26	17
IPI00221872	347	o35-57i69-91o106-128i148-170o201-223i244-266o281-300i	o(1-35=35) i(57-69=13) o(91-106=16) i(128-148=21) o(170-201=32) i(223-244=22) o(266-281=16) i(300-347=48)	o(1-35=35)	i(300-347=48)	35	48	24	26
IPI00128628	352	o35-57i69-91o106-128i148-170o193-215i228-250o270-287i	o(1-35=35) i(57-69=13) o(91-106=16) i(128-148=21) o(170-193=24) i(215-228=14) o(250-270=21) i(287-352=66)	o(1-35=35)	i(287-352=66)	35	66	24	28
IPI00126004	320	o35-57i69-91o106-128i140-162o210-232i245-267o282-300i	o(1-35=35) i(57-69=13) o(91-106=16) i(128-140=13) o(162-210=49) i(232-245=14) o(267-282=16) i(300-320=21)	o(1-35=35)	i(300-320=21)	35	21	29	15
IPI00127921	322	o35-57i69-91o106-128i140-162o207-229i249-268o283-301i	o(1-35=35) i(57-69=13) o(91-106=16) i(128-140=13) o(162-207=46) i(229-249=21) o(268-283=16) i(301-322=22)	o(1-35=35)	i(301-322=22)	35	22	28	17
IPI00127888	329	o35-57i69-88o108-130i151-173o210-232i245-267o282-304i	o(1-35=35) i(57-69=13) o(88-108=21) i(130-151=22) o(173-210=38) i(232-245=14) o(267-282=16) i(304-329=26)	o(1-35=35)	i(304-329=26)	35	26	27	18
IPI00127961	317	o35-57i69-88o108-130i150-172o206-228i249-271o281-303i	o(1-35=35) i(57-69=13) o(88-108=21) i(130-150=21) o(172-206=35) i(228-249=22) o(271-281=11) i(303-317=15)	o(1-35=35)	i(303-317=15)	35	15	25	17
IPI00131027	322	o35-57i64-86o99-121i142-159o174-196i217-239o259-281i	o(1-35=35) i(57-64=8) o(86-99=14) i(121-142=22) o(159-174=16) i(196-217=22) o(239-259=21) i(281-322=42)	o(1-35=35)	i(281-322=42)	35	42	21	23
IPI00867905	703	o35-57i64-86o90-112i119-141o151-173i180-202o229-251i263-285o305-327i358-375o379-401i583-605o610-632i	o(1-35=35) i(57-64=8) o(86-90=5) i(112-119=8) o(141-151=11) i(173-180=8) o(202-229=28) i(251-263=13) o(285-305=21) i(327-358=32) o(375-379=5) i(401-583=183) o(605-610=6) i(632-703=72)	o(1-35=35)	i(632-703=72)	35	72	15	46
IPI00621431	339	o35-57i64-86o101-132i145-167o177-199i222-244o264-286i	o(1-35=35) i(57-64=8) o(86-101=16) i(132-145=14) o(167-177=11) i(199-222=24) o(244-264=21) i(286-339=54)	o(1-35=35)	i(286-339=54)	35	54	20	25
IPI00987891	339	o35-57i64-86o101-132i145-167o177-199i222-244o264-286i	o(1-35=35) i(57-64=8) o(86-101=16) i(132-145=14) o(167-177=11) i(199-222=24) o(244-264=21) i(286-339=54)	o(1-35=35)	i(286-339=54)	35	54	20	25
IPI00915521	1498	o35-57i64-86o101-123i130-152o172-190i302-324o344-366i425-447o451-468i534-556o984-1006i1047-1069o1074-1096i1165-1187o	o(1-35=35) i(57-64=8) o(86-101=16) i(123-130=8) o(152-172=21) i(190-302=113) o(324-344=21) i(366-425=60) o(447-451=5) i(468-534=67) o(556-984=429) i(1006-1047=42) o(1069-1074=6) i(1096-1165=70) o(1187-1498=158)	o(1-35=35)	o(1187-1498=312)	35	312	105	52
IPI00330966	1523	o35-57i64-86o101-123i130-152o172-190i302-324o344-366i425-447o451-468i534-556o1009-1031i1072-1094o1099-1121i1190-1212o	o(1-35=35) i(57-64=8) o(86-101=16) i(123-130=8) o(152-172=21) i(190-302=113) o(324-344=21) i(366-425=60) o(447-451=5) i(468-534=67) o(556-1009=454) i(1031-1072=42) o(1094-1099=6) i(1121-1190=70) o(1212-1523=158)	o(1-35=35)	o(1212-1523=312)	35	312	108	52
IPI00874883	1522	o35-57i64-86o101-123i130-152o172-190i302-324o344-366i425-447o451-468i534-556o1008-1030i1071-1093o1098-1120i1189-1211o	o(1-35=35) i(57-64=8) o(86-101=16) i(123-130=8) o(152-172=21) i(190-302=113) o(324-344=21) i(366-425=60) o(447-451=5) i(468-534=67) o(556-1008=453) i(1030-1071=42) o(1093-1098=6) i(1120-1189=70) o(1211-1522=158)	o(1-35=35)	o(1211-1522=312)	35	312	108	52
IPI00229764	593	o35-57i62-79o83-100i107-129o181-198i233-255o290-312i325-347o362-384i389-411o426-448i	o(1-35=35) i(57-62=6) o(79-83=5) i(100-107=8) o(129-181=53) i(198-233=36) o(255-290=36) i(312-325=14) o(347-362=16) i(384-389=6) o(411-426=16) i(448-593=146)	o(1-35=35)	i(448-593=146)	35	146	26	36
