ID	Description	Protein Length	TMHMM Topology	Loop Length Info	List of Sequons and Locations
P00395	COX1_HUMAN Cytochrome c oxidase subunit 1 OS=Homo sapiens GN=MT-CO1 PE=1 SV=1	513	i20-42o57-79i100-122o147-169i182-204o236-258i271-293o303-325i337-359o374-396i409-431o451-473i	i(1-20=20) o(42-57=16) i(79-100=22) o(122-147=26) i(169-182=14) o(204-236=33) i(258-271=14) o(293-303=11) i(325-337=13) o(359-374=16) i(396-409=14) o(431-451=21) i(473-513=41)	NMS(99)/i NYS(135)/o NTT(216)/o NSS(360)/o NLT(422)/m 
O43657	TSN6_HUMAN Tetraspanin-6 OS=Homo sapiens GN=TSPAN6 PE=1 SV=1	245	i20-42o57-79i92-114o211-233i	i(1-20=20) o(42-57=16) i(79-92=14) o(114-211=98) i(233-245=13)	NST(134)/o 
P48509	CD151_HUMAN CD151 antigen OS=Homo sapiens GN=CD151 PE=1 SV=3	253	i20-42o57-79i92-114o222-244i	i(1-20=20) o(42-57=16) i(79-92=14) o(114-222=109) i(244-253=10)	NNS(159)/o 
Q13258	PD2R_HUMAN Prostaglandin D2 receptor OS=Homo sapiens GN=PTGDR PE=2 SV=2	359	i20-42o62-84i104-126o146-168i194-216o265-287i308-330o	i(1-20=20) o(42-62=21) i(84-104=21) o(126-146=21) i(168-194=27) o(216-265=50) i(287-308=22) o(330-359=22)	NTT(10)/i NRS(90)/i NRT(297)/i NST(351)/o 
Q8NG11	TSN14_HUMAN Tetraspanin-14 OS=Homo sapiens GN=TSPAN14 PE=1 SV=1	270	i20-42o62-84i91-113o233-255i	i(1-20=20) o(42-62=21) i(84-91=8) o(113-233=121) i(255-270=16)	NCS(169)/o 
P62079	TSN5_HUMAN Tetraspanin-5 OS=Homo sapiens GN=TSPAN5 PE=2 SV=1	268	i20-42o62-84i93-115o235-257i	i(1-20=20) o(42-62=21) i(84-93=10) o(115-235=121) i(257-268=12)	NIS(49)/o NCT(169)/o NAS(174)/o NLT(232)/o 
Q96FV3	TSN17_HUMAN Tetraspanin-17 OS=Homo sapiens GN=TSPAN17 PE=2 SV=2	270	i20-42o64-86i95-117o234-256i	i(1-20=20) o(42-64=23) i(86-95=10) o(117-234=118) i(256-270=15)	NIS(51)/o NCT(171)/o 
Q8N5G2	MACOI_HUMAN Macoilin OS=Homo sapiens GN=TMEM57 PE=1 SV=1	664	i20-42o75-97i119-138o153-175i	i(1-20=20) o(42-75=34) i(97-119=23) o(138-153=16) i(175-664=490)	NAS(324)/i NSS(330)/i NGS(340)/i NIS(452)/i NAS(655)/i 
Q9UKL4	CXD2_HUMAN Gap junction delta-2 protein OS=Homo sapiens GN=GJD2 PE=2 SV=1	321	i20-42o76-98i198-220o253-275i	i(1-20=20) o(42-76=35) i(98-198=101) o(220-253=34) i(275-321=47)	NTS(159)/i 
P35212	CXA4_HUMAN Gap junction alpha-4 protein OS=Homo sapiens GN=GJA4 PE=1 SV=3	333	i20-42o77-99i208-230o	i(1-20=20) o(42-77=36) i(99-208=110) o(230-333=110)	NLT(293)/o 
Q8NFK1	CXG3_HUMAN Gap junction gamma-3 protein OS=Homo sapiens GN=GJC3 PE=2 SV=1	279	i20-42o78-100i197-219o	i(1-20=20) o(42-78=37) i(100-197=98) o(219-279=98)	NLS(181)/i 
P14672	GTR4_HUMAN Solute carrier family 2, facilitated glucose transporter member 4 OS=Homo sapiens GN=SLC2A4 PE=1 SV=1	509	i20-42o79-101i113-135o139-161i168-190o200-222i288-307o322-344i351-373o383-405i418-440o444-466i	i(1-20=20) o(42-79=38) i(101-113=13) o(135-139=5) i(161-168=8) o(190-200=11) i(222-288=67) o(307-322=16) i(344-351=8) o(373-383=11) i(405-418=14) o(440-444=5) i(466-509=44)	NET(57)/o NWT(427)/m 
Q9BTX1	NDC1_HUMAN Nucleoporin NDC1 OS=Homo sapiens GN=TMEM48 PE=1 SV=2	674	i20-45o65-87i167-186o221-243i264-286o	i(1-20=20) o(45-65=21) i(87-167=81) o(186-221=36) i(243-264=22) o(286-674=22)	NLS(266)/m NWT(361)/o 
P51689	ARSD_HUMAN Arylsulfatase D OS=Homo sapiens GN=ARSD PE=1 SV=2	593	i206-225o229-251i292-314o	i(1-206=206) o(225-229=5) i(251-292=42) o(314-593=42)	NNT(61)/i NET(128)/i NST(347)/o 
O95202	LETM1_HUMAN LETM1 and EF-hand domain-containing protein 1, mitochondrial OS=Homo sapiens GN=LETM1 PE=1 SV=1	739	i206-228o	i(1-206=206) o(228-739=206)	NLT(320)/o 
Q9UEU0	VTI1B_HUMAN Vesicle transport through interaction with t-SNAREs homolog 1B OS=Homo sapiens GN=VTI1B PE=1 SV=3	232	i207-229o	i(1-207=207) o(229-232=207)	NET(56)/i NTS(183)/i NLS(187)/i 
Q9NW15	ANO10_HUMAN Anoctamin-10 OS=Homo sapiens GN=ANO10 PE=1 SV=2	660	i207-229o244-261i315-337o357-379i400-422o505-527i554-576o591-613i	i(1-207=207) o(229-244=16) i(261-315=55) o(337-357=21) i(379-400=22) o(422-505=84) i(527-554=28) o(576-591=16) i(613-660=48)	NMT(267)/i NFT(526)/m 
Q96LL9	DJC30_HUMAN DnaJ homolog subfamily C member 30 OS=Homo sapiens GN=DNAJC30 PE=1 SV=3	226	i208-225o	i(1-208=208) o(225-226=208)	NRT(158)/i 
O14763	TR10B_HUMAN Tumor necrosis factor receptor superfamily member 10B OS=Homo sapiens GN=TNFRSF10B PE=1 SV=2	440	i209-231o	i(1-209=209) o(231-440=209)	NKT(391)/o 
Q9Y6Q6	TNR11_HUMAN Tumor necrosis factor receptor superfamily member 11A OS=Homo sapiens GN=TNFRSF11A PE=1 SV=1	616	i209-231o	i(1-209=209) o(231-616=209)	NST(105)/i NCT(174)/i NDS(383)/o NCT(403)/o NVT(524)/o NST(530)/o 
Q9BQQ7	RTP3_HUMAN Receptor-transporting protein 3 OS=Homo sapiens GN=RTP3 PE=2 SV=1	232	i211-228o	i(1-211=211) o(228-232=211)	NWS(74)/i NIS(110)/i NLS(210)/i 
Q9UNK0	STX8_HUMAN Syntaxin-8 OS=Homo sapiens GN=STX8 PE=1 SV=2	236	i211-233o	i(1-211=211) o(233-236=211)	NET(199)/i 
Q86T03	TM55B_HUMAN Transmembrane protein 55B OS=Homo sapiens GN=TMEM55B PE=1 SV=1	277	i212-234o244-266i	i(1-212=212) o(234-244=11) i(266-277=12)	NFS(275)/i 
Q9UH99	SUN2_HUMAN SUN domain-containing protein 2 OS=Homo sapiens GN=SUN2 PE=1 SV=3	717	i213-235o	i(1-213=213) o(235-717=213)	NST(636)/o 
Q17RW2	COOA1_HUMAN Collagen alpha-1(XXIV) chain OS=Homo sapiens GN=COL24A1 PE=2 SV=2	1714	i21-38o	i(1-21=21) o(38-1714=21)	NYS(155)/o NQS(172)/o NNS(210)/o NDS(296)/o NVS(321)/o NFS(346)/o NMS(372)/o NIT(376)/o NTS(429)/o NFS(1578)/o 
Q5VTJ3	KLD7A_HUMAN Kelch domain-containing protein 7A OS=Homo sapiens GN=KLHDC7A PE=2 SV=5	777	i21-38o	i(1-21=21) o(38-777=21)	NQS(220)/o NSS(257)/o NRS(685)/o 
Q7LGC8	CHST3_HUMAN Carbohydrate sulfotransferase 3 OS=Homo sapiens GN=CHST3 PE=1 SV=3	479	i21-38o	i(1-21=21) o(38-479=21)	NST(63)/o NAS(74)/o NLS(96)/o NVT(256)/o NSS(420)/o NRS(464)/o 
P78562	PHEX_HUMAN Phosphate-regulating neutral endopeptidase OS=Homo sapiens GN=PHEX PE=1 SV=1	749	i21-40o	i(1-21=21) o(40-749=21)	NLS(71)/o NST(238)/o NSS(263)/o NRT(290)/o NIS(301)/o NLS(377)/o NDT(484)/o NST(736)/o 
Q07075	AMPE_HUMAN Glutamyl aminopeptidase OS=Homo sapiens GN=ENPEP PE=1 SV=3	957	i21-40o	i(1-21=21) o(40-957=21)	NLS(124)/o NGS(197)/o NIT(324)/o NYS(340)/o NIT(554)/o NIT(589)/o NRS(597)/o NSS(607)/o NLT(678)/o NAS(763)/o NGT(773)/o NYT(801)/o NVT(828)/o 
Q6NT55	CP4FN_HUMAN Cytochrome P450 4F22 OS=Homo sapiens GN=CYP4F22 PE=2 SV=1	531	i21-40o	i(1-21=21) o(40-531=21)	NQS(176)/o 
Q9GZT5	WN10A_HUMAN Protein Wnt-10a OS=Homo sapiens GN=WNT10A PE=1 SV=1	417	i21-40o	i(1-21=21) o(40-417=21)	NCS(106)/o NKS(363)/o 
Q8WXS5	CCG8_HUMAN Voltage-dependent calcium channel gamma-8 subunit OS=Homo sapiens GN=CACNG8 PE=2 SV=3	425	i21-40o130-152i159-181o206-228i	i(1-21=21) o(40-130=91) i(152-159=8) o(181-206=26) i(228-425=198)	NTT(53)/o NLT(56)/o 
Q8N468	MFSD4_HUMAN Major facilitator superfamily domain-containing protein 4 OS=Homo sapiens GN=MFSD4 PE=2 SV=3	514	i21-40o55-74i81-99o109-131i138-160o219-241i305-327o347-369i376-398o402-424i437-459o464-486i	i(1-21=21) o(40-55=16) i(74-81=8) o(99-109=11) i(131-138=8) o(160-219=60) i(241-305=65) o(327-347=21) i(369-376=8) o(398-402=5) i(424-437=14) o(459-464=6) i(486-514=29)	NST(173)/o NTT(177)/o NQT(203)/o 
O95807	TM50A_HUMAN Transmembrane protein 50A OS=Homo sapiens GN=TMEM50A PE=2 SV=1	157	i21-40o55-74i95-117o127-149i	i(1-21=21) o(40-55=16) i(74-95=22) o(117-127=11) i(149-157=9)	NHS(53)/o 
Q8WUM9	S20A1_HUMAN Sodium-dependent phosphate transporter 1 OS=Homo sapiens GN=SLC20A1 PE=1 SV=1	679	i21-40o55-77i98-120o158-180i201-223o228-250i513-532o558-580i650-672o	i(1-21=21) o(40-55=16) i(77-98=22) o(120-158=39) i(180-201=22) o(223-228=6) i(250-513=264) o(532-558=27) i(580-650=71) o(672-679=71)	NST(96)/i NSS(371)/i NNS(415)/i NGS(497)/i 
Q8IYS2	K2013_HUMAN Uncharacterized protein KIAA2013 OS=Homo sapiens GN=KIAA2013 PE=2 SV=1	634	i21-40o592-614i	i(1-21=21) o(40-592=553) i(614-634=21)	NLT(363)/o 
Q9BZC7	ABCA2_HUMAN ATP-binding cassette sub-family A member 2 OS=Homo sapiens GN=ABCA2 PE=1 SV=3	2435	i21-40o705-727i748-770o785-807i812-834o849-871i891-913o1792-1814i1845-1864o1874-1896i1903-1925o1987-2009i	i(1-21=21) o(40-705=666) i(727-748=22) o(770-785=16) i(807-812=6) o(834-849=16) i(871-891=21) o(913-1792=880) i(1814-1845=32) o(1864-1874=11) i(1896-1903=8) o(1925-1987=63) i(2009-2435=427)	NVT(14)/i NST(89)/o NLS(168)/o NST(173)/o NGS(305)/o NGT(368)/o NAT(379)/o NRT(420)/o NMS(432)/o NET(476)/o NVT(484)/o NIS(494)/o NLS(530)/o NFS(544)/o NYT(590)/o NVT(600)/o NSS(628)/o NVS(1408)/o NYT(1496)/o NGS(1549)/o NLS(1557)/o NVS(1612)/o NVS(1677)/o NKT(1775)/o NLT(2054)/i 
Q9Y5I4	PCDC2_HUMAN Protocadherin alpha-C2 OS=Homo sapiens GN=PCDHAC2 PE=2 SV=1	1007	i21-40o707-729i	i(1-21=21) o(40-707=668) i(729-1007=279)	NAS(280)/o NAT(377)/o NIT(436)/o NSS(586)/o NLT(657)/o NGS(784)/i NLT(831)/i NKT(989)/i NST(999)/i 
Q6PXP3	GTR7_HUMAN Solute carrier family 2, facilitated glucose transporter member 7 OS=Homo sapiens GN=SLC2A7 PE=2 SV=2	512	i21-40o73-95i108-125o135-157i164-186o196-218i284-306o321-343i350-372o382-404i417-439o443-465i	i(1-21=21) o(40-73=34) i(95-108=14) o(125-135=11) i(157-164=8) o(186-196=11) i(218-284=67) o(306-321=16) i(343-350=8) o(372-382=11) i(404-417=14) o(439-443=5) i(465-512=48)	NLS(41)/o NET(57)/o 
O75712	CXB3_HUMAN Gap junction beta-3 protein OS=Homo sapiens GN=GJB3 PE=1 SV=1	270	i21-40o76-98i127-149o188-210i	i(1-21=21) o(40-76=37) i(98-127=30) o(149-188=40) i(210-270=61)	NLT(266)/i 
O95377	CXB5_HUMAN Gap junction beta-5 protein OS=Homo sapiens GN=GJB5 PE=2 SV=2	273	i21-40o76-98i127-149o188-210i	i(1-21=21) o(40-76=37) i(98-127=30) o(149-188=40) i(210-273=64)	NWS(2)/i 
Q9NTQ9	CXB4_HUMAN Gap junction beta-4 protein OS=Homo sapiens GN=GJB4 PE=1 SV=1	266	i21-40o76-98i127-149o188-210i	i(1-21=21) o(40-76=37) i(98-127=30) o(149-188=40) i(210-266=57)	NLS(119)/i NLS(201)/m 
P29033	CXB2_HUMAN Gap junction beta-2 protein OS=Homo sapiens GN=GJB2 PE=1 SV=3	226	i21-40o76-98i132-154o193-215i	i(1-21=21) o(40-76=37) i(98-132=35) o(154-193=40) i(215-226=12)	NVT(206)/m 
Q13586	STIM1_HUMAN Stromal interaction molecule 1 OS=Homo sapiens GN=STIM1 PE=1 SV=3	685	i214-232o	i(1-214=214) o(232-685=214)	NWT(131)/i NTT(171)/i NGS(554)/o NGS(658)/o 
Q8NFQ8	TOIP2_HUMAN Torsin-1A-interacting protein 2 OS=Homo sapiens GN=TOR1AIP2 PE=1 SV=1	470	i214-236o	i(1-214=214) o(236-470=214)	NAS(286)/o 
B4DYI2	S31C2_HUMAN Spermatogenesis-associated protein 31C2 OS=Homo sapiens GN=SPATA31C2 PE=2 SV=2	1134	i21-43o	i(1-21=21) o(43-1134=21)	NHS(84)/o NSS(300)/o NLS(527)/o NRS(1041)/o NMS(1066)/o NQS(1121)/o 
O14657	TOR1B_HUMAN Torsin-1B OS=Homo sapiens GN=TOR1B PE=1 SV=2	336	i21-43o	i(1-21=21) o(43-336=21)	NAS(64)/o NVS(165)/o 
O43825	B3GT2_HUMAN Beta-1,3-galactosyltransferase 2 OS=Homo sapiens GN=B3GALT2 PE=2 SV=1	422	i21-43o	i(1-21=21) o(43-422=21)	NHS(75)/o NNT(100)/o NGS(119)/o NES(176)/o NLT(226)/o 
O60235	TM11D_HUMAN Transmembrane protease serine 11D OS=Homo sapiens GN=TMPRSS11D PE=1 SV=1	418	i21-43o	i(1-21=21) o(43-418=21)	NNS(144)/o 
O75752	B3GL1_HUMAN UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 1 OS=Homo sapiens GN=B3GALNT1 PE=2 SV=1	331	i21-43o	i(1-21=21) o(43-331=21)	NCS(72)/o NLT(154)/o NHS(198)/o NYS(212)/o NTT(326)/o 
O95573	ACSL3_HUMAN Long-chain-fatty-acid--CoA ligase 3 OS=Homo sapiens GN=ACSL3 PE=1 SV=3	720	i21-43o	i(1-21=21) o(43-720=21)	NET(203)/o 
P05981	HEPS_HUMAN Serine protease hepsin OS=Homo sapiens GN=HPN PE=1 SV=1	417	i21-43o	i(1-21=21) o(43-417=21)	NGT(112)/o 
P0DKV0	S31C1_HUMAN Spermatogenesis-associated protein 31C1 OS=Homo sapiens GN=SPATA31C1 PE=2 SV=1	1188	i21-43o	i(1-21=21) o(43-1188=21)	NHS(90)/o NSS(306)/o NLS(533)/o NRS(1047)/o NMS(1072)/o NQS(1127)/o 
P15291	B4GT1_HUMAN Beta-1,4-galactosyltransferase 1 OS=Homo sapiens GN=B4GALT1 PE=1 SV=5	398	i21-43o	i(1-21=21) o(43-398=21)	NLT(113)/o 
P15586	GNS_HUMAN N-acetylglucosamine-6-sulfatase OS=Homo sapiens GN=GNS PE=1 SV=3	552	i21-43o	i(1-21=21) o(43-552=21)	NNT(111)/o NCS(117)/o NYT(183)/o NYS(198)/o NVS(210)/o NSS(279)/o NNT(317)/o NQT(362)/o NKT(387)/o NLT(405)/o NVT(422)/o NNT(449)/o NLT(480)/o 
P16442	BGAT_HUMAN Histo-blood group ABO system transferase OS=Homo sapiens GN=ABO PE=1 SV=2	354	i21-43o	i(1-21=21) o(43-354=21)	NTT(113)/o 
P28907	CD38_HUMAN ADP-ribosyl cyclase 1 OS=Homo sapiens GN=CD38 PE=1 SV=2	300	i21-43o	i(1-21=21) o(43-300=21)	NIT(100)/o NTS(164)/o NGS(209)/o NST(219)/o 
P32970	CD70_HUMAN CD70 antigen OS=Homo sapiens GN=CD70 PE=1 SV=2	193	i21-43o	i(1-21=21) o(43-193=21)	NHT(63)/o NLT(170)/o 
P33121	ACSL1_HUMAN Long-chain-fatty-acid--CoA ligase 1 OS=Homo sapiens GN=ACSL1 PE=1 SV=1	698	i21-43o	i(1-21=21) o(43-698=21)	NTT(382)/o NNS(408)/o NGT(547)/o 
P98073	ENTK_HUMAN Enteropeptidase OS=Homo sapiens GN=TMPRSS15 PE=1 SV=3	1019	i21-43o	i(1-21=21) o(43-1019=21)	NGS(116)/o NKS(147)/o NVS(179)/o NAT(328)/o NSS(335)/o NAS(388)/o NIS(440)/o NET(470)/o NGS(503)/o NTT(534)/o NFT(630)/o NGT(682)/o NWT(706)/o NSS(725)/o NLT(848)/o NYT(887)/o NCS(909)/o NIT(949)/o 
Q04609	FOLH1_HUMAN Glutamate carboxypeptidase 2 OS=Homo sapiens GN=FOLH1 PE=1 SV=1	750	i21-43o	i(1-21=21) o(43-750=21)	NIT(51)/o NFT(76)/o NKT(121)/o NTS(140)/o NVS(153)/o NCS(195)/o NFS(336)/o NYT(459)/o NLT(476)/o NFT(638)/o 
Q06643	TNFC_HUMAN Lymphotoxin-beta OS=Homo sapiens GN=LTB PE=1 SV=1	244	i21-43o	i(1-21=21) o(43-244=21)	NIS(222)/o 
Q0P6D2	FA69C_HUMAN Protein FAM69C OS=Homo sapiens GN=FAM69C PE=2 SV=3	419	i21-43o	i(1-21=21) o(43-419=21)	NSS(165)/o NCT(314)/o 
Q16850	CP51A_HUMAN Lanosterol 14-alpha demethylase OS=Homo sapiens GN=CYP51A1 PE=1 SV=3	503	i21-43o	i(1-21=21) o(43-503=21)	NYT(483)/o 
Q3SYC2	MOGT2_HUMAN 2-acylglycerol O-acyltransferase 2 OS=Homo sapiens GN=MOGAT2 PE=1 SV=2	334	i21-43o	i(1-21=21) o(43-334=21)	NSS(237)/o 
Q3V5L5	MGT5B_HUMAN Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B OS=Homo sapiens GN=MGAT5B PE=1 SV=2	792	i21-43o	i(1-21=21) o(43-792=21)	NSS(93)/o NVS(127)/o NQT(215)/o NLS(236)/o NET(447)/o NNS(600)/o NAT(666)/o NTS(675)/o 
Q4VX67	S31A4_HUMAN Spermatogenesis-associated protein 31A4 OS=Homo sapiens GN=SPATA31A4 PE=3 SV=2	1347	i21-43o	i(1-21=21) o(43-1347=21)	NHS(78)/o NSS(294)/o NYS(411)/o NLS(681)/o NRS(1195)/o 
Q5RGS2	S31A2_HUMAN Spermatogenesis-associated protein 31A2 OS=Homo sapiens GN=SPATA31A2 PE=3 SV=1	1347	i21-43o	i(1-21=21) o(43-1347=21)	NHS(78)/o NSS(294)/o NYS(411)/o NLS(681)/o NRS(1195)/o 
Q5TZJ5	S31A1_HUMAN Spermatogenesis-associated protein 31A1 OS=Homo sapiens GN=SPATA31A1 PE=2 SV=1	1347	i21-43o	i(1-21=21) o(43-1347=21)	NHS(78)/o NSS(294)/o NYS(411)/o NLS(681)/o NRS(1195)/o 
Q5VU36	S31A5_HUMAN Spermatogenesis-associated protein 31A5 OS=Homo sapiens GN=SPATA31A5 PE=2 SV=1	1347	i21-43o	i(1-21=21) o(43-1347=21)	NHS(78)/o NSS(294)/o NYS(411)/o NLS(681)/o NRS(1195)/o 
Q5VVP1	S31A6_HUMAN Spermatogenesis-associated protein 31A6 OS=Homo sapiens GN=SPATA31A6 PE=3 SV=1	1343	i21-43o	i(1-21=21) o(43-1343=21)	NHS(78)/o NSS(294)/o NYS(411)/o NLS(677)/o NRS(1191)/o 
Q5VYP0	S31A3_HUMAN Spermatogenesis-associated protein 31A3 OS=Homo sapiens GN=SPATA31A3 PE=2 SV=1	1347	i21-43o	i(1-21=21) o(43-1347=21)	NHS(78)/o NSS(294)/o NYS(411)/o NLS(681)/o NRS(1195)/o 
Q6EIG7	CLC6A_HUMAN C-type lectin domain family 6 member A OS=Homo sapiens GN=CLEC6A PE=2 SV=1	209	i21-43o	i(1-21=21) o(43-209=21)	NES(131)/o NHS(170)/o 
Q6IAN0	DRS7B_HUMAN Dehydrogenase/reductase SDR family member 7B OS=Homo sapiens GN=DHRS7B PE=1 SV=2	325	i21-43o	i(1-21=21) o(43-325=21)	NLS(243)/o 
Q6ZMR5	TM11A_HUMAN Transmembrane protease serine 11A OS=Homo sapiens GN=TMPRSS11A PE=1 SV=1	421	i21-43o	i(1-21=21) o(43-421=21)	NAS(156)/o NLT(306)/o 
Q6ZPD8	DG2L6_HUMAN Diacylglycerol O-acyltransferase 2-like protein 6 OS=Homo sapiens GN=DGAT2L6 PE=2 SV=1	337	i21-43o	i(1-21=21) o(43-337=21)	NWT(75)/o 
Q8IV01	SYT12_HUMAN Synaptotagmin-12 OS=Homo sapiens GN=SYT12 PE=2 SV=1	421	i21-43o	i(1-21=21) o(43-421=21)	NVS(248)/o 
Q8IWB4	S31A7_HUMAN Spermatogenesis-associated protein 31A7 OS=Homo sapiens GN=SPATA31A7 PE=2 SV=4	1347	i21-43o	i(1-21=21) o(43-1347=21)	NHS(78)/o NSS(294)/o NYS(411)/o NLS(681)/o NRS(1195)/o 
Q96A11	G3ST3_HUMAN Galactose-3-O-sulfotransferase 3 OS=Homo sapiens GN=GAL3ST3 PE=1 SV=1	431	i21-43o	i(1-21=21) o(43-431=21)	NLT(91)/o NFS(110)/o NAS(177)/o NAT(302)/o 
Q96PD6	MOGT1_HUMAN 2-acylglycerol O-acyltransferase 1 OS=Homo sapiens GN=MOGAT1 PE=2 SV=2	335	i21-43o	i(1-21=21) o(43-335=21)	NWT(77)/o NFS(121)/o NYS(125)/o NIS(180)/o 
Q9BS86	ZPBP1_HUMAN Zona pellucida-binding protein 1 OS=Homo sapiens GN=ZPBP PE=2 SV=1	351	i21-43o	i(1-21=21) o(43-351=21)	NRT(114)/o NIS(187)/o NSS(340)/o 
Q9C0B6	FAM5B_HUMAN Protein FAM5B OS=Homo sapiens GN=FAM5B PE=2 SV=2	783	i21-43o	i(1-21=21) o(43-783=21)	NST(185)/o NST(354)/o NST(473)/o NST(579)/o NWT(626)/o NET(658)/o 
Q9H5K3	SG196_HUMAN Probable inactive protein kinase-like protein SgK196 OS=Homo sapiens GN=SGK196 PE=2 SV=1	350	i21-43o	i(1-21=21) o(43-350=21)	NCS(67)/o NLS(165)/o NFS(220)/o NHS(235)/o 
Q9NPC4	A4GAT_HUMAN Lactosylceramide 4-alpha-galactosyltransferase OS=Homo sapiens GN=A4GALT PE=2 SV=1	353	i21-43o	i(1-21=21) o(43-353=21)	NAS(121)/o NLT(203)/o 
Q9UBQ6	EXTL2_HUMAN Exostosin-like 2 OS=Homo sapiens GN=EXTL2 PE=1 SV=1	330	i21-43o	i(1-21=21) o(43-330=21)	NRT(74)/o 
Q9UKU0	ACSL6_HUMAN Long-chain-fatty-acid--CoA ligase 6 OS=Homo sapiens GN=ACSL6 PE=2 SV=4	697	i21-43o	i(1-21=21) o(43-697=21)	NDS(408)/o 
Q9UL52	TM11E_HUMAN Transmembrane protease serine 11E OS=Homo sapiens GN=TMPRSS11E PE=1 SV=2	423	i21-43o	i(1-21=21) o(43-423=21)	NFT(75)/o NKT(166)/o NAT(223)/o 
Q9ULY5	CLC4E_HUMAN C-type lectin domain family 4 member E OS=Homo sapiens GN=CLEC4E PE=1 SV=1	219	i21-43o	i(1-21=21) o(43-219=21)	NSS(2)/i NFT(62)/o NCS(107)/o 
P23942	PRPH2_HUMAN Peripherin-2 OS=Homo sapiens GN=PRPH2 PE=1 SV=1	346	i21-43o100-122i253-275o	i(1-21=21) o(43-100=58) i(122-253=132) o(275-346=132)	NNS(53)/o NNS(229)/i 
Q96T54	KCNKH_HUMAN Potassium channel subfamily K member 17 OS=Homo sapiens GN=KCNK17 PE=2 SV=1	332	i21-43o101-123i130-152o178-200i212-230o245-264i	i(1-21=21) o(43-101=59) i(123-130=8) o(152-178=27) i(200-212=13) o(230-245=16) i(264-332=69)	NFT(65)/o NTT(94)/o NLS(121)/m 
Q86VB7	C163A_HUMAN Scavenger receptor cysteine-rich type 1 protein M130 OS=Homo sapiens GN=CD163 PE=1 SV=2	1156	i21-43o1049-1071i	i(1-21=21) o(43-1049=1007) i(1071-1156=86)	NLS(23)/m NSS(105)/o NES(123)/o NCT(140)/o NES(231)/o NAS(320)/o NET(445)/o NQS(685)/o NSS(694)/o NAT(767)/o NES(1001)/o NCT(1027)/o NSS(1112)/i 
Q9HC58	NCKX3_HUMAN Sodium/potassium/calcium exchanger 3 OS=Homo sapiens GN=SLC24A3 PE=2 SV=4	644	i21-43o109-128i149-171o181-203i210-232o242-261i478-500o510-532i545-567o582-601i614-636o	i(1-21=21) o(43-109=67) i(128-149=22) o(171-181=11) i(203-210=8) o(232-242=11) i(261-478=218) o(500-510=11) i(532-545=14) o(567-582=16) i(601-614=14) o(636-644=14)	NDT(71)/o NCT(86)/o NGT(383)/i NGT(396)/i NET(409)/i 
Q8IUR5	TMTC1_HUMAN Transmembrane and TPR repeat-containing protein 1 OS=Homo sapiens GN=TMTC1 PE=1 SV=3	882	i21-43o112-131i143-165o196-218i318-340o355-372i385-407o412-429i434-456o	i(1-21=21) o(43-112=70) i(131-143=13) o(165-196=32) i(218-318=101) o(340-355=16) i(372-385=14) o(407-412=6) i(429-434=6) o(456-882=6)	NTS(86)/o NRS(184)/o 
Q9NR16	C163B_HUMAN Scavenger receptor cysteine-rich type 1 protein M160 OS=Homo sapiens GN=CD163L1 PE=1 SV=2	1453	i21-43o1360-1382i	i(1-21=21) o(43-1360=1318) i(1382-1453=72)	NGT(42)/m NTT(78)/o NES(120)/o NNS(161)/o NES(334)/o NCS(377)/o NES(441)/o NES(548)/o NAS(637)/o NES(972)/o NVS(1013)/o NAT(1084)/o NCT(1104)/o NGT(1161)/o NIT(1171)/o NES(1318)/o NAS(1354)/o 
Q9Y226	S22AD_HUMAN Solute carrier family 22 member 13 OS=Homo sapiens GN=SLC22A13 PE=2 SV=2	551	i21-43o142-159i166-185o191-213i225-247o252-271i333-352o362-381i394-412o417-439i452-474o478-500i	i(1-21=21) o(43-142=100) i(159-166=8) o(185-191=7) i(213-225=13) o(247-252=6) i(271-333=63) o(352-362=11) i(381-394=14) o(412-417=6) i(439-452=14) o(474-478=5) i(500-551=52)	NHT(57)/o NLS(61)/o NAS(92)/o NET(104)/o NVT(209)/m NFS(232)/m 
O76082	S22A5_HUMAN Solute carrier family 22 member 5 OS=Homo sapiens GN=SLC22A5 PE=1 SV=1	557	i21-43o142-164i171-190o195-217i229-251o256-278i340-362o372-394i401-420o425-447i460-482o492-514i	i(1-21=21) o(43-142=100) i(164-171=8) o(190-195=6) i(217-229=13) o(251-256=6) i(278-340=63) o(362-372=11) i(394-401=8) o(420-425=6) i(447-460=14) o(482-492=11) i(514-557=44)	NLS(57)/o NHT(64)/o NFS(91)/o 
Q63ZE4	S22AA_HUMAN Solute carrier family 22 member 10 OS=Homo sapiens GN=SLC22A10 PE=2 SV=2	541	i21-43o148-167i174-196o200-219i232-254o258-280i350-368o378-400i407-425o435-457i478-500o	i(1-21=21) o(43-148=106) i(167-174=8) o(196-200=5) i(219-232=14) o(254-258=5) i(280-350=71) o(368-378=11) i(400-407=8) o(425-435=11) i(457-478=22) o(500-541=22)	NNT(56)/o NET(62)/o NGT(102)/o NNS(216)/m 
