IPI Accession	Length	TMHMM Topography	Length of the Transmembrane Loop(s)	FirstDomain	LastDomain	FirstDomain.Length	LastDomain.Length	Avg Domain.Out	Avg Domain.In
IPI00464135	823	i13-32o701-723i	i(1-13=13) o(32-701=670) i(723-823=101)	i(1-13=13)	i(723-823=101)	13	101	670	57
IPI00465769	1115	o98-120i133-155o165-187i192-214o229-248i255-275o396-418i439-461o481-503i535-554o558-577i598-620o	o(1-98=98) i(120-133=14) o(155-165=11) i(187-192=6) o(214-229=16) i(248-255=8) o(275-396=122) i(418-439=22) o(461-481=21) i(503-535=33) o(554-558=5) i(577-598=22) o(620-1115=9)	o(1-98=98)	o(620-1115=496)	98	496	109	17
IPI00466371	1179	i7-29o1142-1164i	i(1-7=7) o(29-1142=1114) i(1164-1179=16)	i(1-7=7)	i(1164-1179=16)	7	16	1114	11
IPI00468236	911	i296-318o371-393i459-481o506-528i556-573o672-694i722-744o826-848i	i(1-296=296) o(318-371=54) i(393-459=67) o(481-506=26) i(528-556=29) o(573-672=100) i(694-722=29) o(744-826=83) i(848-911=64)	i(1-296=296)	i(848-911=64)	296	64	65	97
IPI00469218	407	o374-396i	o(1-374=374) i(396-407=12)	o(1-374=374)	i(396-407=12)	374	12	374	12
IPI00469280	460	i34-51o61-83i96-118o133-155i200-219o229-251i	i(1-34=34) o(51-61=11) i(83-96=14) o(118-133=16) i(155-200=46) o(219-229=11) i(251-460=210)	i(1-34=34)	i(251-460=210)	34	210	12	76
IPI00469542	738	i5-27o	i(1-5=5) o(27-738=5)	i(1-5=5)	o(27-738=712)	5	712	712	5
IPI00471176	418	o241-263i	o(1-241=241) i(263-418=156)	o(1-241=241)	i(263-418=156)	241	156	241	156
IPI00473680	269	i203-222o	i(1-203=203) o(222-269=203)	i(1-203=203)	o(222-269=48)	203	48	48	203
IPI00475157	413	o5-24i66-88o	o(1-5=5) i(24-66=43) o(88-413=14)	o(1-5=5)	o(88-413=326)	5	326	165	43
IPI00480532	474	i17-36o176-198i211-233o244-266i273-295o315-337i357-379o399-421i	i(1-17=17) o(36-176=141) i(198-211=14) o(233-244=12) i(266-273=8) o(295-315=21) i(337-357=21) o(379-399=21) i(421-474=54)	i(1-17=17)	i(421-474=54)	17	54	48	22
IPI00554925	221	o184-206i	o(1-184=184) i(206-221=16)	o(1-184=184)	i(206-221=16)	184	16	184	16
