ID	Description	Protein Length	TMHMM Topology	Loop Length Info	List of Sequons and Locations
IPI00331214	Platelet glycoprotein IV	472	i7-29o444-466i	i(1-7=7) o(29-444=416) i(466-472=7)	NCT(321)/o NIT(102)/o 
IPI00338983	Contactin-associated protein 1 	1385	o1285-1307i	o(1-1285=1285) i(1307-1385=79)	NIT(1148)/o 
IPI00341098	Calcium activated chloride channel	925	o890-912i	o(1-890=890) i(912-925=14)	NFT(544)/o 
IPI00343568	CD180 antigen 	661	o628-650i	o(1-628=628) i(650-661=12)	NLT(78)/o 
IPI00345286	"0 day neonate lung cDNA, RIKEN full-length enriched library, clone:E030028C07 product:hypothetical Threonine-rich region profile containing protein, full insert sequence"	500	i7-29o428-450i	i(1-7=7) o(29-428=400) i(450-500=51)	NTT(108)/o 
IPI00349520	PREDICTED: similar to low density lipoprotein receptor-related protein 2	4660	i7-24o4425-4447i	i(1-7=7) o(24-4425=4402) i(4447-4660=214)	NST(2782)/o NQT(2488)/o NGS(2131)/o NFT(2134)/o NNS(2396)/o NCT(3566)/o 
IPI00355482	SLC10A5	434	o129-151i172-194o204-226i233-255o265-287i307-326o336-358i365-384o394-416i	o(1-129=129) i(151-172=22) o(194-204=11) i(226-233=8) o(255-265=11) i(287-307=21) o(326-336=11) i(358-365=8) o(384-394=11) i(416-434=19)	NVT(73)/o 
IPI00378162	ADAM 2 	735	o687-709i	o(1-687=687) i(709-735=27)	NCS(359)/o 
IPI00378366	N-acetylated-alpha-linked acidic dipeptidase-like protein	745	i7-29o	i(1-7=7) o(29-745=7)	NTS(279)/o NIS(620)/o NGS(329)/o 
IPI00379131	"Adult male testis cDNA, RIKEN full-length enriched library, clone:4930513K05 product:integrin alpha X, full insert sequence"	1168	o1108-1130i	o(1-1108=1108) i(1130-1168=39)	NLS(741)/o NCT(703)/o 
IPI00395031	"Adult pancreas islet cells cDNA, RIKEN full-length enriched library, clone:C820003N21 product:similar to DJ5O6.2"	425	o51-73i93-115o130-152i192-209o224-246i258-280o305-327i	o(1-51=51) i(73-93=21) o(115-130=16) i(152-192=41) o(209-224=16) i(246-258=13) o(280-305=26) i(327-425=99)	NGS(43)/o 
IPI00396840	Endothelin-converting enzyme-1b	769	i68-90o	i(1-68=68) o(90-769=68)	NAT(165)/o 
IPI00406609	Receptor-type tyrosine-protein phosphatase eta 	1299	o894-916i	o(1-894=894) i(916-1299=384)	NGT(164)/o 
IPI00420554	Splice Isoform 1 of Contactin-associated protein-like 2 	1332	o1262-1284i	o(1-1262=1262) i(1284-1332=49)	NNT(436)/o 
IPI00420955	Sortilin 1	825	o754-776i	o(1-754=754) i(776-825=50)	NNT(160)/o 
IPI00453537	"10 days neonate cortex cDNA, RIKEN full-length enriched library, clone:A830029E02 product:weakly similar to BK134P22.1"	404	o336-358i	o(1-336=336) i(358-404=47)	NKT(296)/o NGT(300)/o 
IPI00454159	Splice Isoform 1 of Chondroitin sulfate proteoglycan 5 	566	o421-443i	o(1-421=421) i(443-566=124)	NGT(355)/o 
IPI00458077	"4 days neonate male adipose cDNA, RIKEN full-length enriched library, clone:B430217G19 product:N-acylsphingosine amidohydrolase 2, full insert sequence"	756	i12-34o	i(1-12=12) o(34-756=12)	NFS(74)/o NMS(600)/o 
IPI00459432	"Bone marrow macrophage cDNA, RIKEN full-length enriched library, clone:I830015H17 product:Kidney predominant protein (RIKEN cDNA 0610031J06 gene), full insert sequence"	404	o370-392i	o(1-370=370) i(392-404=13)	NAS(133)/o 
IPI00460063	Prenylcysteine oxidase 	505	i5-27o	i(1-5=5) o(27-505=5)	NST(353)/o 
IPI00461384	"15 days embryo head cDNA, RIKEN full-length enriched library, clone:D930033O22 product:MYELOBLAST KIAA0230 homolog"	1475	i9-26o	i(1-9=9) o(26-1475=9)	NIT(1277)/o 
IPI00463489	"Visual cortex cDNA, RIKEN full-length enriched library, clone:K230009E18 product:Opioid binding protein/cell adhesion molecule (OBCAM) (Opioid-binding cell adhesion molecule) (OPCML) homolog"	337	i5-24o	i(1-5=5) o(24-337=5)	NVS(277)/o 
IPI00464135	Semaphorin-4B 	823	i13-32o701-723i	i(1-13=13) o(32-701=670) i(723-823=101)	NSS(397)/o 
IPI00465769	Solute carrier family 12 member 5	1115	o98-120i133-155o165-187i192-214o229-248i255-275o396-418i439-461o481-503i535-554o558-577i598-620o	o(1-98=98) i(120-133=14) o(155-165=11) i(187-192=6) o(214-229=16) i(248-255=8) o(275-396=122) i(418-439=22) o(461-481=21) i(503-535=33) o(554-558=5) i(577-598=22) o(620-1115=9)	NVT(339)/o NAT(328)/o 
IPI00466371	"16 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:9630012J05 product:integrin alpha 1, full insert sequence"	1179	i7-29o1142-1164i	i(1-7=7) o(29-1142=1114) i(1164-1179=16)	NTS(100)/o NVT(105)/o 
IPI00468236	Splice Isoform 1 of Transmembrane protein 16F	911	i296-318o371-393i459-481o506-528i556-573o672-694i722-744o826-848i	i(1-296=296) o(318-371=54) i(393-459=67) o(481-506=26) i(528-556=29) o(573-672=100) i(694-722=29) o(744-826=83) i(848-911=64)	NIT(362)/o 
IPI00469218	"Adult male lung cDNA, RIKEN full-length enriched library, clone:1200007I01 product:lysosomal membrane glycoprotein 1, full insert sequence"	407	o374-396i	o(1-374=374) i(396-407=12)	NLS(116)/o NIS(249)/o NDT(253)/o NVS(79)/o 
IPI00469280	"Bone marrow macrophage cDNA, RIKEN full-length enriched library, clone:I830025I04 product:solute carrier family 30"	460	i34-51o61-83i96-118o133-155i200-219o229-251i	i(1-34=34) o(51-61=11) i(83-96=14) o(118-133=16) i(155-200=46) o(219-229=11) i(251-460=210)	NVS(395)/i 
IPI00469542	Histidine-rich calcium-binding protein	738	i5-27o	i(1-5=5) o(27-738=5)	NVS(102)/o 
IPI00471176	Hepatocyte cell adHesion molecule	418	o241-263i	o(1-241=241) i(263-418=156)	NDS(189)/o NIT(35)/o 
IPI00473680	"17 days embryo kidney cDNA, RIKEN full-length enriched library, clone:I920072N22 product:Glycoprotein 25L2 homolog"	269	i203-222o	i(1-203=203) o(222-269=203)	NST(125)/i 
IPI00475157	Serpina1b protein	413	o5-24i66-88o	o(1-5=5) i(24-66=43) o(88-413=14)	NAS(265)/o 
IPI00480532	"NOD-derived CD11c +ve dendritic cells cDNA, RIKEN full-length enriched library, clone:F630047E11 product:hypothetical protein, full insert sequence"	474	i17-36o176-198i211-233o244-266i273-295o315-337i357-379o399-421i	i(1-17=17) o(36-176=141) i(198-211=14) o(233-244=12) i(266-273=8) o(295-315=21) i(337-357=21) o(379-399=21) i(421-474=54)	NYS(48)/o NSS(52)/o 
IPI00554925	"H-2 class II histocompatibility antigen, A-Q alpha chain"	221	o184-206i	o(1-184=184) i(206-221=16)	NFT(70)/o 
